topic_cluster	query_id	query	item_type	result_set
27	64042	health activities	variables	exploredata-ZA6642_Varqc13_1, exploredata-ZA6924_Varqc4, exploredata-ZA7637_Varnace_a, exploredata-ZA7739_Varqa21*1, exploredata-ZA7781_Varqc3*7, exploredata-ZA7804_Varnace_a, exploredata-ZA7807_Varq4a, exploredata-ZA7870_Varq3*7, exploredata-ZA7888_Varqb21, exploredata-ZA7943_Varnace_a
27	64040	health activity	variables	exploredata-ZA2831_Varv358, exploredata-ZA3886_Varv68, exploredata-ZA3886_Varv85, exploredata-ZA4977_Varv149, exploredata-ZA4977_Varv295, exploredata-ZA5877_Varqd8_1, exploredata-ZA6939_Varqb8_1, exploredata-ZA7579_Varqd17*9, exploredata-ZA7579_Varqd22, exploredata-ZA7888_Varqb11*1
27	64039	health and care	research_data	ZA4700, ZA4747, ZA4850, ZA5800, ZA5890, ZA5900, ZA6670, ZA6900, ZA6980, ZA7600
27	2059	health and health care	research_data	SDN-10.7802-2304, ZA1950, ZA4616, ZA4700, ZA4747, ZA4805, ZA4850, ZA5248, ZA5272, ZA5800, ZA5900, ZA5948, ZA6610, ZA6670, ZA6747, ZA6770, ZA6900, ZA6980, ZA7600, ZA7662, ZA7664, ZA7666, ZA7677, ZA7679, ZA7686, ZA7687, ZA7688, ZA7689, ZA7690, ZA7691, ZA7764, ZA7796, ZA7800, ZA7829, ZA7863, ZA7900, missy-european-union-labour-force-survey-2010, missy-european-union-statistics-on-income-and-living-conditions-2006, missy-european-union-statistics-on-income-and-living-conditions-2008, missy-european-union-statistics-on-income-and-living-conditions-2009, missy-european-union-statistics-on-income-and-living-conditions-2011, missy-european-union-statistics-on-income-and-living-conditions-2012, missy-european-union-statistics-on-income-and-living-conditions-2013, missy-european-union-statistics-on-income-and-living-conditions-2014, missy-european-union-statistics-on-income-and-living-conditions-2015, missy-european-union-statistics-on-income-and-living-conditions-2016, missy-european-union-statistics-on-income-and-living-conditions-2017, missy-european-union-statistics-on-income-and-living-conditions-2018, missy-european-union-statistics-on-income-and-living-conditions-2019
27	64024	health and health care	variables	exploredata-ZA7780_Varqc4*10, exploredata-ZA7783_Varqb8_1, exploredata-ZA7783_Varqc4*10, exploredata-ZA7887_Varqa1, exploredata-ZA7887_Varqa3*4, exploredata-ZA7887_Varqa3*9, exploredata-ZA7887_Varqa7*11, exploredata-ZA7887_Varqa9b*11, exploredata-ZA7902_Varqd4*10, exploredata-ZA7953_Varqd4*10
27	64020	health and health care ii	publication	bibsonomy-curran2021rules, bibsonomy-dobrescu2015savings, bibsonomy-herojoachimo2017united, bibsonomy-krasniciwenger2015europische, bibsonomy-manningnick2009health, bibsonomy-muratahiroko2014japanese, bibsonomy-schwander2019health, bibsonomy-tambor2021financing, bibsonomy-ulemirjana2013selfrated, bibsonomy-varaskaite2017lietuvos
27	64022	health and health care ii	research_data	ZA5248, ZA5800, ZA5854, ZA5868, ZA5921, ZA6759, ZA6795, ZA8602, ZA8691, missy-eu-silc-2004
27	64019	health and lifestyle	research_data	ZA1946, ZA4586, ZA4588, ZA5252, ZA5948, ZA5979, ZA5980, ZA6674, ZA6766, ZA7486, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2051e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2326e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de450337, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de460533, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de461189, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de465401, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de465942, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de467537, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de470394, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de610779
27	64035	health attitudes	variables	exploredata-ZA7575_Varqc11_5, exploredata-ZA7576_Varqh2*2, exploredata-ZA7649_Varqa5*13, exploredata-ZA7750_Varqb4_1, exploredata-ZA7782_Varqa10_1, exploredata-ZA7782_Varqa10_2, exploredata-ZA7783_Varqa5*13, exploredata-ZA7848_Varqa3*11, exploredata-ZA7848_Varqa4*11, exploredata-ZA7848_Varqa5*13
27	64034	health behavi	instruments_tools	pretest-17
27	64033	health behavior	research_data	ZA4574, ZA4582, ZA4584, ZA4586, ZA4614, ZA5678, ZA5800, ZA5854, ZA5958, ZA6701
27	64032	health behavior covid	publication	bibsonomy-chan2020confidence, bibsonomy-hoenig2020education, bibsonomy-ludecke2020protective, gesis-ssoar-68395, gesis-ssoar-70368, gesis-ssoar-72222, gesis-ssoar-72855, gesis-ssoar-73550, gesis-ssoar-75084, gesis-ssoar-75142
27	64031	health behaviour	research_data	missy-european-union-statistics-on-income-and-living-conditions-2009, missy-european-union-statistics-on-income-and-living-conditions-2010, missy-european-union-statistics-on-income-and-living-conditions-2011, missy-european-union-statistics-on-income-and-living-conditions-2012, missy-european-union-statistics-on-income-and-living-conditions-2013, missy-european-union-statistics-on-income-and-living-conditions-2014, missy-european-union-statistics-on-income-and-living-conditions-2015, missy-european-union-statistics-on-income-and-living-conditions-2016, missy-european-union-statistics-on-income-and-living-conditions-2017, missy-european-union-statistics-on-income-and-living-conditions-2018
27	64030	health behaviours	research_data	ZA4413
27	63844	health care	instruments_tools	pretest-22, pretest-24, pretest-27, pretest-29, pretest-33
27	3176	health care	research_data	SDN-10.7802-1.2031, SDN-10.7802-1500, SDN-10.7802-2304, SDN-10.7802-2587, ZA1950, ZA3593, ZA4747, ZA4805, ZA4850, ZA5248, ZA5537, ZA5664, ZA5665, ZA5800, ZA5900, ZA5948, ZA6610, ZA6770, ZA6900, ZA6980, ZA7505, ZA7600, ZA7662, ZA7664, ZA7666, ZA7668, ZA7677, ZA7679, ZA7686, ZA7687, ZA7688, ZA7689, ZA7690, ZA7691, ZA7749, ZA7750, ZA7780, ZA7782, ZA7783, ZA7800, ZA7829, ZA7839, ZA7840, ZA7846, ZA7848, ZA7886, ZA7900, ZA7902, ZA7907, ZA7915, ZA7953, ZA7967, ZA8691, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3132e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de586830, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de700784, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de700785, datorium-10.7802-1500, missy-european-union-labour-force-survey-2005, missy-european-union-labour-force-survey-2010, missy-european-union-statistics-on-income-and-living-conditions-2006, missy-european-union-statistics-on-income-and-living-conditions-2008, missy-european-union-statistics-on-income-and-living-conditions-2011, missy-european-union-statistics-on-income-and-living-conditions-2014, missy-european-union-statistics-on-income-and-living-conditions-2015, missy-european-union-statistics-on-income-and-living-conditions-2016, missy-european-union-statistics-on-income-and-living-conditions-2017, missy-european-union-statistics-on-income-and-living-conditions-2018
27	53008	health care	variables	exploredata-ZA0989_Varv67, exploredata-ZA2829_Varv73, exploredata-ZA4246_VarQ53_6, exploredata-ZA4246_VarQ54_6, exploredata-ZA4561_Varv102, exploredata-ZA4561_Varv108, exploredata-ZA4561_Varv96, exploredata-ZA4804_VarE069_16, exploredata-ZA5613_Varqb2_2, exploredata-ZA5852_Varqa2_2, exploredata-ZA5852_Varqe4_5, exploredata-ZA5929_Varqa2_2, exploredata-ZA6693_Varqb11_5, exploredata-ZA7484_Varqc12*5, exploredata-ZA7562_Varqc10, exploredata-ZA7562_Varqc9*4, exploredata-ZA7750_Varqb10*13, exploredata-ZA7750_Varqb2a, exploredata-ZA7750_Varqb2b*4, exploredata-ZA7750_Varqb2t*4, exploredata-ZA7750_Varqb8*13, exploredata-ZA7750_Varqb9*13, exploredata-ZA7782_Varqa8b*6, exploredata-ZA7846_Varqb8_5, missy-eu-silc-2007-q16-ad-hoc-uk, missy-eu-silc-2007-q7-ad-hoc-de, missy-eu-silc-2008-q10-ad-hoc-uk, missy-eu-silc-2008-q8-ad-hoc-de, missy-eu-silc-2016-83-de, missy-eu-silc-2016-84-de, missy-eu-silc-2016-hc170, missy-eu-silc-2016-hc180, missy-eu-silc-2016-hc190
27	63863	health care provision	variables	exploredata-ZA4819_Varv114, exploredata-ZA4972_Varv86, exploredata-ZA4973_Varv364, exploredata-ZA4994_Varv362, exploredata-ZA5235_Varv72, exploredata-ZA5237_Varv215, exploredata-ZA5564_VarV188, exploredata-ZA5613_Varqb2_2, exploredata-ZA5852_Varqa2_2, exploredata-ZA5929_Varqa2_2
27	63862	health care quality	publication	gesis-ssoar-34923, gesis-ssoar-53416, gesis-ssoar-53527, gesis-ssoar-53530, gesis-ssoar-53584, gesis-ssoar-53919, gesis-ssoar-53966, gesis-ssoar-54235, gesis-ssoar-54252, gesis-ssoar-ILSHS.70.14.pdf
27	63860	health care services and policies	research_data	ZA5664, ZA5665, ZA6655, ZA6656, ZA7651, ZA7652, ZA7654, ZA7661, ZA7664, ZA7667, ZA7676, ZA7686, ZA7687, ZA7688, ZA7689, ZA7690, ZA7691, ZA7736, ZA7776, datasearch-httpsoai-datacite-orgoai--doi10-5255ukda-sn-8605-1
27	63859	health claims data	variables	exploredata-ZA5235_Varv173, exploredata-ZA5686_Varqb17_1, exploredata-ZA5686_Varqb17_11, exploredata-ZA5686_Varqb17_3, exploredata-ZA5686_Varqb17_8, exploredata-ZA5686_Varqb17_9, exploredata-ZA5686_Varqb19, exploredata-ZA5686_Varqb20, exploredata-ZA5686_Varqb23_6, exploredata-ZA5686_Varqb23_7
27	63839	health crisis	variables	exploredata-ZA4246_VarQ15_7, exploredata-ZA5612_Varqc8_4, exploredata-ZA5613_Varqc10_6, exploredata-ZA5613_Varqc10_8, exploredata-ZA6963_Varqc1, exploredata-ZA6963_Varqc2a_5, exploredata-ZA7489_Varqc1, exploredata-ZA7489_Varqc2_5, exploredata-ZA7576_Varqc1, exploredata-ZA7576_Varqc2a_5
27	63838	health dataset	research_data	SDN-10.7802-1754, ZA4460, ZA4799, ZA4800, ZA4805, ZA4882, ZA5800, ZA5948, ZA7500, ZA7502
27	63836	health eu	publication	gesis-ssoar-19538, gesis-ssoar-21345, gesis-ssoar-26132, gesis-ssoar-29378, gesis-ssoar-35974, gesis-ssoar-37175, gesis-ssoar-45207, gesis-ssoar-47123, gesis-ssoar-53423, gesis-ssoar-6134
27	63840	health in japan	research_data	SDN-10.7802-2313, SDN-10.7802-2447, ZA4747, ZA5294, ZA5352, ZA5632, ZA5871, ZA6427, ZA6941, ZA7600
27	63842	health information	research_data	ZA4805, ZA4881, ZA5567, ZA5687, ZA5800, ZA5948, ZA5964, ZA6611, ZA6620, ZA6900
27	63841	health li	instruments_tools	pretest-15, pretest-17, pretest-22, pretest-24, pretest-27, pretest-29, pretest-33, pretest-50
27	63872	health motivation	variables	exploredata-ZA5224_Varq5, exploredata-ZA5597_Varqe5_8, exploredata-ZA5877_Varqd9_8, exploredata-ZA6285_Varq3a, exploredata-ZA6654_Varq3a, exploredata-ZA6939_Varqb9_8, exploredata-ZA7888_Varqa10a, exploredata-ZA7888_Varqa10b*10, exploredata-ZA7888_Varqa10t*10, exploredata-ZA7888_Varqb14*9
27	63871	health outcomes	research_data	SDN-10.7802-2127, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447717, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447718, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de457640, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de495624, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de702360, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de703948, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de703949, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de734098, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de734099
27	63869	health practices	research_data	ZA1069, ZA1674, ZA3428, ZA4527, ZA5353, ZA5523, ZA5656, ZA5921, ZA6265, ZA6266, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de439283, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de439284, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de440519, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de440520, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de448791, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de448792, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de456332, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de458039, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de645537, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de645538
27	63866	health promotion	publication	gesis-ssoar-20354, gesis-ssoar-24412, gesis-ssoar-26822, gesis-ssoar-47379, gesis-ssoar-48862, gesis-ssoar-50155, gesis-ssoar-53977, gesis-ssoar-55005, gesis-ssoar-55141, gesis-ssoar-74439
27	63868	health promotion	research_data	SDN-10.7802-2406, SDN-10.7802-2503, ZA5917, ZA5970, ZA6247, ZA6759, ZA6865, ZA6955, ZA7563, ZA8602
27	63873	health promotion and prevention sweden	publication	gesis-ssoar-22609, gesis-ssoar-24554, gesis-ssoar-31221, gesis-ssoar-36192, gesis-ssoar-36814, gesis-ssoar-37175, gesis-ssoar-47152, gesis-ssoar-51818, gesis-ssoar-54310, gesis-ssoar-6174
27	63865	health survey	research_data	ZA4805, ZA5148, ZA5272, ZA5273, ZA5800, ZA5948, ZA5959, ZA7604, ZA7736, ZA7737, ZA7738
27	63864	health utilisation	publication	gesis-ssoar-11474, gesis-ssoar-11797, gesis-ssoar-24579, gesis-ssoar-25920, gesis-ssoar-25921, gesis-ssoar-26323, gesis-ssoar-37175, gesis-ssoar-71115, gesis-ssoar-72165, gesis-ssoar-74447
27	63830	healthy	research_data	datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD1284e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD1361e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2233e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de437691, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de437692, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de437863, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de437864, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447347, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de449915, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de449916
27	63829	healthy	variables	exploredata-ZA4153_VarQ23_1, exploredata-ZA4977_Varv114, exploredata-ZA6642_Varqc13_1, exploredata-ZA6695_Varqc8_1, exploredata-ZA6939_Varqc6_4, exploredata-ZA7483_Varqb9*1, exploredata-ZA7739_Varqa21*1, exploredata-ZA7739_Varqb4*10, exploredata-ZA7739_Varqb7*2, exploredata-ZA7739_Varqb7*5
27	63832	healthy lifestyle	variables	exploredata-ZA4153_VarQ23_1
27	64959	important issues cntry health	variables	exploredata-ZA7780_Varqa3a*18, exploredata-ZA7783_Varqa3a*8, exploredata-ZA7848_Varqa3*10, exploredata-ZA7848_Varqa3*3, exploredata-ZA7902_Varqa3*19, exploredata-ZA7902_Varqa3*4, exploredata-ZA7902_Varqa3*9, exploredata-ZA7953_Varqa3*19, exploredata-ZA7953_Varqa3*2, exploredata-ZA7953_Varqa3*8
27	63269	informationsquellen gesundheit	instruments_tools	pretest-66
27	852	institut für therapieforschung ift münchen	research_data	ZA2343, ZA2804, ZA3470, ZA3695, ZA3696, ZA3697, ZA4664, ZA4998, ZA5501, ZA5787, ZA6792, ZA7751
27	16113	jugend und gesundheit	publication	gesis-ssoar-18359, gesis-ssoar-26960, gesis-ssoar-33077, gesis-ssoar-33527, gesis-ssoar-37307, gesis-ssoar-38660, gesis-ssoar-40453, gesis-ssoar-41859, gesis-ssoar-48318, gesis-ssoar-76808
27	15353	jugendgesund	research_data	ZA2973, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de4508, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de8891
27	15352	jugendgesundheit	research_data	ZA2973, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de8891
27	15351	jugendgesundheitss	research_data	ZA2973, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de4508, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de8891
27	15348	jugendgesundheitssurvey	research_data	ZA2973, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de8891
27	15616	kantinenessen gesundheit	publication	gesis-ssoar-20018, gesis-ssoar-33081
27	16977	komplexität gesundheitssystem	research_data	ZA5664, ZA5665
27	14458	kosovo health	publication	cews-2-809534, gesis-ssoar-21869, gesis-ssoar-27087, gesis-ssoar-27126, gesis-ssoar-28338, gesis-ssoar-28456, gesis-ssoar-42571, gesis-ssoar-50173, gesis-ssoar-55282, gesis-ssoar-63185
27	14995	körperpflege gesellschaft	publication	cews-2-807500, gesis-ssoar-11804, gesis-ssoar-12572, gesis-ssoar-17430, gesis-ssoar-17917, gesis-ssoar-18230, gesis-ssoar-18330, gesis-ssoar-22222, gesis-ssoar-30937, gesis-ssoar-42215
27	14581	leiharbeit gesundheitswesen	publication	gesis-ssoar-21909, gesis-ssoar-31745, gesis-ssoar-31898, gesis-ssoar-34284, gesis-ssoar-34379, gesis-ssoar-36015, gesis-ssoar-38197, gesis-ssoar-39577, gesis-ssoar-40239, gesis-ssoar-55399
27	23516	medical research	research_data	ZA0995, ZA3647, ZA4413, ZA4415, ZA4508, ZA4521, ZA4528, ZA4577, ZA4660, ZA4675, ZA4740, ZA4831, ZA5000, ZA5072, ZA5121, ZA5134, ZA5230, ZA5248, ZA5667, ZA5841, ZA5941, ZA5986, ZA6243, ZA6345, ZA6673, ZA6674, ZA6675, ZA6707, ZA6910, ZA7596, ZA7597, ZA7598, ZA7604, ZA7635, ZA7639, ZA7640, ZA7641, ZA7651, ZA7652, ZA7653, ZA7654, ZA7660, ZA7663, ZA7665, ZA7667, ZA7669, ZA7670, ZA7676, ZA7745, ZA7828, ZA7861, ZA7886, ZA8282, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447229, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447230, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447243, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de447244, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de457551, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de459092, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de459093
27	22160	medizinisches wissen soziologie	publication	gesis-ssoar-18196, gesis-ssoar-18347, gesis-ssoar-18355, gesis-ssoar-18619, gesis-ssoar-24471, gesis-ssoar-38570, gesis-ssoar-38764, gesis-ssoar-39704, gesis-ssoar-45328, gesis-ssoar-50769
27	22155	medizinsoziologie	publication	cews-2-671788, cews-2-795756, gesis-bib-104476, gesis-ssoar-17778, gesis-ssoar-18005, gesis-ssoar-21945, gesis-ssoar-3615, gesis-ssoar-3664, gesis-ssoar-36692, gesis-ssoar-3848, gesis-ssoar-42128, gesis-ssoar-47402, gesis-ssoar-4876, gesis-ssoar-4877, gesis-ssoar-49953, gesis-ssoar-50034, gesis-ssoar-52784, gesis-ssoar-64425, gesis-ssoar-67443, gesis-ssoar-68460, gesis-ssoar-72172, gesis-ssoar-84452, gesis-ssoar-87469, gesis-ssoar-9201, gesis-ssoar-9278
27	22159	medizinsoziologie	research_data	SDN-10.7802-1378, SDN-10.7802-1405, SDN-10.7802-71, SDN-10.7802-74, ZA6379, ZA6380, ZA6381, ZA6383, ZA6384, ZA6385
27	22154	medizinstudierende	publication	bibsonomy-Angerer2019, cews-2-496732, cews-2-699863, cews-2-806142, cews-2-806272, gesis-ssoar-21814, gesis-ssoar-35991, gesis-ssoar-3615, gesis-ssoar-39320, gesis-ssoar-42712
27	22165	medizinstudium	publication	bibsonomy-bruhl2022vorkommen, cews-2-388278, cews-2-388279, cews-2-496732, cews-2-515702, cews-2-602443, cews-2-699863, cews-2-801845, gesis-solis-00153807, gesis-ssoar-11388, gesis-ssoar-16658, gesis-ssoar-17825, gesis-ssoar-19908, gesis-ssoar-21821, gesis-ssoar-23651, gesis-ssoar-25920, gesis-ssoar-32730, gesis-ssoar-343, gesis-ssoar-40427, gesis-ssoar-42712, gesis-ssoar-50115, zis-HiemischWestermann2005Die
27	22220	messung gesundheit	research_data	ZA4527, ZA5353, ZA5650, ZA5656, ZA5659, ZA5989, ZA6961, ZA8642, ZA8647, ZA8680
27	20885	modell gesundheitlichen handelns	publication	gesis-ssoar-12265, gesis-ssoar-12517, gesis-ssoar-12868, gesis-ssoar-18290, gesis-ssoar-24917, gesis-ssoar-26609, gesis-ssoar-29434, gesis-ssoar-3848, gesis-ssoar-3867, gesis-ssoar-59540
27	20040	mütter gesundheit	publication	cews-2-657388, cews-2-672299, cews-2-807959, gesis-bib-125582, gesis-bib-90814, gesis-solis-00039756, literaturpool-186bd13f08605d7e84567400838de3de
27	20214	national health interview survey	research_data	ZA5664, ZA5665, ZA6345, ZA7500, ZA7782, ZA7783, ZA7804, ZA7848, ZA7902, ZA7943
27	4267	national health service national staff survey	research_data	ZA4456, ZA5785, ZA5877, ZA6598, ZA6599, ZA6759, ZA7649, ZA7735, ZA7780, ZA7783
27	6824	natur gesundheit	publication	gesis-ssoar-18359, gesis-ssoar-18408, gesis-ssoar-18559, gesis-ssoar-41859, gesis-ssoar-49099, gesis-ssoar-49296, gesis-ssoar-59571, gesis-ssoar-59584, gesis-ssoar-61778, gesis-ssoar-63980
27	6825	natur gesundheit	research_data	ZA5796, ZA5797, ZA5879, ZA5919, ZA6298, ZA6299, ZA6799, ZA6983, ZA6984, ZA6985
27	6797	optimierung gesundheit	publication	gesis-ssoar-18357, gesis-ssoar-71371, gesis-ssoar-72642, gesis-ssoar-74287, gesis-ssoar-74326, gesis-ssoar-75044, gesis-ssoar-77291, gesis-ssoar-83817, gesis-ssoar-88673, gesis-ssoar-89356
27	11313	partnerschaft und gesundheit	research_data	ZA4193, ZA4194, ZA4873, ZA5065, ZA5066, ZA5648, ZA5900, ZA6427, ZA6766, ZA7585
27	11209	patienten gesundheitssystem	research_data	ZA5664, ZA5665, ZA6707, ZA6955
27	7163	primary health care	research_data	ZA5800, ZA6655, ZA6656, ZA8604, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset64860, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2177e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2178e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2180e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD2181e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de579330
27	34485	quality of health care	instruments_tools	pretest-83, zis262, zis324_exz
27	34484	quality of healthcare services	research_data	ZA7604, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3254e, datasearch-httpsoai-datacite-orgoai--doi10-5255ukda-sn-8605-1, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de619028, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de639007, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de639008, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de639025, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de639154, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de639155, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de681771
27	33562	reason j qual health care 1995 4 8089	publication	gesis-ssoar-16435, gesis-ssoar-20298, gesis-ssoar-20375, gesis-ssoar-20409, gesis-ssoar-23186, gesis-ssoar-24002, gesis-ssoar-27361, gesis-ssoar-31676, gesis-ssoar-37175, gesis-ssoar-37314
27	31824	sachsen anhalt gesundheit	research_data	ZA2976, ZA4550, ZA4802, ZA4993, ZA5323, ZA5431, ZA5556, ZA5684, ZA5742, ZA6484
27	32627	sgb ii gesundheit	publication	gesis-ssoar-11884, gesis-ssoar-29438, gesis-ssoar-30730, gesis-ssoar-30772, gesis-ssoar-31586, gesis-ssoar-31726, gesis-ssoar-31963, gesis-ssoar-31993, gesis-ssoar-33201, gesis-ssoar-35740, gesis-ssoar-40865, gesis-ssoar-40884, gesis-ssoar-43768, gesis-ssoar-48202, gesis-ssoar-48743, gesis-ssoar-49777, gesis-ssoar-49826, gesis-ssoar-49827, gesis-ssoar-56831, gesis-ssoar-59574
27	37690	studie gesundheit	publication	gesis-ssoar-18359, gesis-ssoar-19857, gesis-ssoar-21210, gesis-ssoar-33527, gesis-ssoar-37092, gesis-ssoar-40447, gesis-ssoar-42080, gesis-ssoar-47039, gesis-ssoar-74843, gesis-ssoar-79293
27	37637	studienabschluss medizin frauen	research_data	ZA5185
27	36730	studierendengesundheit	publication	gesis-ssoar-75774
27	36938	sweden health	research_data	ZA4761, ZA4805, ZA4882, ZA5222, ZA5800, ZA5931, ZA5948, ZA7649, ZA7780, ZA7783
27	36937	sweden health	variables	exploredata-ZA7649_Varregion_sweden_wt, exploredata-ZA7780_Varq1*14, exploredata-ZA7780_Varregion_sweden, exploredata-ZA7781_Varq1*14, exploredata-ZA7781_Varregion_sweden, exploredata-ZA7782_Varq1*14, exploredata-ZA7782_Varregion_sweden, exploredata-ZA7783_Varq1*14, exploredata-ZA7783_Varregion_sweden, exploredata-ZA7846_Varq1*14
27	26696	systemtheorie und gesundheit	publication	cews-2-730055, gesis-ssoar-19356, gesis-ssoar-20168, gesis-ssoar-32340, gesis-ssoar-33656, gesis-ssoar-3641, gesis-ssoar-36953, gesis-ssoar-38302, gesis-ssoar-40255, gesis-ssoar-44798
27	26698	sächsische gesundheit	research_data	ZA6235, ZA6237, ZA6239, ZA6240, ZA6241, ZA6242, ZA6243, ZA6244, ZA6245, ZA6246
27	26711	teilnehmende beobachtung gesundheit	publication	cews-2-806139, gesis-ssoar-11080, gesis-ssoar-2578, gesis-ssoar-32594, gesis-ssoar-38622, gesis-ssoar-8691, gesis-ssoar-8855, gesis-ssoar-9321, gesis-ssoar-9495, gesis-ssoar-9798
27	23757	universal health care	research_data	ZA7558, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de451129, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de451879, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de451880, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de701174, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de701175, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de714379, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de714380, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de734474, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de734475
27	23807	unternehmen und gesundheit	publication	cews-2-679558, cews-2-806229, gesis-ssoar-21941, gesis-ssoar-23592, gesis-ssoar-32470, gesis-ssoar-34090, gesis-ssoar-34367, gesis-ssoar-3843, gesis-ssoar-41859, gesis-ssoar-51887
27	29964	vitamin b	publication	bibsonomy-jaworeck2021sunny, gesis-ssoar-18421, gesis-ssoar-39242, gesis-ssoar-40930, gesis-ssoar-49408, gesis-ssoar-51005, gesis-ssoar-56506, gesis-ssoar-56530, gesis-ssoar-62420, gesis-ssoar-78548
27	29958	volksgesundheit	publication	gesis-ssoar-16903, gesis-ssoar-17871, gesis-ssoar-36593, gesis-ssoar-38849, gesis-ssoar-41604, gesis-ssoar-47697, gesis-ssoar-48571, gesis-ssoar-51836, gesis-ssoar-56521, gesis-ssoar-6241
