query_id	query	pub_desc	pub_narr
38113	social mobility	The user seeks a concise, research-based overview of social mobility: how it is defined and measured (objective vs. subjective), its intergenerational patterns and determinants (education policy, skills, social capital), and its interaction with spatial/international migration. They also want evidence on consequences for health, life satisfaction, and political attitudes, with comparative cross-national findings.	A document is relevant if it examines social mobility as movement between social strata across generations or over the life course, including its determinants, consequences, or measurement. This includes empirical studies using class mobility models (e.g., diagonal reference models), percentile-based occupational status measures net of upgrading, analyses of subjective versus objective mobility and their links to health, life satisfaction, or political attitudes, and work that connects spatial/international migration to social positions through concepts like transnationalism, social capital, or intersectionality. Policy evaluations that affect status attainment (such as compulsory schooling reforms) and studies of academic or student mobility are relevant when they explicitly assess status gains or losses or inequality of opportunity. Non-relevant are pieces where “mobility” means political mobilization on social media, transport/sustainable mobility, or physical movement, unless they directly measure changes in social class or status. Edge cases include international student/researcher mobility or social capital studies—these are only relevant if they theorize or measure shifts in social position; null results on mobility effects remain relevant, while purely technical discussions without a clear link to social stratification may be marginal.
38133	sozial	The user seeks scholarly resources on the concept of the “social” in sociology and social work, including theory, history, and practice. They want analyses of social inequality, inclusion and health, welfare state policy (notably Austria), social movements (including right-wing activities), social capital, and the professionalization of social work.	A document is relevant if it uses the German term “sozial” or its inflected/derived forms centrally and substantively, for example in titles, headings, or abstracts discussing topics like soziale Ungleichheit, Soziale Arbeit, Sozialstaat, soziale Bewegungen, Sozialpolitik, or Sozialkapital. Compounds and derivatives that contain the root count as matches (e.g., Sozialarbeit, Sozialwissenschaften, sozialpolitisch, Sozialpsychologie, sozialräumlich), including hyphenated forms such as sozial-ökologisch and inflections like soziale/sozialer/sozialen/soziales. Documents are weakly relevant or non-relevant if “sozial” appears only incidentally (e.g., in a single citation, an author’s affiliation like Fakultät für Sozialwissenschaften, or as part of a proper name) while the main topic is unrelated. Edge cases include negated or contrary forms like asozial or antisozial (string match but opposite meaning), and OCR or line-break artifacts (sozi-al) that should still be treated as valid matches if they reconstruct to “sozial.” Content in English using only “social” is generally non-relevant for the exact keyword, unless it explicitly targets German terms or provides bilingual coverage where “sozial” is a focal keyword.
3856	generationen	The query seeks academic literature on the concept of generations, focusing on how generational identities are constructed and contested in media and social science and how they differ from birth cohorts. It looks for empirical studies on intergenerational relations, family lifespans, historical/political generations (e.g., 68ers, Generation Golf/Praktikum), and second-generation migrants in German-speaking contexts.	A document is relevant if it substantively discusses human generations as social or demographic cohorts, the construction of “Generationen” in media and scholarship, or relations between age groups (e.g., labels like Generation Golf or Generation Praktikum, Mannheim’s theory of generations, or studies of 68ers and their children). Analyses of intergenerational dynamics—such as family joint lifetimes in three- and four-generation households, the “Generationenvertrag” in pensions, parliamentary cohort turnover, or inequalities affecting the second generation of migrants—also qualify. Empirical and theoretical treatments that show how generations are constituted (through shared experiences, narratives, or mobilization) are especially pertinent, including DDR-specific cohort studies or narrative differences across generations. Non-relevant are uses of “generation” unrelated to human cohorts, such as power/electricity generation, “next‑generation” products/technologies, or generic mentions without analysis. Edge cases include purely genealogical or cohort-statistical pieces: these are relevant when tied to intergenerational interaction, identity, or inequality, but marginal if they only label birth cohorts without connecting them to generational meaning or structure.
3938	gender	The user seeks a comprehensive understanding of gender—distinguishing it from sex, examining identities, roles, and stereotypes, and how gender structures social life and inequality. They also want evidence and policy approaches (e.g., gender mainstreaming, organizational change, taxation) to explain persistence and promote gender equity across institutions.	A document is relevant to the query “gender” when gender is its central analytic focus—defining gender versus sex, examining gender roles and stereotypes, or addressing identities (e.g., transgender, cisgender, and androgyny) and inequalities such as the wage/work gaps and pay equity. Relevance is strengthened by concrete frameworks, evidence, or contexts, such as gender structure theory, doing/undoing gender, system justification theory, surveys like the European Social Survey, or case studies on gender centers and policies in universities or the EU (e.g., Gender Mainstreaming, institutional resistance). Pieces that only mention “gender” tangentially, treat it solely as biological sex without linking to social dimensions, or shift to broad “diversity” without gender-specific analysis are less relevant; similarly, mere glossary notes or passing historical references are weak matches. Non-English materials can still be highly relevant when they substantively analyze “Geschlecht,” “Gleichstellung,” or policy debates (e.g., German discussions of gender knowledge typologies and equality governance). Edge cases include methodological contributions (e.g., modeling “systemic gender knowledge”) or debates like the Gender Equality Personality Paradox—these remain relevant if they explicitly tie findings to gender processes and structures.
39449	sozialleistungen	The user is seeking an overview of social benefits, especially in Germany and the EU, including how generosity and financing have evolved under austerity, public attitudes toward cuts, and access rules for citizens, EU migrants, and third-country nationals. They want evidence on eligibility, discrimination, and policy impacts drawn from surveys, legal frameworks, and budget data.	A document is relevant if it directly addresses Sozialleistungen (social benefits) by discussing their levels, financing, eligibility rules, reforms, or usage, such as analyses of the Sozialleistungsquote, public support for benefit cuts, or access under EU free movement and laws like the Asylbewerberleistungsgesetz. Also relevant are studies on access for specific groups (EU citizens, third‑country nationals, asylum seekers), evidence of discrimination affecting benefit access, employer-provided “betriebliche Sozialleistungen” when framed as part of the benefits landscape, and legal frameworks like the Dutch Koppelingswet that link entitlements to status. Comparative or longitudinal work measuring redistribution via taxes and benefits across countries or time, as well as case studies from other countries that analyze entitlement to social benefits, should count as relevant. Non‑relevant would be pieces on poverty or workplace equality that never connect to benefit programs, purely ideological discussions (e.g., neoliberalism/Thatcherism) unless they specify concrete impacts on benefits, or mentions of services (health, transport) without tying them to social benefit schemes. Edge cases include company benefits that may be only marginally relevant if the intent is state welfare, and broad social policy overviews that mention Sozialleistungen only in passing without data or policy detail.
39506	sozialisation	The user is looking for a comprehensive overview of socialization as a social-science concept, covering definitions, theories, models, and empirical research across domains such as vocational training, political and international socialization, gender, military service, education, and life-course development. They want to understand key debates, effectiveness, and implications in largely German/European scholarship.	A document is relevant if it primarily defines, theorizes, or empirically examines Sozialisation—such as vocational socialization across training and careers, political socialization, gendered socialization, or international socialization of states—and discusses processes, mechanisms, models, or outcomes. Clear positives include textbooks or reviews linking life-course data (e.g., ALLBUS) to socialization, case studies of Bundeswehr conscripts, analyses of DDR vs. West German value trajectories, workplace/apprenticeship socialization, and edited volumes or TOCs whose chapters explicitly center on Sozialisation (e.g., “berufliche,” “politische,” “internationale,” “Selbstsozialisation”). Variants and compounds like Sozialisationsforschung, Sozialisationsprozess, Sozialisationsmodelle, and inflected forms count, and case does not matter. A document is non-relevant if Sozialisation is only a passing reference, appears solely in metadata or citations, or refers to a different concept (e.g., “Sozialisierung” as economic nationalization) without engaging socialization processes. Edge cases: critical or reframing debates (e.g., questioning “weibliche Sozialisation” in gender studies) remain relevant if they analyze how subjects become gendered, while broad education-system pieces that merely invoke Sozialisation as a background term without substantive treatment are borderline.
40249	soziale herkunft	The user seeks research-based insights on how social origin (class background) influences educational attainment, competence gaps, study choices, social mobility, and academic careers in Germany, and how these patterns have changed over time. They also want evidence on mechanisms, gender differences, and the role of school factors or policies in mitigating disparities, drawing on datasets like ALLBUS, NEPS, and SOEP.	A document is relevant if it explicitly analyzes soziale Herkunft (social/class background) and its effects on outcomes such as educational achievement, school transitions (e.g., Gymnasium attendance, degree attainment), study-field choice, academic careers (e.g., professors’ backgrounds), social mobility, or life satisfaction, ideally defining and measuring origin via parents’ education, occupation, or SES and modeling mechanisms (e.g., Bourdieu’s habitus, reproduction theory). Empirical studies using German datasets like ALLBUS, SOEP, or NEPS, or examining how school factors (teaching quality, full-day programs, class composition) shape competence gaps by social origin, are strongly relevant, as are time-trend or gender/field comparisons. Works that use close synonyms (social background, class origin, SES) or examine nationality/immigration only insofar as these are tied to class background and its effects can be partially relevant. A document is non-relevant if Herkunft refers solely to nationality/ethnicity/region or “migration background” without a class dimension, if it treats origin only in passing without analysis, or if it discusses unrelated meanings (e.g., product or genetic origin). Edge cases include theoretical or methodological pieces on mobility or habitus that lack new data (still relevant if they center the role of social origin), qualitative case studies (e.g., boarding schools’ doing/undoing class) that foreground class mechanisms, and near-duplicate summaries that add little unique evidence.
4027	migrationshintergrund	The user seeks an overview of the German concept of “Migrationshintergrund,” including how it is defined and measured across official statistics and surveys. They want evidence on how migration background relates to outcomes in health, education, labor market and welfare participation, and political engagement, with attention to gender, age, generation, and origin-group differences.	A document is relevant if it explicitly addresses the German concept “Migrationshintergrund” and provides substantive analysis, definitions, or statistics about people with and without migration background, including measurement approaches and domain-specific outcomes (e.g., health, education, labor market, political participation). Examples of highly relevant content include studies comparing ALG II recipients by Migrationshintergrund, KiGGS findings on adolescents’ health behaviors by migration background, analyses of scientists or seniors with Migrationshintergrund, or reports on rehabilitation access and dementia prevalence among these groups. Methodological debates and critiques of the term (e.g., municipal-statistical derivation vs self-identification, subgroup breakdowns by gender, origin, or generation) are also relevant because they clarify how the construct is defined and used. Non-relevant documents discuss migration broadly without using or mapping to the specific German concept, or mention the word only in passing (e.g., in a keyword list or citation) without analysis. Edge cases include English texts using “(im)migrant background” that clearly refer to the German statistical construct (relevant), and topic-adjacent pieces on refugees or international students that are only relevant if explicitly tied to the Migrationshintergrund framework.
4034	soziale ungleichheit	The user is looking for a comprehensive overview of social inequality—its definitions and theories (class, stratification, intersectionality), emerging dimensions and trends, and empirical patterns, particularly in Germany and Austria. They also want to understand consequences for health and aging, education, and the environment, along with public perceptions and policy debates around inequality.	A document is relevant if it primarily analyzes, defines, measures, or debates soziale Ungleichheit (social inequality) in society—such as class and stratification theories, income/wealth disparities, educational and health inequalities, perceptions of fairness, or “new” dimensions like aging, gender, migration, or environmental justice. Empirical studies (e.g., ALLBUS or the Sozialer Survey Österreich), theoretical syntheses in the Marx/Weber tradition or intersectionality, and sectoral reviews in social epidemiology or education are all relevant, even when focused on specific groups (older adults) or domains (health), provided the social-inequality link is explicit and central. Documents are non-relevant if they only mention inequality in passing, treat Ungleichheit purely as an economic indicator without social-structural analysis, or use the term in a mathematical sense. Edge cases include climate-change or environmental pieces: they are relevant when they explicitly connect unequal impacts to social stratification, vulnerability, or justice, but not when they note disparities without social analysis. Language or geography do not disqualify relevance (e.g., German texts on Germany or Austria are fine), whereas uses of “sozial” in unrelated contexts (like social media) or purely moral commentary without analytical content are not.
40380	soziale lage	The user seeks an overview of the concept of soziale Lage (social position) in Germany—how it is defined and measured (e.g., class/occupation, income, wealth), what determines it (family background), and its effects on life chances, health, and participation. They likely want empirical findings on intergenerational mobility and inequalities across regions and groups (East/West, gender, migrants), plus key data sources such as ALLBUS, SOEP, EVS, and the Mikrozensus.	A document is relevant if it treats soziale Lage as a social position or condition in society, defining or operationalizing it via class/strata concepts, household clusters, or multidimensional indicators. Empirical work that measures or compares social positions—e.g., by sex, age, employment status, East/West Germany, intergenerational mobility—using datasets like ALLBUS, SOEP, Mikrozensus, or EVS, and indicators such as income, wealth (including pensions), health, and political participation is squarely relevant. Studies on specific groups (teachers, migrants, single parents, refugees) or locales (e.g., DDR Umsiedler, Hamburg neighborhoods) are relevant when they explicitly analyze their soziale Lage or link it to inequality, mobility, or outcomes; methodological pieces on longitudinal/event-history models also qualify if they model transitions between social positions. Non-relevant are texts where Lage refers to geographic location, or policy commentary that mentions soziale Lage only in passing without defining, measuring, or comparing social positions. Edge cases include theory-driven work (e.g., Bourdieu’s social space), which is relevant if connected to mapping/measuring social positions, and attitude studies, which are relevant only when they model the effect of social position (class, education, income) on attitudes rather than just reporting opinions.
40505	soziale kontakte	The user seeks research-based insights into social contacts—how they are formed, measured, and leveraged—and their effects on integration and outcomes across contexts such as universities, migration/refugee settings, neighborhoods, online dating, and social media. Emphasis includes interethnic contact, language learning, attitudes toward refugees, access to resources and mobility, and methodological differences in measuring contact.	A document is relevant if it examines interpersonal social contacts—who interacts with whom, how frequently, and with what quality or outcomes—such as student–teacher relationships at universities, interethnic friendships between migrants and natives, refugees’ ties in neighborhoods, or contact initiation in online dating. Studies that link neighborhood context, personal networks, or friendship structures to integration, support, mobility, or social isolation (defined as a lack of close or casual contacts) are also relevant, as are methodological pieces on how interethnic contacts are measured with surveys or network generators. By contrast, texts that use “Kontakt” to mean exposure to information rather than people (e.g., incidental contact with campaign messages on social media) or that focus solely on institutional procedures without human-to-human interaction are only weakly relevant. Edge cases include research on social media or language learning: it is relevant when it addresses the formation or effects of interpersonal ties, but not when it discusses platform reach or skills acquisition without a social-contact component.
40541	soziale kompetenzen	The user is seeking information on social competencies: their definition, measurement, and how they can be developed. They want research-based insights on the impact of social competencies across contexts such as education and motivation, employability, intercultural training, reintegration, parenting, and gender dynamics.	A document is relevant if it explicitly examines soziale Kompetenzen (social competence/skills) as a construct, including its measurement, development, training, or effects in contexts like schooling, work, parenting, rehabilitation, or migration. Clear positives include empirical studies where social competence moderates student motivation, interventions such as inmate social-skills programs (e.g., SoKoS), hiring evaluations that rate applicants’ social competence, or research on children’s sozial-emotionale Kompetenzen linked to family factors. Theoretical treatments or frameworks that list “Soziale Kompetenz” (e.g., a chapter in a competencies volume or workforce reports highlighting social-interactive skills) are also relevant, as are studies of interkulturelle Kompetenz when they explicitly measure or discuss social/interactive components. Non-relevant are items where Kompetenz means jurisdiction/authority (state “Kompetenzen”), discussions of soziale Sicherung or welfare without social skills, or texts focused solely on other competencies (e.g., IT, media, or cognitive) with no substantive link to social competence—even if both words appear separately. Edge cases include synonyms like sozial-emotional or communicative skills, peer-relations training, or mixed “soziale und technische Kompetenzen”; these count if they analyze social skills in depth rather than mentioning them in passing.
40674	soziale arbeit	The user seeks an academic overview of social work (Soziale Arbeit), emphasizing its historical development and professionalization in Germany and its status as a scientific discipline. They want key theoretical frameworks and current debates on its political mandate, human-rights basis, gender/class perspectives, and practice domains such as refugee work and network governance.	A document is relevant if it explicitly addresses Soziale Arbeit/social work as a profession, discipline, or practice—e.g., tracing its historical development and professionalization, debating its political mandate, presenting theoretical frameworks (systems theory, human rights, class, gender), or discussing training, governance, and specific fields like refugee support or network management. Works that examine social work in particular contexts (East Germany, Czechoslovakia under socialism, relations to social movements, welfare associations) are also relevant when they link those contexts to social work’s functions, concepts, methods, or curricula. Synonyms and adjacent terms such as Sozialarbeit, Sozialpädagogik, IFSW definitions, DGSA/DBSH standards, or “Arbeit am Sozialen” count if they clearly pertain to the profession’s theory or practice. Non-relevant items are pieces about general “social” issues or labor/Arbeitsmarkt policy that use the words sozial/Arbeit without analyzing social work, or texts that only name Soziale Arbeit in passing (e.g., as a keyword) without substantive treatment. Edge cases include critiques of “social work” by non-professional actors (e.g., far-right “sozialarbeiterische” activities) which are relevant if they analyze implications for the field, and documents in English are acceptable if they are clearly about social work despite the German query.
41495	soziale medien	The user is seeking academic, research-based insights into the roles and impacts of social media—especially in Germany—covering defense communication (Bundeswehr), political campaigns, extremism and “dark” platforms, identity and cultural change, media trust, and health communication. They want overviews, frameworks, and empirical findings that explain how social media shapes discourse, legitimacy, and prevention/education efforts.	A document is relevant if it centrally examines social media platforms, practices, or effects—using terms like soziale Medien/soziale Netzwerke or naming specific platforms (e.g., Facebook, Instagram, TikTok, YouTube, Telegram, VKontakte, Gab)—and provides substantive analysis such as policy, communication, or behavioral impacts. Examples include studies of the Bundeswehr’s social media communication, analyses of “dark social media” and extremist use of Telegram or fringe communities, election campaigning via social networks using GLES data, or experiments about responsibility framing on Instagram. Documents that discuss “media” in general (press, TV, audiovisual media, media privatization) without a clear focus on social networking functions, or that only mention social media in passing, are non-relevant. Edge cases include blogs and forums (often counted as social media if user-generated and networked), messaging apps (Telegram/WhatsApp) which are relevant when treated as social platforms, and broad mediatization or media literacy pieces that are only weakly relevant unless they explicitly analyze social media’s distinct affordances and uses.
41546	soziale netzwerke	The user is looking for sociological research on social networks, including theoretical frameworks, measurement approaches (e.g., egocentric networks), and the distinction from social support. They want empirical findings on how networks influence outcomes across domains like entrepreneurship, health, migration, labor markets, aging, and social work, with emphasis on German studies.	A document is relevant if it centrally examines “soziale Netzwerke” in the sociological or social-media sense—defining networks, analyzing their structure or function, or reporting empirical findings about how ties among individuals or organizations affect outcomes. Examples include studies of entrepreneurs’ networks and gendered differences in self-employment success, qualitative or egocentric network methods (e.g., ALLBUS ego networks, network maps in neighborhoods), or research on network effects in health, employment, aging, or migration (including analyses that use platforms like VKontakte as data sources). Methodological debates distinguishing social networks from social support, or theoretical treatments of network identity, roles, and expectations are also relevant when “soziale Netzwerke” is a core focus. Non-relevant are items where “Netzwerke” refers to non-social systems (computer/electrical networks), where the term appears only tangentially or metaphorically, or content focused solely on individual factors without relational structures. Edge cases include documents about “soziale Medien” (usually relevant), policy or organizational networks between actors (relevant), the film “The Social Network” (relevant only if used to discuss networks), and pieces on social support that do not engage with network structure (often not relevant unless the distinction is the topic).
4160	stress	The user seeks a synthesis of research on stress that compares psychological self-reports with physiological markers (e.g., salivary cortisol), examines effects on memory and health, and explores occupational and family stress across diverse groups. They also want insight into measurement tools and paradigms (e.g., PHQ-9, CES-D, KOSS, ISSL, TSST/VR) and broader sociological or state-level patterns to inform more comprehensive stress assessment and prevention.	A document is relevant if it directly examines stress—psychological or physiological—its measurement, causes, moderators, or consequences. Studies measuring cortisol or using stress inductions (e.g., Trier Social Stress Test/VR variants), occupational stress in teachers, nurses, firefighters, or drivers, sociological stress indices, or family/parenting stress predicting youth outcomes are good examples. Papers assessing closely linked constructs such as perceived stress, workload, coping strategies, psychosomatic complaints, or stress effects on memory and performance also qualify, provided stress is a central variable. Non-relevant items only mention stress tangentially, focus solely on downstream conditions (e.g., depression) without assessing/manipulating stress, or use “stress” in other senses (e.g., mechanical stress). Edge cases like null correlations between self-reported and physiological stress, duplicated abstracts, or VR paradigms that fail to elicit cortisol are still relevant when the study’s aim is to induce or measure stress.
41655	soziale mobilität	The user is seeking research-based information on social mobility—its concepts, measures, and theories—and empirical findings on intergenerational mobility and perceived status change. The focus includes links to spatial/job mobility, migration and precarious digital labor, and impacts on lifestyles and inequalities in Europe, especially Germany.	A document is relevant if it treats soziale Mobilität as changes in social position or stratification—e.g., vertical up- and downward mobility, horizontal moves, inter- or intragenerational mobility—and discusses mechanisms such as education, occupation, class/schicht, or habitus (for instance, ALLBUS-based status-attainment studies or Bourdieu-informed models of lifestyle and origin effects). It also counts as relevant when mobility is linked to biography, migration, or multilocal living and explicitly connects spatial mobility to social outcomes, such as analyses of transnational biographies, refugee trajectories, university access, or the ambiguous status of Instagram influencers where “horizontal mobility” challenges meritocratic narratives. Documents comparing parents’ and children’s positions, examining perceptions of upward/downward movement, or mapping how precarious, feminized, or platform labor reshapes status are squarely on-topic. Non-relevant are pieces where “Mobilität” means only physical/transport or commuting (trip counts, car use, travel behavior) without an explicit tie to social status or stratification, though they become relevant if they analyze how spatial mobility produces or constrains social mobility. Edge cases include academic career mobility or elderly mobility: these are relevant only when framed as status change, inequality, or class reproduction rather than mere movement through space.
4182	stress am arbeitsplatz	The user seeks information on workplace stress—its causes (e.g., digitalization, monitoring, workload, role conflict, mobbing, job insecurity) and effects on health, work ability, and work–life balance. They also want evidence-based assessment tools and effective prevention, intervention, and coping strategies.	A document is relevant if it examines stress specifically in the workplace context—its causes (e.g., surveillance, autonomy loss, role conflict/ambiguity, job insecurity), experiences, consequences (health, performance, turnover), measurement (validated scales for social stressors), or interventions (prevention, mediation, supervision) for employees. Highly relevant examples include studies on digitization leading to technostress and altered work ability, analyses of mobbing am Arbeitsplatz with legal and organizational remedies, reliable instruments to assess social stressors in work groups, and research linking effort–reward imbalance or job insecurity to outcomes like alcohol use. Also relevant are accounts of COVID-era home office stress and work–life balance, clinician communication training that reduces doctors’ workplace stress, and organizational change cases (e.g., flexible manufacturing) that heighten demands and dissatisfaction. Non-relevant items include stress in families or student populations without a workplace link, broad sociological overviews that don’t analyze the work setting, therapeutic methods not tied to job contexts (e.g., horse-assisted coaching), or outplacement discussions centered on business logic with only incidental stress mentions. Edge cases include commuting studies—these are relevant only if they connect commuting to job-related stress or health outcomes—and texts that mention “Arbeitsplatz” but do not analyze workplace stressors, which would be weak matches.
427	migration	Seeks a comprehensive overview of migration, including theories and evidence on forms such as circular, internal, student, and asylum/irregular migration, their drivers (economic, political, environmental), and impacts on development, urban change, and health. Also looks for Europe- and Germany-focused analyses of trends and measurement (stocks vs flows), governance and securitization, and predictive tools for managing migration flows.	A document is relevant if it primarily examines human migration—international or internal—its drivers, patterns, policies, or impacts on societies and individuals. Examples include studies of circular migration as a management tool, analyses of internal migration among young Swedes, work on the migration–city nexus, the securitization of migration, or research linking migration background to healthcare use; comparisons of asylum versus total migration, remittances and migration, or definitions of environmental migration also clearly qualify. Historical and theoretical pieces that interrogate categories (e.g., voluntary vs. forced, migration regimes, autonomy of migration) are relevant when they center on people’s mobility and its governance. Non-relevant items would use “migration” for unrelated domains (data/IT migration, animal migration), mention it only in passing, or invoke it metaphorically without analyzing human movement; by contrast, documents in other languages about Migrantenfamilien or service access remain relevant because their core focus is human migration. Method-heavy evaluations (e.g., predictive tools, flow vs. stock models, move-order metrics) are also relevant if they are applied to understanding or governing human migratory flows.
43444	consumer	The user seeks a research-based overview of consumer behavior and psychology across demographics and contexts, including factors shaping purchases (e.g., gender, ethnocentrism, packaging, organic food) and the influence of early adopters and firm strategies. They also want to understand consumer protection and data privacy—especially in the EU—and how regulations (e.g., UCPD, PDO/PGI) affect trust, satisfaction, and market outcomes such as cross-border buying.	A document is relevant if it substantively discusses consumers, such as their behavior, preferences, trust, protection, purchasing patterns, or the policies and market practices that affect them (for example, studies on EU consumer protection, analyses of “Mrs. Consumer” buying psychology, or research on packaging effects on consumer choice). Works that measure consumer outcomes like satisfaction, willingness to pay, or logo awareness, or that examine how firms’ actions influence consumer decisions, also qualify. Content focused mainly on producers, firms, or regulation without a clear link to consumer impact, or that only mentions “consumer” in passing, would be non-relevant. Edge cases include terms like consumer surplus in economics (usually relevant if tied to consumer welfare), “consumer data” in privacy contexts (relevant if centered on consumer risks/benefits), or uses of “consumer” in unrelated domains such as ecology or computing message-queue “consumers” (non-relevant). Synonyms such as customer, shopper, or buyer, and plural/singular or historical framings like “Mrs. Consumer,” should count when the focus remains on end-user behavior and welfare.
43698	covid19	The user seeks a cross-disciplinary overview of COVID-19, emphasizing data-driven research on how the pandemic and restrictions affected mobility, social values and fear, mental well-being, inequality and trust, and sectoral systems such as marketing, education, transit, trade, and international relations. They want factors influencing infection rates and regional resilience, plus case studies and recovery strategies.	For the query “covid19,” documents are most relevant when COVID-19 or SARS-CoV-2 is the primary focus—such as analyses of mobility during restrictions in Switzerland, studies linking infection rates to social capital or inequality (GINI), operational responses by transit agencies, or sectoral shifts like digital marketing during the pandemic. Work that examines social or cultural dynamics specifically in the context of the COVID-19 emergency (e.g., changes in Gen Z values, fear narratives that center the pandemic, or educational technology adoption explicitly driven by COVID-19) is also relevant, provided the pandemic is central to the analysis rather than a mere backdrop. By contrast, pieces that only mention COVID-19 in passing (e.g., “post-COVID-19” as a time marker) while focusing on unrelated topics like Chinese foreign policy or Eurasian rail geopolitics are non-relevant, unless they present concrete pandemic effects (for instance, data on rail freight growth during the epidemic). Variant terms and spellings (COVID19, COVID 19, SARS CoV-2, coronavirus) should be treated as matches, and methodological or weekly reports tied to COVID-19 outcomes count as relevant, whereas mere citations or tangential references do not. Edge cases include multi-topic documents where only a section provides substantive COVID-19 analysis (partially relevant) and duplicated or boilerplate text invoking the pandemic without new evidence or detail (non-relevant).
43910	covid	The user seeks an overview of COVID-19, emphasizing research on public health measures and vaccination alongside the pandemic’s wider social, economic, and political impacts and policy responses across countries.	A document is relevant to the query “covid” when it substantively discusses COVID-19 (SARS-CoV-2) itself or its consequences, such as spread, behavioral measures, vaccination, health risks, and societal, economic, or political impacts. For example, studies on risk-group adherence to masking and distancing, links between social exclusion during containment and radicalism, determinants of vaccination uptake in Germany, marketplace policies in Ghana, Japan’s “Jishuku” approach, or analyses of FDI, tourism, digital inequality, and regional security under COVID-19 are all clearly relevant. Content focused on adjacent domains remains relevant if it is explicitly anchored to COVID-era measures or outcomes (e.g., work-life balance during lockdowns, survey practices used to track pandemic attitudes, or microsimulation of pandemic income supports). Non-relevant items would only name “COVID” in passing as a timestamp without analysis, use “pandemic” generically with no clear tie to COVID-19, discuss other diseases, or use “COVID” as an unrelated acronym. Edge cases include variant spellings (“COVID 19,” “Covid-19,” “coronavirus”), discussions of “long COVID,” comparative pieces where COVID is one of several crises (relevant if COVID-specific evidence is provided), and methodological papers that are relevant only if their design or findings are explicitly about COVID-related data or outcomes.
44361	culture	The user seeks academic perspectives that define and theorize culture and examine how cultural identity is constructed and negotiated—particularly in Europe—amid diversity, globalization, and social change. They want surveys and case studies spanning cultural areas, policy, and cross-cultural comparisons informed by sociology and cultural studies.	A document is relevant to the query “culture” when it substantively engages with culture as a social or humanistic concept—defining it, theorizing it, or analyzing cultural identities, practices, institutions, and change. Examples include discussions of European cultural identity and border areas, surveys of Simmel’s writings on culture, analyses of globalization’s effects on Taiwanese or Caribbean cultures, or studies of business/organizational culture and cultural trauma. Review essays and methodological pieces in cultural studies, cultural history, or cultural geography also qualify because they synthesize or operationalize “culture” across cases. Non-relevant items include occurrences where “culture” appears only as boilerplate (e.g., a series title) or in non-humanistic senses like cell/microbial culture; edge cases are literary works or policy texts that mention “culture” tangentially (e.g., a Ministry of Culture) without analyzing cultural phenomena, which would be weakly relevant at best. Given the query’s breadth, documents spanning subfields such as popular culture, identity formation, and cultural inequality are relevant, but mere keyword repetition without substantive content should not qualify.
4472	stress work	Find research on occupational stress across occupations and settings—especially nursing—covering comparative stress levels, key stressors (e.g., workload, environment, commuting), and outcomes such as health complaints, burnout, performance, and turnover. Identify evidence-based assessments and interventions or coping strategies to mitigate work stress.	A document is relevant if it addresses stress that arises in an employment or job context—using concepts like occupational stress, job stress, workload, work environment, or work-related strain—and examines its causes, effects, or interventions. Examples that fit include comparisons of stress in inpatient vs. outpatient nurses, studies of bus drivers’ job stress, hospital nursing stress and its health impacts, commuting-to-work unpredictability as a stressor, and postdocs’ work stress linked to turnover intentions. Intervention papers tied to workplace outcomes (e.g., expressive writing reducing exhaustion, stress affecting motivation and performance in hospitals) are also relevant. Non-relevant items include uses of “stressed” meaning “emphasized” or “work” meaning a body of writing/art (e.g., analyses of Gramsci and Bakhtin’s works), or discussions of stress unrelated to employment. Edge cases include commuting stress only if explicitly tied to work, domestic or student “work” that may not qualify as employment, or documents mentioning only one keyword without a clear work-stress linkage.
45770	climate change attitudes	The user seeks comparative evidence on what shapes public attitudes toward climate change, how these attitudes differ across countries, and how they translate into policy support and individual actions. They are interested in factors such as political identity/ideology, education, prosperity, trust, gender, and media influences, with findings from large surveys (e.g., ISSP, Eurobarometer) highlighting contrasts among Anglophone, Western European, and post-Communist contexts.	A document is relevant if it examines people’s beliefs, perceptions, concern, or polarization about climate change and the factors that shape them, or how these attitudes influence behaviors and policy support. Strong fits include survey-based analyses (e.g., ISSP, Eurobarometer) that test predictors such as political identity, free-market ideology, education, trust in government, prosperity, or gender, cross-national comparisons (Anglophone vs Western Europe vs post-Communist states), and studies of the attitude–action gap. Work that links media or education to shifts in climate attitudes (e.g., film effects, classroom interventions) or that shows how climate concern predicts specific actions (energy saving, transport, food choices) is also relevant. By contrast, pieces focused mainly on climate science, technology, emissions, or organizational adaptation without measuring attitudes, or on general environmental or biodiversity attitudes with no explicit climate-change comparison, are non-relevant. Edge cases count as relevant if they connect behaviors or adjacent issues to measured climate attitudes (e.g., food purchasing framed as climate mitigation, country-specific case studies, or dataset introductions that report climate-attitude items and trends).
