query_id	query	instru_desc	instru_narr
52895	inequality	The user seeks scholarly resources on how social inequality is conceptualized and measured, including class stratification (EGP), education coding in surveys, and validated justice-evaluation instruments (JEID, BSJO) with cross-national applications. They also want insights into algorithmic fairness and bias in computational social science and how these affect the assessment of inequality.	A document is relevant if it directly examines social or economic inequality—such as income or earnings distributions, social stratification and mobility, or attitudes toward fairness—using concepts like equity, justice, bias, or established measures (e.g., JEID or BSJO scales) and frameworks like the EGP class scheme. Empirical work that operationalizes, measures, or compares inequality across countries, or that links perceptions of inequality to outcomes, also qualifies (for example, latent profiles of inequality aversion or cross-national validation of justice scales). Content on algorithmic fairness is relevant when it ties bias in socio-technical systems to unequal impacts across groups, even in interview form. By contrast, pieces focused solely on survey methodology, education coding, or occupational taxonomies are only relevant if they explicitly connect those tools to unequal distributions or stratification; purely technical or biographical content is peripheral. Edge cases include education measurement essays that become relevant when framed around educational inequality or returns to education across groups, and class-scheme harmonization papers that matter when used to study comparative inequality rather than just coding conventions.
5335	social media nutzung	The user is seeking research-based information on social media usage, including how it is measured (e.g., in surveys and via data linkage), patterns and trends of use, and its societal or political implications.	A document is relevant if it explicitly discusses the use of social media (Nutzung sozialer Medien), such as access, frequency, user behavior, demographics, or platform impacts. Relevant examples here include the interview on social media and democracy and the guideline on linking surveys with Social Media data; items that measure “internetbasierte Dienste” or “Nutzung von Kommunikationsmitteln” can be relevant if they clearly include social platforms. Documents about other kinds of “Nutzung” (e.g., Solariennutzung), general ICT/IoT at the workplace, survey sampling, or topics like justice ideologies, political conservatism scales, smoking cessation, or immigration are non-relevant. Edge cases include pieces on “Geo Social Media” or “Web-Paradaten,” which are only relevant if they use those data to measure or analyze social media usage rather than just describing data infrastructure. Mentions of “Social” in program names (e.g., International Social Survey Programme) or “social justice” scales do not pertain to social media usage and should be excluded.
5377	social media use	The user is seeking academic guidance and expert insights on how to study and measure social media use and its effects. They want methods and tools (web/mobile tracking, NLP and image analysis, data linking with surveys/sensors) and discussions of issues like misinformation, political communication, vulnerable communities, fairness, and democratic impacts.	A document is relevant if it examines how people use social media—such as for news, political communication, or during crises—or if it presents methods to measure or analyze social media use (e.g., web tracking of platform activity, linking surveys to social media data, smartphone sensing of app behavior). Examples here include the interviews on misinformation detection in social media, analysis of visual content from political online platforms, the guide to web tracking for digital media use, the guideline on linking surveys with social media data, and the review on social media and democracy. Methodological or ethics pieces are relevant when they explicitly involve social media platforms or users’ social-media-based communications (e.g., studying vulnerable communities’ online communications on social networks). Non-relevant content includes general psychological or educational scales (ideology, happiness, justice, teacher self-concept), smoking-cessation questionnaires, or broad “media empathy” measures unless they specifically target or validate against social media use. Edge cases: texts that say “online behavior” or “media use” are only relevant if they clearly include social platforms, and fairness/algorithm discussions count only when tied to user behavior or data from social media.
53827	berufsabschluss	The user wants to understand what “Berufsabschluss” (vocational/professional qualification) means and how it is measured and classified in German Demographic Standards (ADM/ASI/Statistisches Bundesamt), including typical survey question wording and categories.	A document is relevant if it explicitly addresses “Berufsabschluss” (vocational/professional qualification), such as defining the term, listing categories, collecting it in surveys, or presenting data or policies about completed vocational qualifications. The provided paragraph is relevant because it names “Schul- und Berufsabschluss” as a measured demographic attribute in the Demographische Standards and describes pretesting survey questions that capture it across multiple modes. Related variants like “Berufsabschlüsse,” “beruflicher Abschluss,” “Ausbildungsabschluss,” or “Berufsausbildung abgeschlossen,” including hyphenation variants, also count when they clearly refer to completion of a vocational/professional qualification. Non-relevant items would discuss “Abschluss” in other senses (e.g., Vertragsabschluss, Saisonabschluss) or focus solely on academic degrees without linking them to vocational completion. Edge cases include documents that only mention the term in passing or in metadata (weakly relevant) and English texts using “vocational/professional qualification,” which are relevant if they clearly map to the German concept.
5407	medien	The user seeks information on how “media” is measured and examined across the cited projects—survey modules on social media (GLES 2021), items capturing access, usage, and network size for communication media, and the “media” dimension in the ERBSE‑L teacher self-concept instrument. They also want evidence on how media reporting and sampling methodology affect trust in survey results.	A document is relevant to the query “medien” if it substantively addresses media as channels or platforms—e.g., social media, communications media, or media use/access—such as modules on soziale Medien in the GLES 2021 pretest or questions capturing access and usage of Festnetz, Mobiltelefon, and internetbasierte Dienste. It is also relevant when “Medien” is a defined analytical construct (for example, a self-concept dimension within ERBSE L) and the document meaningfully measures or discusses that media-related dimension. By contrast, texts that only mention media in passing (e.g., noting that survey results appear “in den Medien”) or use “Medien” as part of a name or aside without analyzing media behavior, access, or effects are non-relevant. Edge cases include documents centered on politics or education that are still relevant if they analyze media use or social media modules, and communications channels (landline/mobile/internet) counting as Medien; however, unrelated homographs like “Median” or generic “medium/mediocre” usages are not. Pretests or cognitive interview reports remain relevant if their items or stimuli focus on media access, use, or networks, even when detailed item-level results are not documented.
54808	berufsprestige	The user seeks information on occupational prestige in Germany, focusing on Wegener’s Magnitude Prestige Scale (MPS), its dependence on ISCO-68 coding, and the challenges of applying it to official data coded with the German KldB. They also want methods or references for reconstructing or mapping the MPS to KldB (e.g., Frietsch & Wirth 2001).	A document is relevant if it explicitly addresses occupational prestige (Berufsprestige) in Germany, especially by discussing the Magnitude Prestigeskala (MPS) developed by Bernd Wegener, its reliance on ISCO‑68 coding, or efforts to map/reconstruct it for German classifications like the KldB (e.g., for the Mikrozensus). Content that details the methodological challenges of converting KldB to ISCO‑68, reports on reconstruction approaches (such as Frietsch & Wirth 2001), or uses MPS scores as an indicator of social status would also be clearly relevant. By contrast, pieces that only describe job classifications without any prestige measure, discuss “prestige” in a non-occupational or non-German context, or cover other prestige scales without linkage to MPS in Germany are not relevant. Edge cases include papers on international prestige scales (e.g., Treiman/SIOPS) or ISCO crosswalks that could be relevant if they tie back to German occupational prestige or MPS application, and studies on “soziale Lage” that matter only if occupational prestige is operationalized via MPS or a compatible measure.
54995	arbeitgeber	The user seeks details about employer-related questions in the PIAAC Longitudinal 2016 background questionnaire, including how information on employers and employment start was captured. They likely want to know what was asked and how these items were tested (e.g., via cognitive interviews).	A document is relevant to the query “arbeitgeber” (employer) if it explicitly mentions an employer or discusses employer-related details, such as questions about one’s employer, employment start date, employer policies, or employer characteristics (e.g., “Fragen … dem Arbeitgeber und dem Beschäftigungsbeginn” in a survey description). Documents using clear variants and compounds like “Arbeitgeberverband,” “Arbeitgeberanteil,” or regional synonyms such as “Dienstgeber” can also be relevant, as can English equivalents (“employer”) when the context is German employment. Content that focuses on employment or labor markets without referencing an employer (e.g., general skills assessments, methodology, or worker-only issues) is non-relevant. Edge cases include passing mentions where “Arbeitgeber” appears only once in a list (still marginally relevant), ambiguous abbreviations like “AG” (which can mean employer or Aktiengesellschaft), or related terms like “Firma/Betrieb” that imply an employer but don’t state it explicitly; these may be relevant depending on context.
55053	arbeit zufriedenheit	The user seeks information on job satisfaction, specifically German-language survey instruments that measure general work satisfaction and its facets (e.g., self-actualization, resignation, pay satisfaction, company evaluation) and related constructs like workload and organizational climate, including their structure and psychometric properties.	A document is relevant to the query “arbeit zufriedenheit” when it directly addresses job/work satisfaction, for example by presenting a scale or findings about general work satisfaction or dimensions such as self-actualization, resignation, satisfaction with pay, evaluation of the company, workplace climate, or perceived job characteristics like task variety, decision latitude, and psychological job demands. Content that explicitly measures “Zufriedenheit von Arbeit und Beruf” or “Allgemeine Arbeitszufriedenheit,” or links stress models to satisfaction at work, is clearly on-target. It may be only partly relevant if it treats broader satisfaction constructs (e.g., the Satisfaction with Life Scale) or domain satisfaction but explicitly ties them to the work domain; terms like “Zufriedenheit” alone are insufficient without a work context, though synonyms such as Jobzufriedenheit or Berufszufriedenheit count. Documents focused on unrelated satisfaction or traits—residential satisfaction, doctor-visit satisfaction, environmental norms, sensation seeking, health anxiety, or social desirability—are non-relevant unless they are analyzed as predictors or covariates of work satisfaction. Edge cases include measures of “Arbeitsorientierung” or “Betriebsklima,” which can be relevant if connected to or operationalized as components or determinants of work satisfaction.
55130	arbeitsbedingungen	The user seeks research-based information on working conditions, focusing on how they are measured in surveys (e.g., job satisfaction scales, ICT use and digital skills at work, psychosocial safety climate), including contexts involving older workers. They want details on instrument reliability/validity and pretesting methods.	A document is relevant if it directly describes, measures, or evaluates workplace conditions (Arbeitsbedingungen), including physical, organizational, and psychosocial aspects. Examples include survey modules on ICT at the workplace, questions about conditions in one’s last job, instruments like Psychosocial Safety Climate that assess management’s commitment to employees’ mental health, or job satisfaction scales with a specific “Meine Arbeitsbedingungen” subscale. Methodology or pretest reports can still be relevant when they contain items or insights about working conditions, even if framed around validation or focused on specific groups (e.g., ages 55–70). Non-relevant documents focus only on general ICT use in households, retirement and lifestyle without a link to work, or purely report psychometric reliabilities without substantive content about conditions at work. Edge cases include content on Arbeitszufriedenheit or digital skills learning that is relevant only when clearly tied to the work environment, and discussions of colleagues/supervisors or organizational climate that count when they frame the conditions under which work is performed.
55226	arbeitsbelastung	Find information on subjective workload in nursing as measured in the German BIBB/BAuA employee surveys, including the scale’s dimensions (coordination/information problems and psychophysical overload), its theoretical basis, and how it was pretested and validated.	A document is relevant if it directly discusses Arbeitsbelastung as workplace burden/workload, especially in nursing, and describes concrete dimensions such as coordination and information problems or psychophysical overload. Highly relevant examples include German occupational surveys (e.g., BIBB/BAuA Erwerbstätigenbefragung 2016/2018), scales grounded in motivation and stress theories, and instrument development or pretests using cognitive interviews that measure perceived workload and its health impacts. Content that addresses related terms like Arbeitsstress, Belastungen am Arbeitsplatz, task demands, or training/qualification in explicit relation to workload also fits. Non-relevant items are those where “Belastung” refers to unrelated domains (financial, legal, environmental, mechanical/computing load) or nursing texts that do not analyze or measure workload. Edge cases include job ads or policy statements that merely note “hohe Arbeitsbelastung” without definitions, dimensions, or findings (only marginally relevant), while studies in other occupations can still be relevant if they operationalize workload in comparable ways.
55428	arbeit	The user is seeking information on work-related constructs and measures in German surveys, particularly questionnaires assessing work orientation, general job satisfaction, and perceived job characteristics. They likely want details on the instruments used (e.g., in ALLBUS), their subscales, and theoretical foundations.	A document is relevant to the query “arbeit” if it discusses work or employment, such as job satisfaction, work orientation, occupational attitudes, or job characteristics, and it often contains compounds like Arbeitszufriedenheit, Arbeitsleben, or beruflicher Arbeit. The provided paragraph is relevant because it includes work-focused scales and constructs (e.g., Allgemeine Arbeitszufriedenheit, Arbeitsorientierung, Perzipierte Tätigkeitsmerkmale like Aufgabenvielfalt, Entscheidungsspielraum, psychische Jobanforderungen) and an instrument covering attitudes toward work and the workplace. By contrast, mentions of “Arbeiten” meaning “the works/publications of” (e.g., basiert auf den Arbeiten von Schwartz) or unrelated uses like Arbeitsspeicher (computer memory) or physical “work” in physics are non-relevant false positives. Edge cases include generic uses of the verb arbeiten (“to work on something”) without an employment context, domain-specific terms like Sozialarbeit or Hausarbeit, and surnames that look similar but are unrelated; however, phrases like beruflicher Arbeit or synonyms such as Beruf, Job, or Beschäftigung, and morphological variants (arbeiten, Arbeiter, Arbeits-) generally indicate relevance.
56202	arbeitsbelastungen	The user seeks information on occupational workloads (Arbeitsbelastungen), particularly in nursing, and how they are conceptualized and measured in German BIBB/BAuA employee surveys. They likely want the workload dimensions (e.g., coordination/information problems, psychophysical overload) and details of the survey/pretest methodology.	A document is relevant if it discusses work-related burdens (Arbeitsbelastungen) in a German context, especially topics like perceived workload, coordination and information problems, psychophysical overload, or job strain, and may reference surveys or scales (e.g., BIBB/BAuA Erwerbstätigenbefragung), their development from motivation/stress theory, or methods like cognitive interviews. Content focusing on specific sectors such as nursing, workplace demands, health impacts, or training/education related to managing workload also fits. Documents that use “Belastung” in non-work contexts (mechanical load, environmental load), or discuss employment broadly without addressing workload, are not relevant. Edge cases include texts that only mention the term in passing (e.g., in a keyword list) without substantive discussion, or materials about student homework load rather than occupational workload; synonyms like Arbeitsanforderungen, Beanspruchung, gesundheitliche Beeinträchtigungen, job strain, or workload in English can still indicate relevance.
57292	ausländer	The user is looking for German social survey resources on “Ausländer,” including standardized ALLBUS items and scales measuring attitudes toward foreigners (and related topics like antisemitism), plus standard variables for citizenship and work permits. They also seek documentation on instrument development and cognitive pretests, along with best practices for mixed-device and mobile survey implementation.	A document is relevant if it directly addresses Ausländer (foreigners) in Germany—for example, defining the term, describing integration, legal rights and status differences (citizenship, work permits, EU vs third-country nationals), or reporting survey items and results about attitudes toward Ausländer (e.g., ALLBUS scales). Content about standardized questionnaire items for citizenship and work authorization in German studies is relevant, as are discussions that analyze or pretest questions on “Ausländer” attitudes. Methodological texts (like mixed-device or mobile survey guidelines) are only relevant if they explicitly connect methods to measuring opinions or experiences of Ausländer; otherwise they are non-relevant. Mentions of closely related terms (ausländische Bevölkerung, Migranten/Zuwanderer, Unionsbürger, Drittstaatenangehörige) count, while references to other topics (e.g., antisemitism or “Juden”) are non-relevant unless directly linked to foreigners. Edge cases include documents that use “Ausländer” only in passing or outside the German context, which may be marginally relevant or not relevant depending on whether they provide substantive information about foreigners in Germany.
5736	wohlfahrtsstaat	The user seeks information on how public attitudes toward the welfare state are measured and studied, including an eight-item welfare-state scale, a left–right political orientation measure, and views on income inequality and redistribution. They may also want details about the PAWCER project’s cross-national research and its cognitive-interview pretests.	A document is relevant if it substantively addresses the welfare state (Wohlfahrtsstaat/Sozialstaat), its functions or benefits, or public attitudes toward it. Content such as survey instruments (e.g., an eight-item scale of welfare-state attitudes), links to left–right political self-placement, opinions on income inequality and redistribution, cross-national projects like PAWCER, and methodological details (e.g., cognitive interviews) all strengthen relevance. Material about climate change or energy is only relevant if explicitly connected to welfare-state attitudes within the same research context. Non-relevant items include texts that merely name “Wohlfahrtsstaat” without analysis, use “Wohlfahrt” to mean charity or general well-being, or discuss unrelated “welfare” topics (e.g., animal or corporate welfare) or political scales without tying them to the welfare state. Edge cases: documents using the synonym “Sozialstaat,” in other languages but clearly about the welfare state, or comparative studies across countries are relevant, while purely ideological measures without redistribution or welfare-state linkage are borderline.
57703	arbeitsweg	The user is seeking information about “Arbeitsweg” (the commute to work), specifically the duration of the commute as addressed in the PIAAC Round 2 pretest, including how this is asked or measured in the survey.	A document is relevant if it directly addresses the commute to work (Arbeitsweg), such as the duration, distance, travel time, route, transportation mode, or costs—for example, survey content that explicitly includes “Dauer des Arbeitsweges,” as in this PIAAC pretest. Study or methodology descriptions are also relevant when they measure or analyze commuting behaviors or times, even if the primary topic is broader. Synonyms and variants like Pendeln, Weg zur Arbeit, Fahrt-/Wegezeit, Anfahrtsweg, Pendelstrecke, or plural forms (Arbeitswege) also indicate relevance. Non-relevant content would use “Arbeitsweg” metaphorically (e.g., career path), discuss work methods (“Weg der Arbeit”), or focus on unrelated topics (e.g., team work) without a clear link to commuting; legal discussions of accidents on the way to work are borderline and only relevant if they analyze the commute itself. Here, the paragraph is relevant because it specifies survey questions about the duration of the commute.
5830	politisches wissen	The user seeks validated instruments and survey modules for measuring political knowledge and closely related socio-political constructs (e.g., efficacy, cynicism, conservatism) in German/European contexts. They want references and validation/pretest details for short scales and datasets such as PEKS, KPZ, SECS-GER, CSES, and related measures used in major panels.	A document is relevant to the query “politisches Wissen” when it defines, measures, or analyzes citizens’ factual political knowledge—for example, quiz-style items about institutions, parties, policies, or the ability to correctly identify political actors—and when it presents validated instruments or datasets that include explicit political knowledge variables. Instruments that primarily assess attitudes or dispositions (e.g., political cynicism KPZ, conservatism SECS-GER, asylum-policy attitudes), perceived influence or self-efficacy (PEKS), or general/crystallized knowledge unrelated to politics (BEFKI GC-K) are non-relevant. Topic modules like CSES are relevant only if they contain knowledge test items; the described Module 5 pretest focuses on interest and attitudes (elites, immigration, redistribution) and thus is less relevant. Edge cases include studies on panel conditioning if they document effects on political knowledge responses, environmental “knowledge” scales that become relevant only when they test knowledge of political institutions/policies rather than physical ecology, and projects on inflation expectations that are relevant only if they measure understanding of monetary policy. Mentions of “politische Kompetenz” are relevant when operationalized as factual knowledge rather than self-assessed efficacy.
5843	populism	The user is seeking methodological resources and survey measures to study populism and related attitudes (e.g., political cynicism, satisfaction with the political system, nationalism/authoritarianism). They want guidance on sampling (probability vs non-probability), constructing derived variables in German datasets (ALLBUS/Microcensus), and applying Blossfeld’s occupational classification.	A document is relevant to the query “populism” when it explicitly analyzes populist ideology, attitudes, parties, leaders, or outcomes—e.g., discussions of anti-elite rhetoric, people-centrism, Manichean “people vs. corrupt elites” frames, measurement of populist attitudes (such as Akkerman et al.’s scales), or voting for populist parties like AfD, Fidesz, or Podemos. It can also be relevant if constructs like political cynicism, nationalism, or attitudes toward out-groups (e.g., Islam) are directly linked to explaining or measuring populism. By contrast, material focused on general sampling theory, survey-mode guidance, occupational classifications, or generic psychometric scales (optimism, trust, locus of control, political system satisfaction) without tying them to populism is non-relevant. The provided paragraph mainly covers survey methodology and diverse attitude scales (e.g., SPS, KPZ, nationalism, attitudes to Islam) without framing them as measures or determinants of populism, so it is at best tangential. Edge cases include studies that never use the word “populism” but operationalize anti-elite sentiment or people-centrism as outcomes, which would be relevant, and methods papers that are only relevant if they are applied to sampling or measuring populist publics specifically.
58596	gesundheit arbeit	The user is seeking German research instruments and surveys related to work and health, including validated scales for work addiction, psychosocial safety climate, and organizational climate, along with measures of health behaviors. They want resources (e.g., from RKI, FReDA, GIP, STEP) detailing questionnaire items, pretests, and validation for assessing employee mental/physical health, work conditions, and preventive behaviors.	A document is most relevant if it explicitly links health (Gesundheit) with work (Arbeit), especially in occupational or organizational contexts, such as employee mental health, working conditions, or workplace climate. Clear matches include instruments and studies on work addiction, Psychosocial Safety Climate (protecting employees’ psychological health), the BOKX relating workplace meaningfulness/competence to well-being, and STEP items on last-job conditions and health in older workers. It can be partially relevant if it covers health and work adjacent topics without a direct workplace link—for example, a reforms survey that jointly addresses labor market and health policy, or skin cancer screening when tied to occupational exposure. Documents are not relevant if they discuss health without a work nexus (e.g., children’s physical activity, active transport without commuting-to-work framing, satisfaction with a doctor visit, or LoneCovid social networks) or work without health (e.g., job values or procrastination scales unless explicitly occupational-health related). Edge cases include terms where “Gesundheit” appears only as an institution’s name or “Arbeit” is generic (e.g., “Arbeitsorientierung”) without health implications—these should be treated as non-relevant unless the content clearly connects work and health.
59281	geschlechterrolle	The user seeks information on survey research about gender roles, specifically the ISSP “Family and Gender Roles” module and its pretesting. They want details on how neighborhood social openness, control, and discrimination are measured and linked to egalitarian gender role attitudes in German panel studies.	A document is relevant if it substantively discusses gender roles (Geschlechterrollen), gender norms, or gender equality, including research or surveys that measure attitudes toward traditional vs. egalitarian roles in family, work, or society. Examples include ISSP modules on “Family and Gender Roles,” questionnaires about gender justice, division of household labor and caregiving, or studies on how neighborhood openness and social control influence egalitarian gender attitudes. Methodological descriptions (e.g., cognitive interviews, web probing) are relevant when they explicitly test items about gender roles; if they only describe methods without gender-content, relevance is limited. A document is non-relevant if “Rolle” refers to unrelated meanings (theater roles, mechanical rollers) or if it focuses on social openness/control or discrimination without linking these to gender roles. Edge cases include work on pluralism, integration, or attitudes toward outgroups that is relevant only when it connects those themes to gender equality or gender role attitudes; synonyms like Rollenbilder, Gendernormen, or gender roles in English also qualify.
59288	geschlechterrollen	The user is looking for information on ISSP 2022 and the “Leben im Viertel” panel pretests for the Family and Gender Roles module, including newly developed survey items and their cognitive testing (phone/video interviews, web probing). They want to understand how neighborhood social openness, control, and discrimination influence egalitarian attitudes toward gender roles and pluralism in German cities.	A document is relevant to the query “geschlechterrollen” if it directly discusses gender roles, gender equality, or attitudes toward the division of roles in family, work, or society, including survey-based measurements of such views. The provided paragraph is relevant because it explicitly references the ISSP module “Familie und Geschlechterrollen,” tests items on gender equality and egalitarian attitudes, and examines how neighborhood social openness and control shape views on gender roles. Methodological content (cognitive interviews, web probing) remains relevant when it is used to develop or validate questions about gender roles; if it only describes survey logistics without substantive connection to gender-role content, relevance is weak. Documents focused on social openness, control, or discrimination that never tie these to gender roles, or that use “Rollen” in unrelated senses (e.g., theater roles, industrial rollers) or “Geschlecht” as purely biological/grammatical categories, are non-relevant. Edge cases include studies on immigrant integration or neighborhood dynamics that mention gender equality only tangentially (partial relevance) versus research on family policy, household labor division, or stereotypes explicitly framed as gender roles (clearly relevant).
6086	refugee	The user is seeking research on how to measure refugees’ social integration and well-being. They want validated multilingual tools (German, Arabic, Dari) for assessing sense of belonging, everyday discrimination, and health (SF-12), with evidence of reliability and measurement invariance in refugee samples in Germany.	A document is relevant to the query “refugee” when refugees are the focal population or analytical lens—e.g., studies validating a Challenged Sense of Belonging Scale on thousands of adult refugees in Germany or adapting discrimination and health surveys (EDS, SF-12) for Arabic, Farsi/Dari, and German-speaking refugees. Methodological papers are still relevant if the instruments are developed, adapted, or tested specifically in refugee samples, or if they address refugee integration, belonging, discrimination, or health outcomes. By contrast, work on general immigrants or the “German-speaking population” without a clearly identified refugee subsample, or psychometric validations that never engage refugee status, would be non-relevant. Edge cases include studies on people with a “migration background” that mix migrants and refugees (partially relevant), papers focusing on closely related groups like asylum seekers or displaced persons (often relevant), and documents that only mention refugees in passing without empirical or conceptual focus (likely non-relevant).
60915	führungskräfte	The user seeks validated German questionnaires to assess leader–employee communication and leader–member exchange (e.g., LMX-MDM, LMX-7, SymCom Check) and feedback instruments for evaluating firefighter/rescue leadership training (FIRE modules), including their subscales, factor structure, reliability, and validity.	A document is relevant if it explicitly focuses on Führungskräfte (leaders/executives) and their behavior, communication, relationships with employees, or training/evaluation, especially in German contexts. Clear signals include discussion of leadership communication from employees’ perspective, Leader–Member Exchange (e.g., LMX/LMX7 with facets like Affection, Loyalty, Professional Respect, Perceived Contribution), the SymCom Check for symmetric internal communication, or evaluation tools for leadership training in emergency services (FIRE PL/E/G/DO/EV/ST/CU) with psychometric evidence. It is also relevant if it reports validation details (factor structure, internal consistency, construct/criterion validity) of scales used to assess leadership or leader training outcomes. Non-relevant items include uses of “Führung” or “Kräfte” in unrelated meanings (e.g., steering, physical forces), generic firefighter training without a leadership focus, or workplace communication content that omits leaders. Edge cases: singular Führungskraft, synonyms like Vorgesetzte/r, Leitung, or Management count; English-only leadership constructs can be relevant if they pertain to leader–employee dynamics, whereas purely peer-to-peer communication or rescue exercises without leader evaluation would not.
6092	refugees	The user is seeking research on measuring refugees’ social integration and wellbeing, focusing on validated multilingual (German/Arabic/Dari) instruments—such as a Challenged Sense of Belonging Scale, the Everyday Discrimination Scale, and the SF-12—with evidence of reliability, validity, and measurement invariance in refugee samples in Germany.	A document is relevant to the query “refugees” when it centers on refugee populations, their experiences, measurement tools validated in refugee samples, or policies/services affecting them. This paragraph is clearly relevant: it describes scales for sense of belonging, discrimination, and health (SF-12) that were adapted, pretested, and validated specifically with large multilingual samples of adult refugees in Germany (e.g., English, Arabic, Farsi/Dari speakers), and reports psychometric results like CFA and measurement invariance for those groups. Content that only discusses social integration or health in the general population without explicitly including refugees, or that mentions “refugees” only in passing or as a metaphor, would be non-relevant. Edge cases include studies on “individuals with a migration background” or Arabic/Dari speakers where refugees are part of a mixed sample; these can still be relevant if refugees are a defined subgroup or the tools are intended for refugee assessment, but less so if refugees cannot be distinguished from other migrants.
61220	führungskraft	The user seeks German-language, validated tools to assess leadership and leader–member communication (e.g., LMX7, LMX-MDM, SymCom) and to evaluate training for rescue-service leaders (FIRE modules), including their subscales, factor structures, and psychometric validity.	A document is relevant if it focuses on the role or behavior of a Führungskraft (manager/leader) in organizations, such as measuring leader–employee communication or relationships (e.g., LMX7/LMX-MDM, communication quality scales, SymCom for symmetric internal communication). Content evaluating or developing training for Führungskräfte, especially in the rescue services context (e.g., FIRE instruments for plan/einsatz exercises, group work, instructors, self-directed tasks, seminars, or the Führungsstab), is also clearly relevant. It can still be relevant even if “Führungskraft” appears in plural or via close synonyms (e.g., Vorgesetzte, Führungsperson) or if the leader–member concept is referenced using English terms (Leader–Member Exchange). Non-relevant documents would discuss “Führung” in unrelated senses (guided tours, criminal records/Führungszeugnis) or general communication/training not tied to leaders or leadership roles; borderline cases include purely psychometric discussions with no explicit link to leadership contexts.
61312	führung	The user is looking for information on leadership assessment, specifically the German Multifactor Leadership Questionnaire (MLQ) that measures transformational leadership, its origins in Bass & Avolio (1995), and its withdrawn status.	A document is relevant if it uses “Führung” in the leadership/management sense, especially in organizational psychology contexts (e.g., transformational leadership) and may reference tools like the German Multifactor Leadership Questionnaire (MLQ) or scholars such as Bass and Avolio; for example, a German description of the MLQ’s development based on Bass & Avolio (1995), even noting that version as withdrawn, is highly relevant. It is non-relevant if “Führung” refers to unrelated meanings such as a guided tour (“Museumsführung”), mechanical guides/rails (“Führungsschiene”), or administrative terms like “Führungszeugnis.” Edge cases include compound forms and orthographic variants such as “Führungskraft,” “Führungsverhalten,” or “Fuehrung,” which should still count as relevant, whereas a page that only lists the term in a bibliography or navigation menu without substantive discussion is weakly relevant. Documents in English that discuss “leadership” without the German keyword may be conceptually relevant but may not match a strict keyword query, while retraction notices that analyze why an MLQ version was withdrawn can still be relevant due to their focus on leadership measurement.
61531	geschlecht und geschlechterrollen	The user seeks studies and survey instruments on how gender and gender roles are conceptualized and measured—especially in German social research (e.g., ISSP modules, demographic standards, cognitive pretests). They also want findings on egalitarian gender-role attitudes and the validity or invariance of related scales across groups.	A document is relevant to “geschlecht und geschlechterrollen” if it directly discusses the concept and measurement of Geschlecht (e.g., male/female/diverse, biological vs legal vs identity) and examines attitudes, norms, or egalitarianism regarding Geschlechterrollen, such as the ISSP “Family and Gender Roles” module or studies linking neighborhood openness/control to gender‑role attitudes. Material that debates how to capture gender identity in surveys or presents the status quo of recording sex is relevant for the “Geschlecht” part, and becomes fully relevant when connected to role expectations or policy implications. By contrast, studies that merely use Geschlecht as a control variable or report measurement invariance across gender for unrelated constructs (gratitude scales, curiosity inventories, attractiveness ratings) are non‑relevant or only tangential. Methodological notes on survey modes or panel design without substantive analysis of gender or roles are non‑relevant. Edge cases include analyses of nonmarital unions or same‑ vs different‑sex pair classification, which are only relevant if they address role distributions, division of labor, or role norms within partnerships.
61686	gender role attitudes	The user wants information on how gender role attitudes are defined, measured, and tracked in surveys, including key dimensions (ideology, consequences, economic), related constructs (work–family conflict, ambivalent sexism), and commonly used instruments (e.g., ISSP). They may also seek evidence of changes over time and guidance on operationalizing sex/gender in survey research.	A document is relevant if it directly examines gender role attitudes—normative beliefs about appropriate behavior for women and men—and describes how these attitudes are conceptualized or measured. Clear signals include discussions of established scales or dimensions (e.g., gender role ideology, consequence and economic consequence dimensions, ISSP Family and Changing Gender Roles items), work–family conflict framed by gender, or ambivalent sexism toward men (hostility/benevolence with components like paternalism, maternalism, gender differentiation, and heterosexuality). Methodological pieces can also be relevant when they address how sex/gender is recorded, distinguish sex from gender identity, or test measurement invariance that affects interpreting gender role attitudes. By contrast, content on unrelated constructs (need for cognition, patriotism/authority, welfare state attitudes, workplace mobbing, interviewer training, or general epistemology) is non-relevant unless it explicitly links those constructs to gender role attitudes. Edge cases include studies that merely control for gender or discuss “roles” (e.g., workplace role conflicts) without a gendered attitudinal focus—these are typically non-relevant—whereas cohort/age analyses are relevant only when they explain variation in gender role attitudes.
