query_id	query	item_type	result_set
50270	digital skills	publication	gesis-ssoar-58368, gesis-ssoar-62600, gesis-ssoar-62640, gesis-ssoar-63003, gesis-ssoar-63010, gesis-ssoar-7098, gris-publication-4dtrnr09abe0, gris-publication-5pf33hm1ses0, literaturpool-70c6254115a81d09afb9c4ed5599ca9a, literaturpool-e857f8dd0af12a33bbda5809ed2e808f
50270	digital skills	research_data	SDN-10.7802-2298, ZA3762, ZA4528, ZA5240, ZA5250, ZA5547, ZA5548, ZA5665, ZA5867, ZA6265, ZA6266, ZA6284, ZA6442, ZA6616, ZA6638, ZA6643, ZA6781, ZA6861, ZA6895, ZA6896, ZA6897, ZA6902, ZA6906, ZA6922, ZA7573, ZA7591, ZA7602, ZA7637, ZA7750, ZA7846, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset32373, datasearch-httpseasy-dans-knaw-nloai--oaieasy-dans-knaw-nleasy-dataset54793, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3199e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3200e, datasearch-httpservices-fsd-uta-fioai--oaifsd-uta-fiFSD3201e, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de450999, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de451000, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de684373, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de688052
50270	digital skills	instruments_tools	pretest-47, pretest-71
50270	digital skills	variables	exploredata-ZA6861_Varqd4_1, exploredata-ZA6861_Varqd4_2, exploredata-ZA6861_Varqd4_3, exploredata-ZA6861_Varqd4_4, exploredata-ZA6861_Varqd4_5
50581	digitalisierung	publication	cews-2-665200, cews-2-674756, cews-2-703989, cews-2-729043, cews-2-734008, cews-2-736645, cews-2-806393, cews-2-806519, cews-2-806912, cews-2-807012, cews-2-808135, cews-2-808457, cews-2-808695, cews-2-808928, cews-2-809404, cews-2-809730, cews-2-809747, cews-2-810659, cews-2-810927, cews-2-811028, cews-2-811075, cews-2-811082, cews-2-811237, cews-2-811291, cews-2-811322, gesis-solis-00623212, gesis-ssoar-21201, gesis-ssoar-21218, gesis-ssoar-25580, gesis-ssoar-25585, gesis-ssoar-26112, gesis-ssoar-28011, gesis-ssoar-300936w110, gesis-ssoar-30893, gesis-ssoar-32490, gesis-ssoar-36345, gesis-ssoar-37329, gesis-ssoar-37844, gesis-ssoar-37847, gesis-ssoar-38382, gesis-ssoar-38915, gesis-ssoar-42001, gesis-ssoar-42032, gesis-ssoar-43981, gesis-ssoar-44046, gesis-ssoar-44047, gesis-ssoar-44257, gesis-ssoar-44809, gesis-ssoar-44859, gesis-ssoar-45137, gesis-ssoar-45165, gesis-ssoar-45236, gesis-ssoar-45932, gesis-ssoar-46344, gesis-ssoar-47039, gesis-ssoar-47065, gesis-ssoar-47083, gesis-ssoar-47129, gesis-ssoar-47371, gesis-ssoar-47372, gesis-ssoar-47385, gesis-ssoar-47436, gesis-ssoar-47712, gesis-ssoar-4794, gesis-ssoar-48442, gesis-ssoar-48960, gesis-ssoar-49136, gesis-ssoar-49495, gesis-ssoar-50444, gesis-ssoar-50453, gesis-ssoar-50506, gesis-ssoar-50509, gesis-ssoar-50602, gesis-ssoar-5071, gesis-ssoar-51153, gesis-ssoar-51174, gesis-ssoar-51188, gesis-ssoar-51867, gesis-ssoar-52099, gesis-ssoar-52235, gesis-ssoar-52765, gesis-ssoar-52828, gesis-ssoar-52985, gesis-ssoar-53104, gesis-ssoar-53314, gesis-ssoar-53323, gesis-ssoar-53820, gesis-ssoar-54080, gesis-ssoar-54104, gesis-ssoar-54790, gesis-ssoar-55107, gesis-ssoar-55462, gesis-ssoar-55486, gesis-ssoar-55502, gesis-ssoar-55527, gesis-ssoar-55685, gesis-ssoar-55765, gesis-ssoar-55975, gesis-ssoar-56159, gesis-ssoar-56409, gesis-ssoar-56502, gesis-ssoar-56570, gesis-ssoar-56710, gesis-ssoar-57025, gesis-ssoar-57137, gesis-ssoar-57138, gesis-ssoar-57139, gesis-ssoar-57143, gesis-ssoar-57144, gesis-ssoar-57154, gesis-ssoar-57464, gesis-ssoar-57539, gesis-ssoar-57541, gesis-ssoar-57563, gesis-ssoar-57568, gesis-ssoar-57571, gesis-ssoar-57599, gesis-ssoar-57601, gesis-ssoar-57616, gesis-ssoar-57621, gesis-ssoar-57742, gesis-ssoar-57745, gesis-ssoar-57801, gesis-ssoar-57803, gesis-ssoar-57811, gesis-ssoar-57812, gesis-ssoar-57814, gesis-ssoar-57815, gesis-ssoar-57817, gesis-ssoar-57818, gesis-ssoar-57866, gesis-ssoar-57964, gesis-ssoar-58010, gesis-ssoar-58308, gesis-ssoar-58553, gesis-ssoar-59121, gesis-ssoar-59198, gesis-ssoar-59316, gesis-ssoar-59653, gesis-ssoar-60008, gesis-ssoar-6004559w, gesis-ssoar-60201, gesis-ssoar-60526, gesis-ssoar-60842, gesis-ssoar-61212, gesis-ssoar-61247, gesis-ssoar-61284, gesis-ssoar-61296, gesis-ssoar-61304, gesis-ssoar-61552, gesis-ssoar-61839, gesis-ssoar-61973, gesis-ssoar-62582, gesis-ssoar-62600, gesis-ssoar-62640, gesis-ssoar-62697, gesis-ssoar-62709, gesis-ssoar-62713, gesis-ssoar-62734, gesis-ssoar-62759, gesis-ssoar-62823, gesis-ssoar-62827, gesis-ssoar-62829, gesis-ssoar-62987, gesis-ssoar-62994, gesis-ssoar-63001, gesis-ssoar-63010, gesis-ssoar-63013, gesis-ssoar-63014, gesis-ssoar-63058, gesis-ssoar-63180, gesis-ssoar-63465, gesis-ssoar-64085, gesis-ssoar-64387, gesis-ssoar-64427, gesis-ssoar-64443, gesis-ssoar-64824, gesis-ssoar-64860, gesis-ssoar-64861, gesis-ssoar-64863, gesis-ssoar-64866, gesis-ssoar-64868, gesis-ssoar-64871, gesis-ssoar-64875, gesis-ssoar-64879, gesis-ssoar-64882, gesis-ssoar-64946, gesis-ssoar-65011, gesis-ssoar-65026, gesis-ssoar-65030, gesis-ssoar-65168, gesis-ssoar-65188, gesis-ssoar-65286, gesis-ssoar-65621, gesis-ssoar-66002, gesis-ssoar-66006, gesis-ssoar-66133, gesis-ssoar-66138, gesis-ssoar-66184, gesis-ssoar-66243, gesis-ssoar-66246, gesis-ssoar-66308, gesis-ssoar-66338, gesis-ssoar-66339, gesis-ssoar-66418, gesis-ssoar-66439, gesis-ssoar-66542, gesis-ssoar-66559, gesis-ssoar-66560, gesis-ssoar-66614, gesis-ssoar-66739, gesis-ssoar-66823, gesis-ssoar-66880, gesis-ssoar-66923, gesis-ssoar-66926, gesis-ssoar-66941, gesis-ssoar-6712, gesis-ssoar-67217, gesis-ssoar-67279, gesis-ssoar-67308, gesis-ssoar-67309, gesis-ssoar-67341, gesis-ssoar-67350, gesis-ssoar-67391, gesis-ssoar-67590, gesis-ssoar-67651, gesis-ssoar-67655, gesis-ssoar-67683, gesis-ssoar-67687, gesis-ssoar-67688, gesis-ssoar-67896, gesis-ssoar-67927, gesis-ssoar-67927.2, gesis-ssoar-67975, gesis-ssoar-67983, gesis-ssoar-68006, gesis-ssoar-68007, gesis-ssoar-68016, gesis-ssoar-68017, gesis-ssoar-68020, gesis-ssoar-68021, gesis-ssoar-68361, gesis-ssoar-68518, gesis-ssoar-68652, gesis-ssoar-68756, gesis-ssoar-68782, gesis-ssoar-68817, gesis-ssoar-68820, gesis-ssoar-68923, gesis-ssoar-68991, gesis-ssoar-69056, gesis-ssoar-69259, gesis-ssoar-69332, gesis-ssoar-69429, gesis-ssoar-69614, gesis-ssoar-69763, gesis-ssoar-69841, gesis-ssoar-69892, gesis-ssoar-70138, gesis-ssoar-70167, gesis-ssoar-70168, gesis-ssoar-70213, gesis-ssoar-70292, gesis-ssoar-70659, gesis-ssoar-70811, gesis-ssoar-70813, gesis-ssoar-71029, gesis-ssoar-71146, gesis-ssoar-72136, gesis-ssoar-72170, gesis-ssoar-72633, gesis-ssoar-72642, gesis-ssoar-72644, gesis-ssoar-72841, gesis-ssoar-73013, gesis-ssoar-73296, gesis-ssoar-73301, gesis-ssoar-73349, gesis-ssoar-73497, gesis-ssoar-73625, gesis-ssoar-73642, gesis-ssoar-74051, gesis-ssoar-74369, gesis-ssoar-74422, gesis-ssoar-74423, gesis-ssoar-74425, gesis-ssoar-74426, gesis-ssoar-74427, gesis-ssoar-74429, gesis-ssoar-74430, gesis-ssoar-74528, gesis-ssoar-74530, gesis-ssoar-74531, gesis-ssoar-74532, gesis-ssoar-74533, gesis-ssoar-74856, gesis-ssoar-74894, gesis-ssoar-74931, gesis-ssoar-75018, gesis-ssoar-75143, gesis-ssoar-75180, gesis-ssoar-75182, gesis-ssoar-75278, gesis-ssoar-75425, gesis-ssoar-75957, gesis-ssoar-75960, gesis-ssoar-75973, gesis-ssoar-75987, gesis-ssoar-76052, gesis-ssoar-76062, gesis-ssoar-76171, gesis-ssoar-76171.2, gesis-ssoar-76235, gesis-ssoar-76237, gesis-ssoar-76512, gesis-ssoar-76902, gesis-ssoar-76997, gesis-ssoar-77001, gesis-ssoar-77145, gesis-ssoar-77186, gesis-ssoar-77228, gesis-ssoar-77331, gesis-ssoar-77396, gesis-ssoar-77493, gesis-ssoar-77728, gesis-ssoar-77779, gesis-ssoar-77828, gesis-ssoar-77880, gesis-ssoar-77883, gesis-ssoar-77892, gesis-ssoar-78008, gesis-ssoar-78174, gesis-ssoar-78255, gesis-ssoar-78257, gesis-ssoar-78272, gesis-ssoar-78313, gesis-ssoar-78429, gesis-ssoar-78531, gesis-ssoar-78540, gesis-ssoar-78602, gesis-ssoar-78676, gesis-ssoar-79571, gesis-ssoar-79882, gesis-ssoar-80109, gesis-ssoar-81040, gesis-ssoar-81350, gesis-ssoar-81530, gesis-ssoar-81531, gesis-ssoar-81570, gesis-ssoar-81670, gesis-ssoar-82741, gesis-ssoar-83407, gesis-ssoar-83565, gesis-ssoar-84476, gesis-ssoar-84636, gesis-ssoar-85953, gesis-ssoar-86154, gesis-ssoar-87424, gesis-ssoar-978-3-8376-3800-4, gesis-ssoar-DIE0903W041, gesis-ssoar-DIE1003W039, gesis-ssoar-DIE1703W042, gesis-ssoar-FEB1202W025, gris-publication-1953, gris-publication-5e5r651ru0k0, gris-publication-7q6enjgiruk0, literaturpool-162fc21d627a516b40ae7e17cd280e4c, literaturpool-f42295246617b4391f00997408505368
50581	digitalisierung	research_data	10.7802-74, 10.7802/74, SDN-10.7802-2287, SDN-10.7802-2293, SDN-10.7802-2298, SDN-10.7802-2303, SDN-10.7802-2305, SDN-10.7802-2312, SDN-10.7802-2343, SDN-10.7802-2359, SDN-10.7802-2362, SDN-10.7802-2390, SDN-10.7802-2459, SDN-10.7802-2534, SDN-10.7802-2553, SDN-10.7802-2565, SDN-10.7802-2567, SDN-10.7802-2577, SDN-10.7802-2584, SDN-10.7802-2587, SDN-10.7802-74, ZA5547, ZA6261, ZA6265, ZA6266, ZA6274, ZA6277, ZA6368, ZA6611, ZA6612, ZA6616, ZA6619, ZA6620, ZA6623, ZA6638, ZA6714, ZA6723, ZA6732, ZA6745, ZA6749, ZA6750, ZA6751, ZA6752, ZA6782, ZA6861, ZA6896, ZA6897, ZA6921, ZA6922, ZA6923, ZA7553, ZA7564, ZA7573, ZA7602, ZA7634, ZA7637, ZA7641, ZA7648, ZA7660, ZA7664, ZA7668, ZA7671, ZA7673, ZA7682, ZA7740, ZA7755, ZA7778, ZA7792, ZA7795, ZA7857, ZA7858, ZA7863, ZA7886, ZA7900, ZA7907, ZA7937, ZA7945, ZA7947, ZA8410, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de428057, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de429620, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de462141, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de462146, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de464587, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de466306, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de503271, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de503272, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de503279, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de505149, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de520803, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de572730, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de573545, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de647963, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de659053, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de659055, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de659056, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de683536, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de686358, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de686614, datorium-10.7802-74, sowidatanet|datorium-SDN10.7802-74
50581	digitalisierung	instruments_tools	pretest-125, pretest-47, pretest-71, pretest-92, pretest-96, zis244, zis308_exz, zis327, zis62
50581	digitalisierung	variables	exploredata-ZA2391_Varv33, exploredata-ZA6611_VarS5, exploredata-ZA6611_Varf1, exploredata-ZA6611_Varf13, exploredata-ZA6611_Varf14_1, exploredata-ZA6611_Varf18, exploredata-ZA6611_Varf19, exploredata-ZA6611_Varf2, exploredata-ZA6611_Varf21, exploredata-ZA6611_Varf4, exploredata-ZA6611_Varf5, exploredata-ZA6611_Varf7, exploredata-ZA6612_VarQ37_7_slice, exploredata-ZA6612_VarQ37_9_slice, exploredata-ZA6612_VarQ4_1_slice, exploredata-ZA6616_Vargewicht, exploredata-ZA6616_Vargkbik, exploredata-ZA6616_Varlfd, exploredata-ZA6616_Varq1, exploredata-ZA6616_Varq15f, exploredata-ZA6616_Varq15l, exploredata-ZA6616_Varq16a, exploredata-ZA6616_Varq16e, exploredata-ZA6616_Varq16m, exploredata-ZA6616_Varq18, exploredata-ZA6616_Varq2, exploredata-ZA6616_Varq20e, exploredata-ZA6616_Varq20i, exploredata-ZA6616_Varq22, exploredata-ZA6616_Varq23, exploredata-ZA6616_Varq24, exploredata-ZA6616_Varq25, exploredata-ZA6616_Varq26, exploredata-ZA6616_Varq30, exploredata-ZA6616_Varq30_01, exploredata-ZA6616_Varq30_04, exploredata-ZA6616_Varq31, exploredata-ZA6616_Varq33, exploredata-ZA6616_Varq34, exploredata-ZA6616_Varq37, exploredata-ZA6616_Varq5, exploredata-ZA6616_Varza_nr, exploredata-ZA6620_VarS2, exploredata-ZA6620_VarS5, exploredata-ZA6620_Varf10_1, exploredata-ZA6620_Varf10_2, exploredata-ZA6620_Varf10_3, exploredata-ZA6620_Varf10_5, exploredata-ZA6620_Varf10_6, exploredata-ZA6620_Varf10_7, exploredata-ZA6620_Varf10_8, exploredata-ZA6620_Varf14_2, exploredata-ZA6620_Varf5_4, exploredata-ZA6620_Varf7, exploredata-ZA6620_Varf9, exploredata-ZA6623_Varq15a, exploredata-ZA6623_Varq15b, exploredata-ZA6623_Varq15d, exploredata-ZA6623_Varq15e, exploredata-ZA6623_Varq15f, exploredata-ZA6623_Varq15g, exploredata-ZA6638_VarF21_3, exploredata-ZA6638_VarF21_4, exploredata-ZA6638_VarF39_2, exploredata-ZA6714_VarV7, exploredata-ZA6714_VarV8, exploredata-ZA6723_VarV10, exploredata-ZA6723_VarV11, exploredata-ZA6732_VarV28, exploredata-ZA6732_VarV29, exploredata-ZA6734_VarQ27_10, exploredata-ZA6734_VarQ28_10, exploredata-ZA6743_VarV26_21, exploredata-ZA6745_VarF14_9, exploredata-ZA7492_VarV10, exploredata-ZA7492_VarV185, exploredata-ZA7492_VarV9, exploredata-ZA7599_VarV10, exploredata-ZA7599_VarV175, exploredata-ZA7599_VarV176, exploredata-ZA7599_VarV9, exploredata-ZA7660_Varbcor1b_3, exploredata-ZA7664_Varbcor1b_3, exploredata-ZA7668_Varbcor1b_3, exploredata-ZA7671_VarC01_2, exploredata-ZA7671_VarC05, exploredata-ZA7671_VarC05a, exploredata-ZA7671_VarF03_7, exploredata-ZA7673_VarQ12_7, exploredata-ZA7682_VarF2a1_c2, exploredata-ZA7682_VarF2a1_c5, exploredata-ZA7682_VarF2a2_c1, exploredata-ZA7682_VarF2a2_c4, exploredata-ZA7682_VarF2a2_c5, exploredata-ZA7682_VarF9A7_1, exploredata-ZA7682_Varf28_c1, exploredata-ZA7682_Varf28_c5, exploredata-ZA7682_Varf28_c7, exploredata-ZA7682_Varf38_c2, exploredata-ZA7683_Varf7_c_c10, exploredata-ZA7683_Varf7_c_c11, exploredata-ZA7683_Varf7_c_c2, exploredata-ZA7683_Varf7_c_c3, exploredata-ZA7683_Varf9_c_c2, exploredata-ZA7684_VarV26_21, exploredata-ZA7697_VarF18_7, exploredata-ZA7699_Varf7_c_c1, exploredata-ZA7699_Varf7_c_c10, exploredata-ZA7699_Varf7_c_c4, exploredata-ZA7699_Varf7_c_c5, exploredata-ZA7699_Varf7_c_c6, exploredata-ZA7699_Varf7_c_c7, exploredata-ZA7699_Varf7_c_c8, exploredata-ZA7699_Varf7_c_c9, exploredata-ZA7699_Varf8_c_c1, exploredata-ZA7699_Varf8_c_c2, exploredata-ZA7699_Varf8_c_c3, exploredata-ZA7699_Varf8_c_c4, exploredata-ZA7699_Varf8_c_c5, exploredata-ZA7699_Varf8_c_c6, exploredata-ZA7740_Varq7_b, exploredata-ZA7740_Varq7_e, exploredata-ZA7753_VarV10, exploredata-ZA7753_VarV9, exploredata-ZA7792_VarV1_4, exploredata-ZA7796_VarF22_10, exploredata-ZA7796_VarF37_8, exploredata-ZA7816_VarF25, exploredata-ZA7816_VarF26, exploredata-ZA7816_VarF32_1, exploredata-ZA7816_VarF32_2, exploredata-ZA7816_VarF32_3, exploredata-ZA7816_VarF32_5
50992	digitalisierung arbeit	publication	cews-2-806393, cews-2-806519, cews-2-806527, gesis-ssoar-23824, gesis-ssoar-25585, gesis-ssoar-300936w110, gesis-ssoar-30991, gesis-ssoar-37847, gesis-ssoar-42881, gesis-ssoar-47039, gesis-ssoar-47065, gesis-ssoar-47092, gesis-ssoar-47712, gesis-ssoar-49525, gesis-ssoar-51125, gesis-ssoar-51823, gesis-ssoar-51824, gesis-ssoar-55107, gesis-ssoar-55685, gesis-ssoar-57539, gesis-ssoar-57814, gesis-ssoar-60008, gesis-ssoar-6004559w, gesis-ssoar-60537, gesis-ssoar-60842, gesis-ssoar-60846, gesis-ssoar-61464, gesis-ssoar-61973, gesis-ssoar-62590, gesis-ssoar-62641, gesis-ssoar-62738, gesis-ssoar-62827, gesis-ssoar-62865, gesis-ssoar-62870, gesis-ssoar-63465, gesis-ssoar-63581, gesis-ssoar-64427, gesis-ssoar-64474, gesis-ssoar-64824, gesis-ssoar-64827, gesis-ssoar-64840, gesis-ssoar-64850, gesis-ssoar-64859, gesis-ssoar-64860, gesis-ssoar-64861, gesis-ssoar-64863, gesis-ssoar-64866, gesis-ssoar-64867, gesis-ssoar-64868, gesis-ssoar-64874, gesis-ssoar-64875, gesis-ssoar-64877, gesis-ssoar-64879, gesis-ssoar-64882, gesis-ssoar-64885, gesis-ssoar-64946, gesis-ssoar-65011, gesis-ssoar-65025, gesis-ssoar-65026, gesis-ssoar-65028, gesis-ssoar-65443, gesis-ssoar-65444, gesis-ssoar-65607, gesis-ssoar-65896, gesis-ssoar-65897, gesis-ssoar-66308, gesis-ssoar-66368, gesis-ssoar-66369, gesis-ssoar-66439, gesis-ssoar-66614, gesis-ssoar-66940, gesis-ssoar-66941, gesis-ssoar-67297, gesis-ssoar-67309, gesis-ssoar-67350, gesis-ssoar-67655, gesis-ssoar-67656, gesis-ssoar-67682, gesis-ssoar-67767, gesis-ssoar-67975, gesis-ssoar-67983, gesis-ssoar-68012, gesis-ssoar-68013, gesis-ssoar-68016, gesis-ssoar-68756, gesis-ssoar-69159, gesis-ssoar-70167, gesis-ssoar-70659, gesis-ssoar-70988, gesis-ssoar-71231, gesis-ssoar-72633, gesis-ssoar-72852, gesis-ssoar-74259, gesis-ssoar-74422, gesis-ssoar-74423, gesis-ssoar-74426, gesis-ssoar-74430, gesis-ssoar-74530, gesis-ssoar-74931, gesis-ssoar-75018, gesis-ssoar-76065, gesis-ssoar-76070, gesis-ssoar-77728, gesis-ssoar-77779, gesis-ssoar-77880, gesis-ssoar-78936, gesis-ssoar-78985, gesis-ssoar-79573, gesis-ssoar-80024, gesis-ssoar-81011, gesis-ssoar-81040, gesis-ssoar-81538, gesis-ssoar-81822, gesis-ssoar-81830, gesis-ssoar-82768, gesis-ssoar-83024, gesis-ssoar-83405, gesis-ssoar-DIE1703W042, literaturpool-f42295246617b4391f00997408505368
50992	digitalisierung arbeit	research_data	SDN-10.7802-2293, SDN-10.7802-2303, SDN-10.7802-2305, SDN-10.7802-2312, SDN-10.7802-74, ZA6611, ZA6612, ZA6616, ZA6619, ZA6620, ZA6623, ZA6638, ZA6714, ZA6723, ZA6750, ZA6751, ZA6752, ZA6782, ZA6861, ZA6897, ZA6921, ZA6923, ZA7573, ZA7648, ZA7660, ZA7664, ZA7668, ZA7671, ZA7682, ZA7740, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de429620, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de466306, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de503180, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de505149, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de686358, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de686614
50992	digitalisierung arbeit	instruments_tools	pretest-96
50992	digitalisierung arbeit	variables	exploredata-ZA2391_Varv33, exploredata-ZA2391_Varv34
49615	digitalization	publication	cews-2-808695, cews-2-809404, cews-2-809618, cews-2-809747, gesis-ssoar-21574, gesis-ssoar-29451, gesis-ssoar-37376, gesis-ssoar-38379, gesis-ssoar-38381, gesis-ssoar-40771, gesis-ssoar-55089, gesis-ssoar-55501, gesis-ssoar-56221, gesis-ssoar-61233, gesis-ssoar-61584, gesis-ssoar-61758, gesis-ssoar-62575, gesis-ssoar-62622, gesis-ssoar-62734, gesis-ssoar-62989, gesis-ssoar-63001, gesis-ssoar-68819, gesis-ssoar-68885, gesis-ssoar-68913, gesis-ssoar-68935, gesis-ssoar-69795, gesis-ssoar-70807, gesis-ssoar-73876, gesis-ssoar-74560, gesis-ssoar-75141, gesis-ssoar-75334, gesis-ssoar-78333, gesis-ssoar-78373, gesis-ssoar-78820, gesis-ssoar-79073
49615	digitalization	research_data	SDN-10.7802-2293, SDN-10.7802-2298, SDN-10.7802-2303, SDN-10.7802-2305, SDN-10.7802-2312, SDN-10.7802-2343, SDN-10.7802-2359, SDN-10.7802-2362, SDN-10.7802-2390, SDN-10.7802-2459, SDN-10.7802-2532, SDN-10.7802-2534, SDN-10.7802-2565, SDN-10.7802-2567, SDN-10.7802-2584, ZA6616, ZA6782, ZA7553, ZA7641, ZA7947, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de623887, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de684375, datasearch-httpwww-da-ra-deoaip--oaioai-da-ra-de693136
49615	digitalization	instruments_tools	pretest-47, pretest-71, pretest-92, pretest-96, zis244, zis308_exz, zis62
49615	digitalization	variables	exploredata-ZA6616_Varq13b, exploredata-ZA6616_Varq13c, exploredata-ZA6616_Varq13d, exploredata-ZA6616_Varq13g, exploredata-ZA6616_Varq13h, exploredata-ZA6616_Varq13k, exploredata-ZA6616_Varq20c, exploredata-ZA6616_Varq20d, exploredata-ZA6616_Varq20j, exploredata-ZA6616_Varq20l
