query_id	query	research_desc	research_narr
50581	digitalisierung	The user seeks empirical studies and monitoring data on digitalization in Germany, covering the status quo, trends, and impacts across sectors (e.g., higher education, work, public administration, culture), along with public attitudes, opportunities/risks, and policy priorities.	A document is relevant if it treats Digitalisierung (digitalization) as a central theme—describing status, trends, policies, or impacts in Germany—such as in higher education, public administration, labor markets, or cultural institutions, ideally with empirical surveys, monitoring, or project results. Examples include reports like the Monitor Digitalisierung 360 on universities, studies on e-government services and citizen use, workplace surveys about Arbeiten 4.0, or research on libraries’ role in the digital shift. Materials remain relevant even when Digitalisierung is one module within broader surveys (e.g., Eurobarometer waves, mixed-topic polls on EU and digitalization, or projects that also cover AI/Big Data) if they contain dedicated items, findings, or datasets on digitalization. Non-relevant items only mention the term in passing (e.g., in a funding title or reference list), are duplicates without added substance, or focus on unrelated issues (such as resistant germs) unless they include a substantive digitalization section. Edge cases include metadata-only entries with no content, synonyms like digitaler Wandel or Arbeiten 4.0 that should still count as relevant, and narrowly technical “digitization” (e.g., document scanning) without societal transformation, which may be out of scope.
5065	sicherheitsempfinden	The query seeks survey datasets and findings on perceived safety (Sicherheitsempfinden), fear of crime, and victimization, including how media consumption relates to crime perceptions, the perceived severity ranking of offenses, and trust in institutions. It also covers attitudes toward security measures versus civil liberties, policy preferences, and detailed demographics and methodologies from German (and some EU/UK comparative) populations.	A document is relevant if it measures or analyzes subjective Sicherheitsempfinden (perceived safety), for example feelings of safety in one’s neighborhood after dark, on public transport, or online, and includes related constructs like crime fear, victimization experiences, media use with crime content, or the trade-off between security and freedom. Surveys or datasets that explicitly include items such as “Sicherheitsgefühl nachts in der Wohngegend,” rankings of offences by perceived severity, or CATI/CAWI studies on “innere Sicherheit” with demographic controls are strong matches. Documents are not relevant if they discuss security policy, defense, or institutional arrangements without capturing respondents’ personal feelings of safety, or if “Sicherheitsempfinden” appears only tangentially (e.g., as a buzzword without measurement). Partial or edge cases include studies that focus solely on internet security feelings (relevant if they measure perceived online safety) or broad projects where Sicherheitsempfinden is a small module embedded among many topics—these are relevant but narrower in scope. Pure crime statistics, economic “security” without subjective perception, or evaluations of CCTV/airport measures that omit any reported safety feelings would be non-relevant.
50992	digitalisierung arbeit	The user seeks data-driven insights on how digitalization is transforming work in Germany, including employee attitudes, workplace practices (e.g., home office), required skills, and impacts on employment. They want empirical studies and surveys across sectors (business, public administration, education, and civil society) to understand opportunities, risks, and policy needs in the Work 4.0 context.	A document is relevant if it links digitalization to work, employment, or workplace dynamics—e.g., studies on Homeoffice effects, workers’ skills for “Arbeiten 4.0,” impacts on labor demand (job losses/gains), changes in personnel policy and labor relations, or how specific digital tools (PCs, laptops, smartphones) shape workload, time pressure, or work-life balance. Empirical surveys of employees, firms, or sectors about digital transformation at work (such as SOEP LEE2, DiWaBe, or Kantar’s “Zukunft der Arbeit”) are strong matches, as are analyses of atypical employment where digitalization is a driver, or assessments of employers’ digital readiness. Documents mainly about digitalization in education, libraries, higher education teaching, or public e-services are not relevant unless they explicitly connect to working conditions, employment outcomes, or workplace practices (for example, how university digitization affects staff work or how e-government changes public servants’ work). Edge cases include volunteer work (Ehrenamt)—potentially relevant if treated as “work” practices in rural settings—and broad attitude surveys on “digitalization” that count only when they report labor-market or workplace-specific effects; general privacy, EU policy, or open science topics without a work nexus would be non-relevant.
51730	alkohol	The user is seeking research-based information on alcohol, especially German survey and epidemiological data about prevalence, consumption patterns, misuse, related behaviors (e.g., driving, drug use), health effects, and attitudes among adolescents and adults. This includes insights from national studies like the Epidemiologischer Suchtsurvey (ESA) and related modules on risk factors, prevention, and demographics.	A document is relevant to the query “alkohol” if it substantively covers beverage alcohol use, misuse, dependence, measurement, behaviors, contexts, or consequences (for example, prevalence rates, binge drinking, DUI, therapy, or health effects). The provided paragraph is highly relevant: it details the ESA 2018 survey and related studies, reports 30-day/12-month/lifetime alcohol prevalence, applies diagnostic criteria via the M-CIDI, and enumerates rich alcohol-specific modules (drink types, first intoxication, hospitalizations, self-help, parental drinking, driving under the influence, attitudes, risk perception, and prevention knowledge). Documents remain relevant even when alcohol appears alongside other substances, as long as alcohol receives dedicated measures, analyses, or outcomes. Non-relevant cases include texts that mention “Alkohol” only in passing, use it strictly in chemical/industrial senses (e.g., polyalcohols, solvents, disinfectants), or list it without substantive content. Edge cases include TV program references or broad health surveys where alcohol is only a token item; these are weakly relevant unless they provide concrete alcohol behaviors, harms, or attitudes.
5274	familie	The query seeks datasets and studies on families—covering household composition, marriage and fertility, parenting and childrearing, gender roles, work–family balance, caregiving, and attitudes—spanning historical records and contemporary surveys (from postwar Germany to the COVID-19 era and some international comparisons). The goal is to analyze family structures, living conditions, and their social and demographic determinants and outcomes across time and regions.	A document is relevant to the query “familie” when family is a central analytic focus—e.g., studies of family living conditions, structure and decision-making, parenting and childcare, marriage and divorce, work–family balance, kinship networks, or demographic measures like household size, family type, and Familienstand. Examples from the paragraph that are clearly relevant include surveys on Lebensverhältnisse von Familien, Vereinbarkeit von Beruf und Familie (including COVID-era changes), attitudes to Ehe und Familie, genealogical family reconstruction (Familien- und Kindertabellen), and ego-centered kin networks (KINMATRIX). Documents are less relevant if “Familie” appears only incidentally, such as TV viewing studies that merely note “watching with the family,” or if “Familie/Familienstand” appears only as a routine demographic control in research about unrelated topics. Edge cases: household-focused statistics without the word “Familie” can still be relevant if they analyze family composition or parent–child relations, while terms like “Familienname” (surname) or passing mentions in policy names don’t qualify unless the content examines family roles or outcomes. Strong signals of relevance include “Familie/Familien-” in titles, headings, or keywords and detailed variables on parenting, childcare, marriage, intergenerational support, or family finances; language, period, or country are secondary to topical focus.
5275	democracy	The user is looking for surveys and datasets on democracy in Germany that measure citizens’ attitudes toward democratic institutions, political participation, media and populism, and changes around reunification, alongside rich demographic variables. They also seek references to specific studies (e.g., Democracy Audit Mannheim, CSES) enabling national and cross-national comparisons of democratic attitudes and electoral behavior.	For the query “democracy,” documents are relevant when their primary focus is on democratic governance, institutions, rights, or citizens’ attitudes and behaviors within democracies. Examples include surveys or studies that measure satisfaction with democracy, the functioning of political systems, core freedoms (press, speech, elections), party competition and opposition, populist attitudes and their electoral implications, or initiatives like the Democracy Audit Mannheim and CSES modules. Highly relevant content also covers Germany’s democratic development and reunification-era views (e.g., democracy vs. socialism), assessments of constitutional performance, and the media’s role in sustaining or undermining democracy, as well as cross-national elite and citizen surveys on democratic norms. Documents are non-relevant if they only name “democracy” in passing, focus solely on unrelated topics (e.g., personal demography or general market-economy issues) without connecting them to democratic principles, or use “Democratic” merely as a party label. Edge cases include mixed-topic questionnaires where democracy is one of many themes (relevant if they contain substantive democracy measures), historical comparisons with dictatorship or authoritarianism (still relevant), and items where “demography” might be mistaken for “democracy” (not relevant unless linked to democratic processes).
52781	alkoholkonsum	The user seeks survey-based information on alcohol consumption, including prevalence, frequency, contexts and motives for drinking, preferred beverages, binge episodes, and comparisons to others, as well as how price or policy changes might affect use. They also want attitudes and risk perceptions (especially for youth), knowledge of alcoholism, co-use with tobacco/other drugs, health and social consequences, and demographic patterns in Germany/EU.	A document is relevant to the query “alkoholkonsum” if it discusses alcohol use patterns, attitudes, risks, measurements, or behaviors, especially when it uses the German term “Alkoholkonsum” or close synonyms. Clear signals include surveys or reports detailing drinking frequency, binge/rauschtrinken episodes, preferred beverages (beer, wine, spirits), contexts and occasions for drinking, self-assessment versus peers, youth drinking and legal age, price elasticity, DUI limits/promille, and health or social consequences, as seen throughout the paragraph. Content primarily about tobacco, illegal drugs, medication use, or gambling is only relevant if it contains substantive sections quantifying or evaluating alcohol consumption (e.g., days with 5+ drinks, motives, treatment/therapy), rather than a brief name-drop. Edge cases: materials centered on alcoholism (Alkoholiker) or therapy that reconstruct drinking histories and impacts are typically relevant; mentions of “Alkohol” in unrelated contexts (chemical solvents, mouthwash, or pure advertising policy without consumption metrics) are not. Also treat variants like Trinkverhalten, Alkoholgebrauch, Rauschtrinken, beverage-specific counts, or “last 4 weeks” drinking measures as relevant, while documents offering only interviewer ratings or standalone demographics with no linkage to alcohol use should be considered non-relevant.
52895	inequality	The user seeks survey-based evidence on inequality—particularly social and gender inequality, fairness, and intergenerational mobility—in Germany and the EU. They want to identify relevant datasets (e.g., ALLBUS, ISSP, Eurobarometer) to analyze public perceptions, attitudes, and trends over time.	A document is relevant to the query “inequality” when it substantively discusses social or economic disparities—such as definitions, measurements, attitudes, causes, or consequences—or provides datasets and survey modules focused on topics like material inequality, relative deprivation, intergenerational mobility, or gender pay gaps. For example, descriptions of ALLBUS modules on Social Inequality, ISSP “Social Inequality” waves, or Eurobarometer modules on “Fairness, inequality and intergenerational mobility,” as well as surveys covering perceptions of conflict and attitudes toward material inequality, are clearly relevant. Content is partially relevant if inequality is one of several modules in a broader instrument but includes dedicated questions, indicators, or downloadable data on inequality; it is non-relevant if “inequality” appears only in passing or as a tag with no substantive treatment. Documents centered on other themes (e.g., nuclear energy, corruption, or health) are non-relevant unless they explicitly analyze unequal outcomes within those domains (such as gender inequalities in the EU or disparities in healthcare safety). Edge cases include boilerplate repeated mentions without added substance, mathematical uses of “inequality” unrelated to social issues, or country-specific studies (Germany, EU) that remain relevant only if they engage inequality as a core analytic topic.
5335	social media nutzung	The user is seeking studies and datasets on social media usage in Germany—who uses which platforms, how often, and for what purposes—across contexts such as academia, politics/elections, digital learning, and the general public. They also want related attitudes and outcomes (privacy concerns, trust, misinformation, scholarly impact) with demographic breakdowns.	A document is relevant if it describes or measures how people use social media (Nutzung), such as frequency (e.g., daily use), platforms involved (Facebook, Twitter/X, Instagram, YouTube, WhatsApp, Xing, Academia.edu), purposes and contexts (research, teaching, administration, political campaigning, learning), or types of engagement (active vs. passive). Examples include surveys of German researchers’ platform use and work-related practices, social media monitoring of election candidates’ posts and user interactions, or panel studies that report account ownership, device preferences, and usage intensity before/after GDPR. Content focused on attitudes tightly tied to usage—privacy concerns, trust in platforms, reasons for or against using online tools—is also relevant when it includes concrete measures of social media use. Non-relevant are documents about general media consumption without social networks (e.g., TV/radio only), datasets that list accounts or IDs without behavior or engagement metrics, or broad digitalization/democracy studies that lack actual social media usage data. Edge cases like digital learning studies, smartphone activity surveys, or analyses of blogs/podcasts are relevant only if they report social-media-specific behaviors or frequencies (e.g., using WhatsApp/Facebook for learning or documented follower/interaction metrics).
5377	social media use	The user seeks empirical studies and survey data on how people use social media—frequency, platforms/devices, motivations, and attitudes. They want evidence on its impacts on political information behavior, credibility/trust and disinformation, and its use in education and research, including demographic breakdowns.	A document is relevant if it describes how people or organizations use social networks, such as reporting frequency or intensity of use (e.g., daily use), platforms used (Facebook/Instagram/Twitter/YouTube/WhatsApp), purposes and contexts (news, politics, learning, research, communication), and concrete behaviors like posting, sharing, commenting, following accounts, or device preferences. Studies that measure attitudes tied to usage (credibility, trust, hate speech exposure), political information behavior on social media (e.g., encountering or seeking political content, following politicians), or institutional/producer-side practices (social media strategy, follower interactions) are also relevant. Documents are non-relevant if they discuss general media or digital tools without isolating social networks, mention social media only in passing without usage metrics or behaviors, or cover historical media use unrelated to social platforms. Edge cases include messaging apps (WhatsApp) and video platforms (YouTube) that function as social networks—these count if the document treats them as social channels with usage data; likewise, broad “Web 2.0” or “online tools” surveys are relevant only when they report specific social media use rather than just listing platforms.
53774	berufsausbildung	The user is seeking comprehensive information on vocational education and training (Berufsausbildung) in Germany—particularly the dual system—covering goals, coordination, school–industry roles, and stakeholder perspectives (teachers, trainees). They also want data and longitudinal evidence on training outcomes and transitions into work, plus historical context and statistics from the GDR education system.	A document is relevant if it substantively describes, evaluates, or measures vocational education and training, such as analyses of the dual system, deficits in company-based training and coordination, or longitudinal tracking of trainees’ transitions from apprenticeship to employment (e.g., the 1989 cohort study with waves on completion, employment status, and contract type). Also relevant are contextual overviews of the DDR system that explain Berufsausbildung mit Abitur, and administrative or survey data that report the share of employees with/without vocational training or capture detailed training trajectories (including in settings like children’s homes with “Berufsausbildung und Arbeitserziehung”). By contrast, items focused on radio listening, political attitudes, or other topics that only list “Berufsausbildung” as a demographic field are non-relevant, as are uses of “Ausbildung” referring to non-vocational contexts (e.g., premilitary training). Edge cases include datasets where vocational training is one of many variables: they are relevant if training pathways or outcomes are analyzed, but only marginally relevant if merely coded as background. Synonyms and variants such as Lehre, duale Ausbildung, apprenticeship with Abitur, or Fort-/Weiterbildung are relevant when explicitly tied to vocational training pathways and outcomes.
53827	berufsabschluss	The user seeks information on vocational/professional qualifications (Berufsabschluss) in Germany—what they are, how they are obtained and recognized, and how they are measured in educational and labor-market data. They also want to understand how such qualifications influence school-to-work transitions, career progression, and employment outcomes.	Documents are relevant if they discuss a vocational qualification (Berufsabschluss) as an outcome, requirement, or variable—e.g., highest vocational degree, completion of an apprenticeship (betriebliche oder schulische Ausbildung mit Berufsabschluss), passing an Abschlussprüfung or Facharbeiterprüfung, timing of obtaining a Berufsabschluss, or recognition of foreign vocational credentials. Highly relevant examples include survey modules asking for “höchster Berufsabschluss,” “angestrebter Berufsabschluss,” notes or results of vocational final exams, pathways like Berufsvorbereitung leading with or without Berufsabschluss, and policy pieces on recognizing foreign Berufsabschlüsse or regulated professions that require a formal vocational credential. Partially relevant are texts that mention Berufsabschluss only as metadata (e.g., parents’ Berufsabschluss) or focus mainly on school or university degrees unless they explicitly connect to Berufsausbildung; discussions of licensing/closure (Lizenzierung) are relevant if linked to the necessity or equivalence of a Berufsabschluss. Non-relevant are documents centered on political polling, values, or general schooling experiences that lack substantive treatment of vocational credentials, or those using “Abschluss” solely for general school or academic degrees without a vocational context. Edge cases: research on upskilling of unskilled workers to Fachkraft roles is relevant when it references the role of a formal Berufsabschluss (or lack thereof) in advancement, whereas mentions of “Studienabschluss” or generic “Abschluss” are not unless tied to vocational training.
5407	medien	The query seeks studies and datasets about media usage and influence, including how people use and trust different media for product decisions and political information, and the media’s role in democracy and election coverage. It also looks for evidence on the adoption of digital media and learning technologies across schools, universities, vocational training, and adult education, along with device access, usage patterns, and demographic profiles.	A document is relevant if it centers on mass media in the German sense of “Medien,” such as media use and reach, device ownership, consumption habits, credibility and trust, the role of media in politics and democracy, social media, or digital learning with media. Examples include surveys listing TV/radio/newspaper usage, SmartTV/smartphone availability, assessments of media objectivity, media–politics interactions (journalists vs. politicians), analyses of election coverage, and studies of Medienkompetenz or Soziale Medien. Materials on education that focus on digital media, learning platforms (e.g., Moodle), E-Assessment, or media literacy also qualify, especially when using German compound terms like Mediennutzung, Medienvertrauen, or Medienpädagogik. Non-relevant items include “Medien” used in other senses (biological culture media, artistic mediums, storage media, CSS media queries), the historical region “Media,” or documents where the word appears only incidentally without substantive discussion. Edge cases: organization or project names containing “Medien” are relevant only if the content substantively addresses media topics; broad political or lifestyle surveys count only when media coverage, influence, or consumption is a primary focus rather than background detail.
54621	beschäftigungsverhältnis	The user is seeking German datasets and statistics on employment relationships—employment status/type, contract terms, duration, wages, and employer characteristics. They are interested in sources like social insurance–based employment records and higher-education personnel data (HISTAT/DFG), including analyses of atypical and recall employment.	A document is relevant to “beschäftigungsverhältnis” if it defines, measures, or analyzes an employment relationship, such as contract type (temporary/permanent), employment type (full-/part-time), start/end and duration of a job, or employer characteristics. Clear examples include social-insurance employment statistics listing variables like employment type, reason for insurance change, gross daily wage, begin/end of employment, as well as higher-education staff series that tabulate academic personnel by employment relationship and funding, and studies of “recalls” or atypical work. Also relevant are datasets on social-security-exempt jobs and side jobs, or panels that explicitly ask about contract status (befristet/unbefristet), public service, Stellung im Beruf, or Beschäftigungsumfang; synonyms such as Beschäftigungsstatus or Vertragsart count. Non-relevant are materials where employment relationship is absent or merely incidental (e.g., an addiction study that only notes a respondent’s job as demographics, or education statistics focused solely on students). Edge cases include documents that mention the term only as a column label in long variable lists, or policy databases where Beschäftigungsverhältnis appears for a narrow subgroup (e.g., childcare staff), which are only marginally relevant depending on the search intent.
54808	berufsprestige	Find datasets and coding resources for occupational prestige (Berufsprestige), especially ISCO-based mapping files to prestige/status scales such as Treiman SIOPS, Wegener MPS, ISEI, and related SES measures. Identify German and European surveys (e.g., ALLBUS, ZUMA, Eurobarometer) that include these variables to enable matching prestige scores to other ISCO-coded data.	A document is relevant if it directly measures or operationalizes occupational prestige (Berufsprestige), for example by providing or applying scales such as Treiman’s SIOPS, Wegener’s Magnitude Prestige Scale (MPS), ISEI (Ganzeboom), or German variants like TBP/MBP, or by mapping ISCO-68/88 occupation codes to these prestige/status indices. Materials that include survey items asking respondents to rate the prestige of selected occupations (e.g., ZUMABUS or Eurobarometer modules) or that analyze the prestige of specific professions (e.g., doctors, stewardesses, shoemakers) also clearly qualify. Documents are typically still relevant even when Berufsprestige appears as a derived variable within broader datasets (e.g., ALLBUS files listing “Berufsprestige nach Treiman/Wegener” for each ISCO code) or when prestige scales are provided to be matched onto other data. By contrast, texts that discuss prestige in non-occupational contexts (e.g., neighborhood prestige, brand prestige) or that only treat general socio-economic status without any occupation-based prestige scale are non-relevant. Edge cases include files that mention only abbreviations (SIOPS, MPS) without the German term, or datasets that require ISCO coding to attach prestige scores—both are still relevant, whereas measures like “social distance to occupations” without a prestige metric are borderline unless explicitly tied to occupational prestige.
54995	arbeitgeber	The user seeks German datasets and surveys focused on employers—their roles, attitudes, responsibilities, and public perception. Key areas include workplace functional illiteracy, evaluations of employers (e.g., the Bundeswehr), employer responsibilities in social insurance and training, and employer-related working conditions and atypical employment.	A document is relevant to the query “arbeitgeber” when it treats employers as central actors, policies, or contexts—e.g., surveys of employers about hiring unskilled workers and support for functionally illiterate staff, analyses of employer-provided training or obligations to be informed by employees, or perceptions of an organization as an attractive employer (such as repeated modules on the Bundeswehr as an employer). Data where employers finance or deliver benefits, like social budget tables distinguishing employer contributions or “Arbeitgeberleistungen,” and business/establishment censuses that count employees at employers’ worksites in NRW, also qualify as relevant. Studies of atypical employment that assess expectations of employers, equal treatment by employers, or employer behavior toward flexible work arrangements are likewise in scope. Non-relevant are items where “Arbeitgeber” appears only incidentally (e.g., a single demographic field like “duration with current employer,” generic personal data verification, or pension details that only mention an employer once without analysis), or documents focused solely on employee traits with no employer perspective. Edge cases include multi-topic surveys where employer content is a minor submodule (marginally relevant) and texts that mention employers only as one of many possible cost-bearers without substantive discussion of employer roles.
55053	arbeit zufriedenheit	The user is looking for studies or datasets on job satisfaction and working conditions—especially among youth—including standardized satisfaction scales, shift work, workplace demands, and links to housing, leisure, and migration intentions. The context spans East German cities and sectors and includes related social and political attitudes captured in national year-in-review surveys.	Relevant documents for the query “arbeit zufriedenheit” are those that directly measure or discuss job satisfaction (Arbeitszufriedenheit), such as “Zufriedenheit mit Arbeitsbedingungen insgesamt und konkret (Skala),” “Arbeitszufriedenheit und Beschreibung der Arbeitsplatzanforderungen,” or items on satisfaction with pay, recognition, workload, autonomy, and workplace relations. Surveys that examine how specific work features affect satisfaction—e.g., shift work (Schichtsystem), work organization, performance evaluation, or collective climate—and that include explicit satisfaction scales or ratings also match. Mixed studies on living and working conditions are relevant if they contain sections like “Zufriedenheit mit der Arbeit/Arbeitsbedingungen,” “Berufszufriedenheit,” or “Zufriedenheit mit der Bezahlung.” Non-relevant are items where “Arbeit” refers to the government’s “work” (e.g., “Zufriedenheit mit der Arbeit der Bundesregierung”) or where satisfaction concerns housing, environment, or politics without any job-satisfaction component. Edge cases include records mentioning “Arbeitsmarktpolitik” or “Arbeit im Schichtsystem” without a satisfaction measure (only relevant if they link to satisfaction outcomes) and broad lifestyle surveys that become relevant only if a job-satisfaction scale is present.
55130	arbeitsbedingungen	The query seeks survey-based information on working conditions and workplace burdens—such as working hours, shift/overtime patterns, autonomy and control, performance demands, health and safety risks, job satisfaction, discrimination, and employer supports. It aims to compare these factors across industries, occupations, firm sizes, and contexts (e.g., COVID-19, platform work, academia, migrant workers) and by demographic characteristics.	A document is relevant if it directly examines Arbeitsbedingungen (working conditions) at the job, such as weekly hours, shift/night/Sunday work, overtime and pay supplements, workload and stress, autonomy and control over pace/methods, job security, exposure to hazards, discrimination or violence, training and evaluations, or overall job satisfaction. Studies focusing on specific groups or sectors—e.g., essential workers during COVID-19, academic staff (APIKS), platform workers, foreign workers in manufacturing, metalworking under technological change, or professional drivers—are clearly relevant when they report concrete measures of workplace demands and environments. Broad social surveys or business studies are only partially relevant if they contain a distinct section or scale on working conditions; for instance, research on technological change qualifies when it describes how tasks and conditions (e.g., monotony, complexity, speed set by machines/supervisors) change, but not if it only covers employment counts. Non-relevant content centers on housing, leisure, political attitudes, or firm development without specific workplace metrics, or purely demographic/interview logistics variables. Edge cases like commuting time and employer leave policies can count when framed as part of the overall work situation, and COVID-era studies are relevant only when they detail actual changes in work practices and conditions rather than general economic impact.
55226	arbeitsbelastung	The user seeks studies and datasets on work-related workload (Arbeitsbelastung) in Germany—how it is measured, its determinants (e.g., tasks, hours, shift work), and its effects on health and job satisfaction across occupations and sectors. They likely want comparable survey variables and findings spanning multiple German workforce surveys.	A document is relevant if it examines occupational workload (Arbeitsbelastung) in a concrete way—e.g., measuring perceived strain, time pressure, stress, overtime, shift/night/weekend work, high work speed, or physical/psychological demands—and links these to jobs, sectors, or worker outcomes. Clear examples include surveys of managers’ task loads and time allocation; the BIBB/BAuA Erwerbstätigenbefragung 2018 that records Arbeitsbelastungen, stress, overwork, speed and decision latitude; studies of chemie workers noting “besondere Arbeitsbelastungen”; and sectoral or demographic studies (e.g., women in agriculture, farm operators, or lifestyle/health panels) that explicitly ask about Arbeitsbelastung and its health or satisfaction effects. Documents are also relevant when workload appears as a variable alongside working hours, job satisfaction, or health (e.g., “Arbeitsbelastungen und deren Auswirkungen auf den Gesundheitszustand,” “empfundene Arbeitsbelastung” in leisure or sport modules), even if the main topic is broader. Non‑relevant items merely name the term in a long topic list without operational measures or analysis, or use “Belastung” in non‑work contexts (school sport, neighborhood noise) with no link to employment; household or parental “workload” is borderline unless tied to occupational demands. Edge cases where “Arbeitsbelastung” appears only in interviewer ratings or as a minor sub‑item are weakly relevant unless they provide data or findings on workload.
55428	arbeit	The user is seeking comprehensive German datasets and studies on work, including attitudes, job characteristics and conditions, wages and working-time statistics, and labor policies, with coverage of digitalization/home office effects (e.g., work addiction), shift work, and OSH management (ESENER), plus historical series for West/East Germany. The goal is to identify survey instruments, indices, and time series that measure these aspects over time.	A document is relevant if it primarily concerns work or employment, such as job content and conditions, wages and working time, workplace organization, worker attitudes, or labor market policies. Examples include surveys on job satisfaction or shift work, analyses of home office and workaholism, official wage and hours statistics across sectors, studies of occupational safety and psychosocial risks (e.g., ESENER), and research on “Arbeiten 4.0” and digitalization. German compounds containing the root, such as Arbeitsbedingungen, Arbeitszeit, Arbeitszufriedenheit, or Arbeitsdisziplin, are relevant when they analyze workplace factors, remuneration, or workforce behavior. A document is non-relevant if “Arbeit” appears only incidentally or in a different sense, for instance academic papers (Seminararbeit), the physics term for mechanical work, a historical slogan without labor analysis, or a personal surname. Edge cases like housework/unpaid care or general digitalization debates count as relevant only when they substantively address labor practices, worker outcomes, or employment structures rather than merely mentioning the word.
56089	arbeitsleistung	The user seeks research and survey information on work performance (Arbeitsleistung)—its determinants, motivation, evaluation, and self/supervisor assessments—across different worker groups, especially in the former GDR. They want how social, political, and workplace conditions (e.g., collective norms, training, shift work) influence performance in sectors like industry, agriculture, and transport.	A document is relevant if it analyzes, measures, or explains Arbeitsleistung (job/work performance), including self- or supervisor ratings, norm fulfillment, productivity, performance motivation, awards, absenteeism/“Fehltage,” shift work, microelectronics or rationalization at the workplace, training/Weiterbildung, and collective dynamics in DDR contexts (e.g., FDJ, SED, Jugendbrigade, MMM/Neuererbewegung) insofar as they affect performance. Studies of young workers’ motives for Leistungsstreben, readiness to switch jobs, work optimization, or plan fulfillment, as well as sectoral cases like agricultural seasonal performance or professional drivers’ safety behavior under performance pressure, are strong matches. Documents that only present demographics, housing, leisure, or general political attitudes are non-relevant unless they explicitly link those factors to work performance outcomes or evaluation (e.g., how ideology or peace attitudes relate to Planerfüllung or Leistungsbewertung). Edge cases include brief or tangential mentions of “Arbeitsleistung,” use of close synonyms (Leistungsbewertung, Produktivität, Normerfüllung, Leistungsmotivation) which still qualify, and items about academic performance (e.g., grades, Leistungsstipendium) or sports fandom, which are off-topic unless tied to workplace output.
56202	arbeitsbelastungen	The user seeks information and survey data on work-related burdens (Arbeitsbelastungen) in Germany. Specifically, they want measures of job demands, workload, time allocation and shift work, and how these relate to health and job satisfaction across different occupations and sectors.	A document is relevant if it explicitly addresses work-related burdens, such as perceived workload, stress, time pressure, overwork, or physical/psychological strains at the workplace, including sections or variables labeled Arbeitsbelastung/Arbeitsbelastungen. Examples include surveys of managers, agricultural workers, or industrial employees that measure workload, shift/night/weekend work, overtime, hazardous exposures, or job demands, as well as datasets that list “Arbeitsbelastung” among topics or scales. Content using clear proxies for workload (Arbeitsdruck, hohe Arbeitsgeschwindigkeit, Zeitdruck, Schichtarbeit) or instruments assessing job strain also qualifies. Non-relevant are uses of “Belastung” outside the work context (e.g., environmental load, sports training load) or documents that discuss only working time or general well-being without tying it to job demands. Edge cases include brief mentions of Arbeitsbelastung in a long topic list—these are still relevant if they indicate a measured variable, and morphological or synonymous variants (Arbeitsbelastung, Arbeitsbelastungen, Belastungen bei der Arbeit) should be treated as matches.
56749	antisemitism	Find survey-based data and analyses on the prevalence, forms, and perceptions of antisemitism—hate crime, hate speech, and discrimination—particularly across EU Member States. The user likely wants resources like the FRA 2018 survey and related Eurobarometer/German studies to examine trends since 2012, impacts on Jewish communities, and evidence to inform policy.	A document is relevant if it substantively addresses antisemitism—its prevalence, forms (hate crime, hate speech, discrimination), experiences, or perceptions—and presents concrete data or analysis, such as the FRA’s 2018 survey of 16,395 Jewish respondents across 12 EU countries on harassment, safety, reporting, and behavioral impacts. It also counts as relevant when it measures attitudes or discourse about antisemitism in politics, media, or online spaces (including Israel-related antisemitism), for example survey items probing stereotypes or denial (e.g., “Jews have too much power,” “the Holocaust is a myth,” support for boycotts). Documents become non-relevant when “antisemitism” is merely a passing mention within a long list of unrelated topics (media use, economics, general politics) without specific questions, indicators, findings, or legal context tied to antisemitism. Edge cases include mixed-topic datasets like Eurobarometer or ALLBUS; these are relevant if they describe the antisemitism module’s content, measures, or results, but not if they only name the topic among many keywords. Content on legal frameworks (Holocaust denial laws, hate-speech provisions), Jewish community security, or incidents like vandalism of Jewish sites is relevant, whereas purely methodological notes without antisemitism-specific measures are not.
57292	ausländer	The query seeks studies and datasets on Germans’ attitudes and behaviors toward foreigners (Ausländer), covering contact patterns, media influence, integration and discrimination, policy preferences, and demographic predictors. It emphasizes East Germany and specific cities across different periods, including measures of xenophobia, racism, political views, and social context.	A document is relevant if it substantively addresses foreigners (Ausländer) in Germany—especially attitudes, contacts, integration, rights, or conflicts—such as surveys on East Germans’ relations to foreigners, media portrayals of migrants, support for voting rights for foreigners, asylum policy, or measures of the Ausländeranteil. Examples include questionnaires about contact frequency with foreigners at work or in neighborhoods, opinions on a Zuzugsstopp, evaluations of Fremdenfeindlichkeit or Rassismus, or city studies (e.g., Duisburg, Trier) assessing German–foreigner relations. Documents are non-relevant if they focus on unrelated topics and only mention “Ausländer” in passing, or if “foreigners” refers to people outside the German context without linking to attitudes, integration, or policy in Germany. Edge cases that should still count include pieces using related terms or synonyms (Migranten, Zuwanderer, Gastarbeiter, Ausländerfeindlichkeit), or historical/foreign datasets (e.g., a Russian census) that explicitly report on “foreigners” as a category. Conversely, media or lifestyle studies are only relevant when they include explicit items about foreigners (e.g., Wahlrecht für Ausländer, Kontakt zu Ausländern); otherwise they should be excluded.
