query_id	query	item_type	var_desc	var_narr
9616	politikverdrossenheit	variables	The user wants a concise paragraph explaining the German term "Politikverdrossenheit" (political disillusionment or apathy), including what it means, common causes, and its effects on civic participation. They likely need a short explanatory text suitable for an essay, article, or assignment.	Documents are relevant to the query "politikverdrossenheit" when they directly address political disaffection or apathy—explaining causes (e.g., corruption scandals, broken campaign promises, or economic inequality), describing manifestations (declining trust in parties, protest voting, youth disengagement, or falling turnout), or presenting measurements such as surveys and longitudinal studies. Relevant examples include empirical research on voter trust, news reports of a spike in non-voting after a scandal, policy analyses proposing re-engagement strategies, and comparative studies of political cynicism in Germany and other countries. Documents are not relevant when they only use the word in passing, focus on unrelated political topics (e.g., policy details without discussing attitudes), are purely promotional or spam, or treat "politics" in a generic sense without linking to disillusionment or participation. Edge cases include articles on low turnout that are relevant only if they connect turnout to attitudes; historical accounts are relevant if they trace causes or trends in disenchantment; and pieces using synonyms like "political apathy" or translations are relevant provided the conceptual link is clear.
14255	konsum	instruments_tools	The user seeks a concise explanation of consumer ethnocentrism — the belief that domestic products are superior to foreign ones — and how it is measured (the 15‑item short and 20‑item long CETSCALE). They want the theoretical background (Jacoby 1978) and the kinds of economic, social and moral beliefs the scale captures, such as the idea that buying foreign goods harms the domestic economy and increases unemployment.	This document is relevant to the query "konsum" because it directly describes consumers' beliefs about buying domestic versus foreign products and presents a 15- or 20-item scale measuring consumer ethnocentrism — a core aspect of consumption behavior. It is useful when the interest is in consumer attitudes, measurement instruments, references (e.g., Jacoby 1978), and how economic, social, and moral considerations shape purchase decisions (for example, shoppers who avoid imports to protect local jobs). It would be non-relevant if the query intends a different sense of "konsum" (such as medical drug consumption, substance use, or macro-level production statistics) or if a document only mentions the term without discussing consumer behavior. Borderline cases include papers on nationalism or trade policy that touch on consumer ethnocentrism (partially relevant) and highly technical psychometric reports that describe the scale structure but provide no context about actual purchasing behavior (less relevant).
15640	karriere	instruments_tools	The user is looking for information about a career-related questionnaire that measures three domains—career orientation, performance- and success-promoting work attitudes, and fear of failure—and wants to understand that its items are phrased to capture respondents' self-perceived, performance-related attitudes and behaviors.	A document is relevant to the keyword "karriere" if it deals with career orientation, career-related attitudes or measures—especially questionnaires and psychometric items that capture self-perceived, performance-related behaviors and fears (for example studies validating a career-orientation scale or vocational counseling instruments that assess fear of failure). Relevant examples include research on career orientation, instruments measuring success‑oriented work attitudes, and surveys that ask respondents to reflect on their career‑related behaviors and anxieties. Documents are non-relevant if they only use "karriere" in passing, discuss unrelated topics (e.g., product career metaphors, purely technical performance metrics), or focus on general personality constructs without any career context. Edge cases include papers that address fear of failure or work attitudes but not explicitly in a career context (partially relevant), documents in other languages or using synonyms like "Beruf" or "career" which should be matched by translation, and psychometric studies that are relevant only if their items explicitly target career constructs rather than broad self‑esteem.
1670	rassismus	instruments_tools	A person searching "rassismus" here likely wants to know how negative and positive attitudes toward outgroups are conceptualized and measured — specifically the distinction that they form independent continua and the existence of a German Allophilie scale (five subdimensions: affection, comfort, kinship, engagement, enthusiasm) and a Law-and-Order scale for xenophobic, state-control attitudes. They may also be seeking information on these scales' development (based on Pittinsky et al. and Fend) and their validation evidence (construct, convergent/discriminant, and criterion validity).	This document is relevant to the query "rassismus" because it describes validated instruments that measure attitudes toward outgroups—both positive (Allophilia: affection, comfort, kinship, engagement, enthusiasm) and negative (Law-and-Order: rejection of the foreign and support for coercive state measures)—which are central constructs in research on racism and xenophobia. It gives concrete details (scale structure, three items per subscale, validation with persons from foreign cultures) that make it useful for someone seeking measurement tools or empirical studies of prejudice. It may be less relevant if the searcher is looking for legal definitions, historical accounts, hate-crime case reports, or analyses of structural/institutional racism, because the paragraph focuses on psychological scales and attitudes rather than policy or lived incidents. An important edge case: Allophilia captures positive feelings toward outgroups and can miss subtle or covert racism, while the Law-and-Order scale targets authoritarian anti-foreigner tendencies—so researchers should consider adapting the scales if they need race-specific, systemic, or behavioral measures.
17057	kinderbetreuung	instruments_tools	The user is looking for information about childcare ("kinderbetreuung") — what types of care are available, how to find and enroll children, typical hours and age groups, costs, and any subsidies or regulations. Their goal is to choose and arrange appropriate, reliable care for a child.	Documents are relevant to the query "kinderbetreuung" when they directly address childcare: descriptions of daycare, kindergarten and after‑school programs; how to apply; opening hours; costs and subsidies; staff qualifications; legal definitions and local regulations. Highly relevant examples include municipal lists of childcare providers, application forms for a Kita place, fee schedules, eligibility rules for subsidies, or official guidance on child-to-staff ratios. Non-relevant documents either do not meaningfully discuss childcare (e.g., a passing mention of the word), cover unrelated topics that happen to include the term, or use the word in a different sense (such as a fictional title or an unrelated compound). Edge cases include materials where "kinderbetreuung" appears only in metadata or images (OCR may be needed), academic papers on early childhood theory that lack practical service information (partly relevant), or documents from other countries whose systems differ but still offer useful comparisons. Also consider language and recency: German-language, up‑to‑date local or legal information will usually be more useful than outdated or purely historical references.
17717	kinderwunsch	instruments_tools	The user wants information on "kinderwunsch"—people’s fertility intentions and desired number of children—and how family-related norms and attitudes (e.g., views on fathers’ parental leave, parental employment, and concepts of family and partnership) influence those intentions in Germany. They may also seek how these attitudes are measured in surveys (questions about actual and ideal number of children) and tested using cognitive interviews, as in the BiB pretest.	A document is relevant to the keyword "kinderwunsch" when it explicitly addresses fertility intentions or desired family size (terms like "gewünschte Kinderzahl," "ideale Kinderzahl," or "fertility intentions") or when it reports survey questions that measure people’s desire to have children. The paragraph is relevant because it explicitly mentions the desired and ideal number of children and tests attitude questions about parenting and parental leave using personally conducted cognitive interviews, which directly measure Kinderwunsch-related attitudes. Documents that analyze how family ideals, employment, or parental-leave policies influence the wish to have children are also highly relevant because they connect contextual factors to childbearing intentions. Edge cases include materials that only report fertility rates or demographic counts without assessing individual desires (partially relevant), papers focused on assisted reproductive technologies or clinical infertility care that use "Kinderwunsch" in a medical sense (potentially irrelevant to sociological intent), or discussions of family policy that never link to people’s childbearing intentions (less relevant).
19136	migra	instruments_tools	The user is looking for methods and tools to identify and measure migration background and related constructs (acculturation, ethnic/national identity, cross‑cultural loss, attitudes toward asylum seekers) in German research. Specifically they need information on survey items, validated scales and translations, psychometric properties, and practical implementation (e.g., SAS/SPSS/Stata code, Mikrozensus Scientific Use Files) for analysis.	A document is relevant to the keyword "migra" when it substantively discusses migration or migrants — for example items about "Migrationshintergrund," immigration and integration surveys (Mikrozensus, RESPOND), acculturation and identity scales, asylum-seeker questionnaires, or psychometric instruments and codebooks (SAS/SPSS/Stata) used to typify migration background. Strong signals of relevance include detailed methodology, questionnaire items, sample languages (e.g. Arabic, Farsi, Russian), validation statistics, or explicit focus on immigrant populations, whereas a single passing use of the word "migration" or a brief metadata tag is weak evidence. Non-relevant documents include cases where "migra" appears only as part of an unrelated word (e.g. "migraine"), a brand name, an unrelated acronym (MIGRA), or discussions of biological/animal migration with no human migration context. Edge cases to watch for are multilingual uses like Spanish "la migra" (immigration enforcement), internal versus international migration distinctions, or very short mentions that require more context — in those cases require additional topical content before labeling the document relevant.
21585	linksrechtsskala	instruments_tools	User wants a concise explanation of the "left–right scale" (Links-Rechts-Skala) as used in the PAWCER pretests: what it measures, how it is operationalized, and how it was tested. Specifically, they need to know that the scale maps respondents' ideological profiles across four subdimensions (economic libertarianism, conservatism, socialism, liberalism) by assigning scores to each dimension to enable individual and group comparisons, and that these questions were evaluated using face-to-face cognitive interviews.	A document is relevant to the query "linksrechtsskala" when it explicitly treats the Left–Right scale as an instrument — describing its operationalization, scoring and use (for example the four subdimensions: economic libertarianism, conservatism, socialism and liberalism), its application in cross‑national surveys such as PAWCER or the Values in Crisis study, or the pretest methods used (e.g. cognitive interviews, personally administered interviews). Concrete implementation details (question wording, subdimension items, scoring rules, translations or country versions) and empirical uses (comparisons of ideological profiles, links to welfare or climate attitudes) make a document especially relevant. Documents are non‑relevant if they only mention "left" or "right" rhetorically, treat left/right in nonpolitical senses (traffic, anatomy), or report a simple single‑item self‑placement without engaging the multidimensional LinksRechtsSkala or its measurement properties. Borderline cases include related two‑axis instruments (like the Political Compass) or theoretical discussions of ideology: these are partially relevant when they map economic and sociocultural dimensions or compare measurement approaches, but less so if they never address the specific subdimension structure or survey implementation.
21895	linksrechts	instruments_tools	The user is looking for information about the "left–right" political orientation question (Links–Rechts-Skala) used in the PAWCER project pretests—how the question was worded and evaluated. They likely want details on how this item (tested via face-to-face cognitive interviews) performed alongside questions on income differences and redistribution for cross‑national comparisons of welfare, climate, and energy attitudes.	A document is relevant to the query "linksrechts" if it explicitly discusses the left–right political orientation scale or contains survey items, coding, or results about left–right self-placement (e.g., the LinksRechtsSkala, questionnaire wording, translation issues, or cross-country comparisons of left–right positions). Materials describing pretests, cognitive interviews, or psychometric tests of left–right items—for example reports of face‑to‑face cognitive interviews used to refine a left–right question—are clearly relevant. Documents that focus on the PAWCER project’s topics (welfare, climate, energy) are only relevant when they also address measurement of political orientation; otherwise they are not. Watch for false positives such as texts using "links" and "rechts" as literal directions, file names, or unrelated code, or content that discusses redistribution attitudes without explicitly linking them to a left–right scale. Finally, language and tokenization edge cases matter: German variants (LinksRechtsSkala, links-rechts, linksrechts) and synonyms like “political ideology” or “left–right self-placement” should be treated as relevant matches.
22951	medienkonsum	instruments_tools	The user wants to understand how media consumption relates to empathy and how media-based empathy is measured—specifically information on the MBE scale (Happ & Pfetsch, 2015), its four subscales (medial concern, affective media empathy, cognitive media empathy, and video-game immersion), its psychometric properties across adolescents and adults, and the special role of immersion in games.	A document is relevant to the query "medienkonsum" if it directly examines media consumption behaviors, digital media use patterns, or measurement instruments that capture empathy and reactions in media contexts—such as the MBE/MBE‑Skala (mediale Anteilnahme, affektive/kognitive Medienempathie, immersion in video games) and its psychometric validation in adolescent and adult samples. Empirical studies that report sample sizes, factor structure, reliability, and links between media use and outcomes (e.g., aggression, cyberbullying, immersion effects) are highly pertinent because they address how media consumption shapes emotional responses. Documents that are not relevant include those focused solely on face‑to‑face empathy without any media context, on unrelated consumption types (e.g., food consumption), or on media production/marketing strategies that do not analyze users’ consumption or empathic responses. Edge cases include papers that mention "medienkonsum" only tangentially, studies of media multitasking or gameplay mechanics that do not assess empathic processes (borderline relevant), and translations or policy briefs in German that lack empirical measurement but summarize consumption trends (potentially relevant depending on depth).
2585	kriminalität	instruments_tools	A user wants an overview of crime-related research and survey instruments used in European projects, including topics like fear of crime and local safety perceptions, internet-facilitated pharmaceutical crime, illicit trade in cultural goods, and a youth self-report delinquency scale. They also need details on the specific survey questions and the cognitive pretesting methods applied (online/web probing, face‑to‑face and telephone cognitive interviews).	A document is relevant to the keyword "kriminalität" if it explicitly treats crime or criminality—its types, prevalence, victims or offenders, prevention and enforcement policies, or research about the “dark figure” of unreported crime. For example, texts like the AUDITS pretest (fear of crime, citizens’ safety perceptions), the ALPhA study (internet-facilitated drug crime and fraudulent medicine suppliers), the ILLICID project (illicit trade in antiquities and dark‑field measurement), or a youth self‑report delinquency scale are clearly relevant because they investigate criminal behavior, markets, or prevention. Documents that are non‑relevant either lack any crime content or only mention crime incidentally (e.g., a methodological paper on web‑probing without applying it to criminal topics, or administrative reports about unrelated municipal services). Edge cases include texts on “security” or “safety” that are relevant only when they address criminal threats (traffic safety as crime prevention vs. non‑criminal accident prevention), or pieces where the term appears as a substring or in translation errors; in such cases relevance depends on whether criminal intent, illegal markets, victimization, or law enforcement are substantively discussed. Good signals of relevance are explicit crime-related keywords, empirical measures of offenses or fear of crime, descriptions of illicit markets or offenders/victims, and discussion of prevention or policy responses.
26363	verkehrsmittel	instruments_tools	The user likely wants to know what "Verkehrsmittel" means in this context — i.e., modes or means of transportation — and how it is treated in the SEU scale. Specifically, they want to understand that transport use is one of seven content domains in the SEU, measured by items assessing awareness of the ecological consequences of one’s transport choices and related self-reported behaviors.	A document is relevant to the keyword "verkehrsmittel" when it explicitly treats means of transport or transport use (e.g., verkehrsmittelnutzung, verkehrsmittelwahl) as a substantive topic—particularly in relation to environmental attitudes, behavioral intentions, or the ecological consequences of transport choices, such as studies using the SEU scale or items that measure awareness of action consequences. Good examples are surveys comparing car versus public-transport use, questionnaires that include the four-item awareness-of-consequences measure for transport behavior, or papers that apply Maloney & Ward or Schwartz’s scales to transport-related pro-environmental actions. Documents are non-relevant if the term appears only in a list or as a passing example, or if the focus is technical (vehicle engineering, timetables, traffic law) with no connection to attitudes, behavior, or environmental impact. Edge cases include translated or compound forms (verkehrsmittelnutzung) which are relevant when they report specific measures or findings, but only moderately relevant when the mention is peripheral (e.g., a single item in a broad multi-domain scale).
26823	technology	instruments_tools	The user is looking for validated psychological measures and definitions related to attitudes toward technology — specifically a short, psychometrically tested "technology commitment" (Technikbereitschaft) scale that predicts successful use of new technologies (especially in older adults) and its three facets: technology acceptance, competence, and control beliefs. They also want information on a technophobia questionnaire that measures fear of technology across three dimensions: personal failure, human-versus-machine problems, and usability.	A document is relevant to the query "technology" when it centrally addresses people’s interactions with, attitudes toward, or measurement of responses to technology—for example studies that develop or validate scales of technology commitment, technology acceptance, competence, control beliefs, or technophobia. The provided paragraph is highly relevant because it reports the creation and psychometric validation of a short scale (Technikbereitschaft/TB) and a related questionnaire assessing technophobia across clear dimensions (personal failure, human-versus-machine, and usability), with application to predicting technology use in older adults. Documents that focus on technical specifications, engineering design, code, or hardware performance without considering human attitudes or adoption would be non-relevant even if they repeatedly use the word “technology.” Edge cases include research on digital literacy, usability, or policy: these are partially relevant when they measure or aim to change users’ readiness or fear of technology, but less relevant if they only discuss infrastructure, cost, or regulatory issues without human-centered measures.
2817	populismus	instruments_tools	A user searching "populismus" here wants to know whether and how perceived economic inequalities drive support for populist parties, and specifically whether experimentally providing factual information about income and wealth distribution changes perceived inequality and populist attitudes. They may also be looking for details and results of a pretest that evaluated the clarity and plausibility of two informational graphics about Germany’s income and wealth distribution (available in the pretest PDF).	A document is relevant for the keyword "populismus" when it explicitly examines populism or populist attitudes — for example studies that link perceived inequality to support for right‑wing populist parties (as shown by ISSP findings naming the Progress Party in Norway, the Danish People’s Party, and Austria’s FPÖ) or projects that experimentally test whether information about income/wealth distribution changes populist preferences. The paragraph above is clearly relevant because it describes the "Perceived Inequalities and Populism" project and an experiment designed to measure causal effects on populist attitudes, even if the reported pretest only evaluated informational graphics. Documents are only partially relevant if they concern preparatory materials (e.g., graphic pretests or Web‑Probing methods) for a populism study but do not contain measures of populist attitudes or outcomes. Non‑relevant documents are those that discuss inequality, survey methodology, or political parties without any connection to populism, or that use "populism" metaphorically in unrelated fields. Edge cases include texts describing parties or movements that are populist in practice but not labeled as such (which may still be relevant) and cross‑national or left‑ vs right‑wing distinctions that require reading the content to judge relevance.
28676	worklife	instruments_tools	The query "worklife" seeks information about work–life balance, working conditions, employment arrangements, and related wellbeing at work. The user is likely looking for survey instruments, measures, or research (e.g., ISSP, EWCS) on topics like job satisfaction, organizational commitment, work–family conflict, workplace mobbing, and digital skills at work.	A document is relevant to the query "worklife" when it directly addresses the relationship between work and other life domains or workplace conditions — for example studies or survey modules on work–life balance, working hours, job satisfaction, organizational commitment, workplace mobbing, or digital skills used at work. Concrete signals of relevance include survey questions or scales targeted at work-related constructs (e.g., ISSP work–life items, work–family conflict scales, the Luxembourg Workplace Mobbing Scale, or modules on ICT at work) and empirical results about employees’ or self‑employed persons’ working situations. Documents are non‑relevant when they focus on unrelated topics (household ICT use with no workplace module, purely methodological notes that do not cover work content, or instruments whose items are strictly about private life), even if they happen to contain the word “work” in metadata. Edge cases include methodological or translation reports — these are relevant only if they pertain to a workplace module or validate a work‑related scale; similarly, mixed‑scope instruments (e.g., ICT competence scales covering both private and work contexts) may be partially relevant depending on whether the workplace domain is analyzed separately.
2884	fremdenfeindlichkeit	instruments_tools	The user wants a clear definition and overview of "Fremdenfeindlichkeit" (xenophobia), including how it is measured in survey research—e.g., consumer ethnocentrism scales, attitude-toward-foreigners items, and law-and-order measures—and wants information on instrument development, validation, and theoretical background.	A document is relevant to the query "fremdenfeindlichkeit" if it explicitly addresses attitudes toward foreigners or xenophobia, for example by reporting scales, item batteries, or theoretical accounts of ethnocentrism and anti-foreign prejudice (such as the consumer ethnocentrism scale, ALLBUS items, Jacobys 1978, or law-and-order positions derived from Fend). The paragraph you supplied is relevant because it documents instruments that operationalize attitudes toward foreigners (e.g., a four‑item scale in ALLBUS) and links consumer ethnocentrism to moral and economic arguments against buying foreign goods. It would be less relevant if it only treated product preferences or marketing behavior without connecting those preferences to hostile beliefs about foreigners, or if it contained only statistical/methodological details with no attitudinal content. Borderline cases include studies of consumer ethnocentrism that focus purely on purchase intention (partially relevant) and "law-and-order" measures that may capture xenophobia when they explicitly target "everything foreign" but could instead reflect non‑xenophobic crime concerns. Finally, documents that lack information on instrument development, validation, or theoretical background (as noted in the paragraph) are still topically relevant but less useful for rigorous research until those details are obtained.
31126	schichtarbeit	instruments_tools	The user wants information about "schichtarbeit" (shift work): what it is and the different types of shift systems. They likely need details on legal regulations and workers' rights, effects on health and sleep, and practical scheduling or coping strategies for employers and employees.	A document is relevant to the keyword "schichtarbeit" if it directly discusses shift work topics such as types of shifts (night shifts, rotating/Wechselschicht), scheduling and rostering (Schichtplan), legal and collective-bargaining rules for shift schedules, or health and safety impacts like circadian disruption and fatigue. Useful examples include academic studies on the health effects of night work, employer policies or templates for shift rosters, guidance for nurses and factory workers on shift handovers, or software descriptions for shift planning. Documents are non-relevant when the term is absent or used metaphorically (e.g., "Schicht" meaning a geological layer or a painting layer), when job ads merely mention hours without specifying shift patterns, or when the mention of shift work is a passing aside with no substantive content. Edge cases include regional or legal variations (country-specific labor law references are relevant but only to that jurisdiction), documents using synonyms or misspellings (Nachtschicht, Schichtdienst, Wechselschicht), bilingual texts where "schichtarbeit" appears only in a caption, and scans/images with the word present but no searchable text—these can be borderline and require closer inspection for true relevance.
317	homeoffice	instruments_tools	I want to know what questions about working from home were developed and tested in the 2024 BIBB–BAuA employee survey pretest and in the FReDA family-demographic panel pretests, and how those items were administered and evaluated. Specifically, I need details on the content of the home-office items and the testing methods used (telephone cognitive interviews for BIBB–BAuA and web probing online pretests for FReDA).	A document is relevant to the keyword "homeoffice" when it directly discusses working from home or telework — for example surveys, pretests or studies about frequency of homeworking, digital tools used, team collaboration, leadership in remote settings, or policies enabling homeoffice. Documents that test or report questionnaire items on "Arbeit im Homeoffice," measure conditions and prevalence, or evaluate related variables (childcare while teleworking, division of household labor) are clearly relevant. Borderline cases include texts that only mention "homeoffice" in a long list of topics or as an item in a questionnaire without substantive findings; these may be less useful but still potentially relevant depending on the search intent. Non-relevant documents are those using "home office" in a different sense (e.g., the UK Home Office government department), selling home-office furniture, or discussing domestic cybersecurity or interior design without any employment/telework context. Also treat synonyms (Telearbeit, remote work, work-from-home) and German-language sources as relevant, while excluding unrelated usages or purely administrative mentions.
3365	drogen	instruments_tools	The user is looking for psychometric instruments and information related to drugs — specifically measures of adolescent drug-related delinquency, scales assessing treatment motivation for substance dependence (problem recognition, external pressure, need for help, treatment readiness), and questionnaires on reasons for not using smoking-cessation aids. They likely need these to identify suitable assessment tools for research or clinical evaluation of drug use and treatment engagement.	A document is relevant for the keyword "drogen" when it directly discusses drugs or substance use (e.g., Rauschmittel, Sucht, Abhängigkeit), drug‑related offenses, treatment for substance use disorders, or instruments that measure drug‑related behaviors and treatment motivation. For example, the paragraph mentions "Rauschmitteldelikte" (drug offenses), treatment motivation for dependence, and barriers to smoking‑cessation aids, so those passages would be relevant. A document that only treats general juvenile delinquency (theft, vandalism, violence) without any reference to substances would be non‑relevant, as would texts that merely use the word "drugs" metaphorically or in an unrelated context. Edge cases include materials about nicotine/tobacco cessation (may be relevant if the searcher intends "drogen" broadly), questionnaires that include a single drug‑related item among many non‑drug items (partially relevant), and documents in a different language or using only distant synonyms.
34145	rechtsextremismus	instruments_tools	The user is looking for a concise overview of "rechtsextremismus" (right-wing extremism), including its defining beliefs, typical behaviors and symbols. They also want information on associated groups, legal status, societal risks, and prevention or countermeasures.	A document is relevant to the keyword "rechtsextremismus" if it directly addresses right‑wing extremism — its ideology, organizations, incidents, historical development, legal definitions, counter‑extremism policies, research studies, or detailed news reporting — especially when the term or close synonyms (e.g., rechtsextrem, right‑wing extremism) appear in the title or body. Examples of relevant items are government reports on neo‑Nazi groups, academic analyses of recruitment tactics, school curricula about radicalization, and court decisions applying statutes against extremist activity. Non‑relevant documents include those that only mention the word in passing, discuss "extremism" generically without a right‑wing focus, cover mainstream conservative politics (right‑of‑center but non‑extremist), or use similar words in unrelated senses (e.g., rechts meaning “right” direction or legal "Recht"). Edge cases include materials that are topically relevant but problematic — such as propaganda, recruitment pages, or SEO‑stuffed content — which are still relevant to the query but require careful handling; also related terms like rechtspopulismus or translations into English may overlap with but not exactly match "rechtsextremismus."
34932	rightwing	instruments_tools	The user is likely looking for an explanation and measurement of right‑wing authoritarianism (RWA), specifically the BRWA6 short scale used in the Austrian National Election Study: its purpose, item format, and psychometric/theoretical background. They would want the scale's origin (Altemeyer 1981), the three subdimensions it measures (authoritarian submission, authoritarian aggression, and conventionalism), and information about validity and application in population surveys.	This document is relevant to the keyword "rightwing" when the intent is academic or psychological: it describes the BRWA6 balanced short scale for measuring Right‑Wing Authoritarianism (RWA) used in the Austrian National Election Study and explicitly references Altemeyer’s three subdimensions (authoritarian submission, authoritarian aggression, and conventionalism). It contains operational details (semantically opposed items, scale purpose, target population) and theoretical grounding useful for someone looking for measurement instruments, survey items, or psychometric validation related to right‑wing authoritarian attitudes. It is non‑relevant if the user is searching for news, party platforms, policy positions, or contemporary political movements labeled “right‑wing,” since this text focuses on scale construction and theory rather than political activity or ideology in the broader sense. Edge cases: the paragraph is in German, so it may be less useful to an English‑language searcher, and the term “rightwing” can also refer to unrelated contexts (sports, anatomy, or general conservative politics), where this methodological document would not match intent.
39506	sozialisation	instruments_tools	User wants a clear explanation of "socialization"—how family and early social experiences shape attitudes, values and behaviors. They also want to know how researchers operationalize and measure socialization in surveys and studies (e.g., parental behavior dimensions, scales for early musical socialization, items on family roles, and cognitive pretesting/translations).	This document is highly relevant to the keyword "sozialisation" because it explicitly treats familial and early-life socialization processes — e.g., "musikalische Frühsozialisation," "familiäre Sozialisationsbedingungen," "Primärsozialisation," and parental rearing behaviors — and links them to attitudes, identity and generative behavior. Relevant passages include concrete examples such as scales measuring parental support versus religious upbringing, biographical inventories capturing primary socialization, and questions about parental roles and desired family size. It would be less relevant if the emphasis of a document were purely methodological (translation checks, cognitive pretests, or questionnaire administration) or if the topic were an unrelated use of the word (e.g., "socialization" meaning a social event). Edge cases include texts that mention socialization only as a background variable or focus only on scale construction and psychometrics: these are partially relevant for terminology and measurement but less useful for substantive theorizing about socialization processes.
43698	covid19	instruments_tools	A user searching "covid19" here is likely seeking COVID‑19–related survey instruments and pretest documentation from German studies (FReDA, LoneCovid) — i.e., the infection and vaccination items, ego‑centric network questions, the epidemic‑related Dark Future Scale for children (eDFSK), and questionnaires for evaluating digital teaching. They want details on item wording/translations, cognitive testing methods (web probing, video interviews), target samples/ages (18–49 adults, partners, children 8–12, students) and how the instruments were implemented and validated.	A document is relevant to the query "covid19" when it directly addresses the coronavirus pandemic or its consequences — for example, questionnaires about COVID‑19 infection and vaccination, scales measuring pandemic-related anxiety in children, studies of social relationships during the COVID‑19 era, or evaluations of digital teaching implemented because of the pandemic. Concrete signals of relevance include explicit terms and variants (COVID‑19, Covid19, coronavirus, SARS‑CoV‑2), descriptions of pandemic‑specific methods (e.g., web probing of COVID items, video cognitive interviews about pandemic effects), and study timeframes tied to 2020–2021. A document is non‑relevant if it only mentions COVID‑19 tangentially (e.g., in passing as background) or if the token appears in metadata but the content focuses on unrelated topics; such items may be borderline relevant if the pandemic context meaningfully shapes the research design. Edge cases include translated items (German originals with English translations) where the translation quality affects keyword matching, and documents about other epidemics that compare to COVID‑19 — these are relevant only when the comparison substantially involves COVID‑19.
4811	ukraine	instruments_tools	A general informational overview about Ukraine, including basic facts (location, capital, population), and likely interest in its history, politics, economy, culture, or current events (such as the conflict with Russia) and practical details like travel or visa requirements.	A document is relevant to the keyword "ukraine" if it substantially discusses the country, its people, places, institutions, events, language, culture, or economy — for example a news report on the Russia–Ukraine conflict, a travel guide to Kyiv, a history of Ukrainian independence, or an economic analysis of Ukraine’s GDP. Relevant documents may use variants and related terms such as “Ukrainian,” “Kyiv”/“Kiev,” “Donbas,” “Crimea,” or Cyrillic spellings (Україна), so these should be treated as matches even if the exact English string isn’t present. Non-relevant documents include items that only mention Ukraine in passing (a long list of countries where Ukraine is one of dozens), use a similar-looking word unrelated to the country (e.g., the phrase “you crane”), or are about a company or product that happens to include “Ukraine” in its name but contains no substantive information about the country. Edge cases include misspellings and transliterations, documents focused on territories or cities that are part of Ukraine without naming the country explicitly, and works that are relevant only to a specific intent (e.g., visa application guides vs. breaking news), so matching intent and depth of coverage is important when judging relevance.
5030	sicherheitsgefühl	instruments_tools	Wanting to know how to measure residents' subjective sense of safety (Sicherheitsgefühl) in a municipality—covering fear of crime, street/traffic safety, and perceptions of local security work. Also seeking how these survey items were cognitively pretested online using the Web Probing method in the EU AUDITS project to inform local security policy analysis.	A document is relevant to the query "sicherheitsgefühl" if it explicitly studies or measures residents' subjective sense of safety—through surveys, interviews or perceptual indicators—and discusses how those perceptions inform local security policy. For example, texts that report on questions about fear of crime, safety in traffic, or citizens' perceptions of municipal safety work (as in the AUDITS project pretest using cognitive online web probing) are clearly pertinent. Documents that are not relevant include those that only give objective crime statistics, describe technical or IT-security measures, or discuss security policy in purely institutional terms without any attitudinal or perceptual data. Edge cases include papers that use synonyms (perceived safety, fear of crime), related constructs (trust in police, social cohesion) or methodological studies of survey instruments—these can be relevant even if they do not use the exact word "sicherheitsgefühl"—whereas pieces using the term in a different domain (e.g., workplace safety compliance or cybersecurity) may be false positives.
50581	digitalisierung	instruments_tools	The user wants an overview of surveys, questionnaires and validated measurement instruments related to "Digitalisierung" — including national and EU surveys on ICT use, workplace digitalisation and IoT modules, scales for digital skills and technology readiness (e.g., ICTSC25, TB), tests of technophobia, and evaluation tools for digital teaching. They need information about available items, languages (German/English), and how these questions were pretested (cognitive interviews/web probing).	A document is relevant to the keyword "digitalisierung" if it substantively addresses digital technologies, ICT use, digital skills or workplace digitalization — for example pretests and modules on ICT at work, IoT surveys, items about home office and digital tools, or instruments like the ICTSC25 and the technology-commitment/technophobia scales. Concrete examples of relevant documents are the BIBB/BAuA Erwerbstätigenbefragung pretest on digitalization of work, the Community Survey modules on ICT use or IoT, and questionnaires evaluating digital teaching implemented during COVID-19. A document is non-relevant if it only mentions "Digitalisierung" in passing, consists solely of administrative metadata (sampling frames, fieldwork logistics) without substantive digital content, or deals with unrelated topics where digital terms are used as buzzwords. Edge cases include bilingual translation or cognitive-testing reports: these are relevant if the tested items cover digital topics (even if the focus is on wording), whereas psychometric papers about unrelated constructs or historical descriptions that do not engage with digital technologies would be borderline or non-relevant.
51730	alkohol	instruments_tools	The user is likely seeking information on assessment tools for alcohol dependence, specifically a biographical questionnaire that evaluates underlying personality and life-history factors. They want to know which dimensions it measures (emotional insufficiency/neuroticism, adverse primary socialization, and goal striving) and how this biographical inventory differs from standard personality questionnaires by focusing on the patient's life story.	A document is relevant to the keyword "alkohol" when it substantively addresses alcohol use or alcohol dependence—especially assessment, treatment, epidemiology, or psychosocial instruments designed for people with alcohol problems. For example, the provided paragraph is relevant because it explicitly describes a biographical questionnaire constructed for alcohol-dependent individuals, maps personality dimensions related to alcoholism, and contrasts this inventory with general personality measures. Documents that are not relevant include those that only mention ethanol in a chemical or industrial context, recipes or marketing for alcoholic beverages, or texts where "alkohol" appears only incidentally (e.g., in a bibliography). Edge cases include papers in German (language does not reduce relevance if the topic is alcohol), general personality inventories that become relevant only when applied to alcohol-using samples, and studies focused on biomarkers or comorbid conditions that may be borderline unless they tie findings back to alcohol-specific assessment or outcomes.
