qid	query	instru_desc	instru_narr
5784	politisches verhalten und politische einstellungen	Survey modules, question batteries, validated scales, experimental protocols, and coding manuals that measure both political attitudes and political behaviour and facilitate analysis of their relationship.	Include combined questionnaires (attitude batteries plus participation items), validated scales for ideology and efficacy, turnout measurement protocols (self-report vs validated), and experimental vignettes manipulating attitudes to observe behavioural intent. Also include longitudinal instrument designs that permit panel comparisons. Exclude instruments that capture only one domain (attitude or behaviour) without tools to link them at the respondent level.
5801	politisches interesse	Question wordings, validated scales, survey modules, and measurement protocols for assessing political interest and attention.	Include standardized items (from ISSP, ESS, national surveys), multi-item scales, interviewer instructions, diary or media-use instruments that record political attention, and experimental measures manipulating salience to measure changes in interest. Exclude instruments that only measure political knowledge, efficacy, or participation without direct items on interest.
5836	politisches wissen	Questionnaire modules, cognitive item batteries and tests used to measure political knowledge, and coding guides for scoring factual knowledge items.	Include validated political knowledge batteries, survey question wordings, interviewer instructions, answer keys, and methodological notes on question design (open vs. multiple-choice), item difficulty, and scoring. Exclude educational curricula, teaching guides without standardized measurement instruments, or tools that assess non-political factual knowledge only.
5843	populism	Measurement instruments and coding schemes for populism: survey scales (e.g., Populist Attitudes Scales), party coding manuals, and content-analysis protocols for identifying populist rhetoric.	Include validated scales and their questionnaires, translations, scoring rules, coding schemes for party classification, and manuals for coding speeches or media as populist. Exclude informal lists of populist parties without coding criteria, or journalistic lists of populist actors that lack a reproducible measurement instrument.
8657	populist attitudes	Validated survey scales and measurement tools for individual-level populist attitudes, coding guides, and translation notes (e.g., Populist Attitudes Scale and comparable instruments).	Include complete instrument texts, recommended items for each populism dimension, scoring instructions, psychometric evaluations, and cross-cultural adaptation notes. Exclude ad-hoc single items lacking validation or instruments that measure unrelated constructs (e.g., general political cynicism) without mapping to populist attitudes dimensions.
7892	psychisch gesundheit	Validated screening and diagnostic instruments for mental health assessment: self-report scales (PHQ-9, GAD-7, GHQ-12, WHO-5, CES-D), diagnostic interviews (CIDI, SCID), and recommended survey modules for population studies.	Include full questionnaires, scoring guidelines, cut-off values, translation/validation information for German contexts, and interviewer manuals for diagnostic interviews. Exclude non-validated checklists, lay screening apps without validation, or instruments focused only on physical health without mental health subscales.
6492	psychische krankheiten	Diagnostic instruments and clinical assessment tools for psychiatric disorders: structured interviews (CIDI, SCID, MINI), disorder-specific scales (MADRS, PANSS), and coding manuals for ICD/DSM diagnoses.	Include validated diagnostic interviews, clinician-rated and self-report disorder-specific scales, scoring rules, thresholds for caseness, and translation/validation materials for use in German-speaking populations. Exclude informal checklists, unvalidated symptom inventories, or tools designed solely for non-clinical wellbeing screening without diagnostic applicability.
7893	psychological needs	Validated instruments and assessment tools for measuring psychological needs and related constructs: questionnaires, interview guides, experimental manipulations, and coding schemes.	Include instruments such as the Basic Psychological Need Satisfaction and Frustration Scale (BPNSFS), Basic Psychological Needs Scale (BPNS), Need Satisfaction scales, vignettes or experimental protocols designed to manipulate autonomy/competence/relatedness, and structured interview guides for need assessment. Exclude ad hoc single-item mentions without validation, tools measuring only general well‑being without explicit need components, and physiological instruments with no linkage to psychological need measures.
34484	quality of health care	Measurement instruments and tools for assessing health care quality: standardized surveys, clinical audit tools, quality indicators/scorecards, accreditation standards and measurement protocols.	Include instruments such as HCAHPS (or national equivalents), WHO quality of care frameworks and tools, clinical audit checklists, patient safety incident reporting systems, Lean/Six Sigma protocols adapted for health care, and validated quality indicator sets. Exclude non-validated checklists or opinion-based tools with no documentation, and instruments that measure only cost or utilization without quality content.
6086	refugee	Assessment tools and instruments used with refugees: screening instruments for physical and mental health, trauma/PTSD scales, needs assessments, resettlement questionnaires, and cultural adaptation protocols.	Include tools validated or widely used with refugee populations such as the Harvard Trauma Questionnaire, Refugee Health Screener (RHS-15), PTSD Checklist (PCL), WHO-5/WHOQOL modules adapted for refugees, needs assessment templates, and translated structured interview guides. Exclude general population tools without evidence of suitability or adaptation for refugees, and administrative forms that only record registration without health or psychosocial content.
1156	religion	Measurement instruments for studying religion: questionnaires, validated religiosity scales, interview schedules, and coding schemes for religious content.	Include tools such as Religious Commitment Inventory, Duke University Religion Index (DUREL), Intrinsic/Extrinsic Religious Orientation scales, religion modules from EVS/WVS/ESS, structured interview guides on belief and practice, and coding frameworks for religious affiliation. Exclude ad hoc single-item mentions of religion without validated instrument context, and measures that conflate spirituality, secular values or political ideology without clear religious constructs.
35282	religion und weltanschauung	Instruments for measuring religion and worldviews: survey modules, scales and interview guides that distinguish religious belief/practice and secular/worldview positions, and coding schemes for life stance classification.	Include EVS/WVS/ESS modules that have religion and worldview items, bespoke questionnaires distinguishing worldview/life stance categories, validated scales for religiosity and secular orientation, and interview protocols for exploring personal weltanschauung. Exclude instruments that only measure religiosity without any option for non-religious worldviews, or philosophical inventories not adapted for empirical social research on life stances.
35290	religion und werte	Validated questionnaires, scales and measurement instruments assessing religiosity and value orientations, including German-language translations and modules used in large surveys.	Relevant instruments include validated scales and questionnaires for measuring religiosity (e.g. Centrality of Religiosity Scale, church attendance items), value inventories (e.g. Schwartz Value Survey, Portrait Values Questionnaire), moral values scales, and survey modules used in EVS/WVS with German versions. Include translation documentation, reliability/validity information, and administration guidelines. Exclude instruments that are purely theological liturgy tools, clinical diagnostic instruments unrelated to values, or unvalidated ad-hoc items without measurement information.
31054	schule	Assessment instruments, teacher questionnaires, school climate scales, and survey modules designed for school research and evaluations (including German versions).	Relevant instruments include standardized achievement tests, classroom observation protocols, teacher self-report scales, school climate instruments, student engagement and motivation questionnaires, and validated measurement tools used in PISA/TIMSS/PIRLS. Include administration manuals, scoring rules, and translated German instruments. Exclude instruments intended solely for higher education, clinical diagnostic tools not adapted to school settings, or informal checklists lacking validation.
33106	self esteem deutsch	Validated self-esteem instruments and measurement tools in German, including translations (Rosenberg Self-Esteem Scale German version), manuals, and psychometric documentation.	Relevant instruments include established self-esteem scales available in German (e.g. Rosenberg Self-Esteem Scale German translation, Multidimensional Self-Esteem Inventory adaptations, single-item measures where validated), administration instructions, scoring keys, and validation studies in German samples. Include psychometric properties and translation/back-translation documentation. Exclude unvalidated ad-hoc self-worth items, instruments in other languages without documented German translation, or clinical assessments not intended to measure general self-esteem.
3332	self determination	Measurement instruments and tools for assessing self-determination and SDT constructs (Basic Psychological Needs scales, Self-Regulation Questionnaires, autonomy-support measures) and their manuals or validation studies.	Relevant instruments include validated questionnaires for autonomy, competence, relatedness (e.g. Basic Psychological Need Satisfaction scales), General Causality Orientations Scale, Self-Regulation Questionnaires, and context-specific SDT measures (education, work, health). Include translations, psychometric evidence, administration and scoring guidelines. Exclude tools that measure unrelated legal or medical decision-making capacity without psychological autonomy/motivation content, and unvalidated ad-hoc items.
1259	sexuelle orientierung	Validated questionnaires and measurement modules for assessing sexual orientation, attraction, sexual behavior, minority stress, and related psychosocial constructs, including German-language instruments.	Relevant instruments include survey modules and scales for sexual identity labels, Kinsey-type attraction/behavior measures, the Lesbian, Gay, Bisexual Identity Scale adaptations, minority stress scales, and standardized health questionnaires that report outcomes by orientation, with German translations and validation where available. Include administration notes, ethical guidance for sensitive topics, and translation/back-translation documentation. Exclude clinical diagnostic tools unrelated to orientation, and unvalidated items lacking documentation on wording or ethical procedures for sensitive data collection.
4953	sinn der arbeit	Survey instruments, questionnaires, interview guides, and validated scales used to assess the meaning of work and related constructs.	Include instruments such as the Work and Meaning Inventory (WAMI), Meaningful Work Scale, Calling and Vocation questionnaires, interview protocols for exploring work purpose, and translated/adapted German versions. Include manuals, validation studies, administration instructions, and scoring keys. Exclude general job satisfaction questionnaires or organizational climate tools that lack items on meaningfulness; exclude productivity measurement tools not intended to assess subjective meaning.
1537	social media	Tools, software, coding schemes, and survey instruments designed to collect or analyze social media data, including APIs, scraping tools, content analysis codebooks, and validated questionnaires on social media use.	Include technical tools for harvesting and analyzing social media data (APIs, R/Python packages), codebooks for manual content analysis of social media posts, questionnaires measuring social media behavior or impacts, sentiment analysis models tailored to social platforms, and network analysis workflows for social media networks. Exclude general-purpose web tools not applied to social media contexts, and proprietary tools with no methodological documentation.
37900	social media survey	Survey instruments, questionnaires, modules, and methodological guides tailored for surveying social media use and attitudes.	Include full questionnaires and modules measuring social media behavior (question wording, response categories), interviewer instructions for social media items, survey experiments on question wording for social media, and best-practice documentation for linking surveys to social media traces. Also include validated scales specific to social media research (e.g., scales for social media addiction, privacy concern). Exclude generic media use modules that do not differentiate social media platforms or lack methodological detail.
37915	social media nutzung	Survey modules, questionnaires, coding schemes, and tools designed to measure social media use (Nutzung), including German-language instruments and cross-national modules.	Include validated questionnaire modules with item wording and response categories in German or translated versions that measure social media usage patterns and motives, as well as guidelines for administering social media usage items, diary tools for recording use, and tools for linking self-reports to digital trace data. Exclude generic internet-use instruments lacking social media specificity and technical scraping tools without user-focused measurement guidance.
5535	social presence	Measurement instruments, validated scales, questionnaire modules, and experimental protocols for assessing or manipulating social presence in mediated environments.	Include full instruments and administration guides for social presence scales, coding manuals, experimental protocols for inducing social presence (e.g., avatar cues, video vs. text), and software tools that implement presence manipulations. Include psychometric validation reports and translation/adaptation documents. Exclude measurement tools unrelated to social presence (e.g., general usability tests) or tools that measure only technical connectivity without subjective presence assessment.
38133	sozial	Questionnaires, scales, coding manuals, and tools used to measure social phenomena (e.g., social attitudes scales, social capital instruments, survey modules on social policy) and software/methods for social-science analysis.	Include validated questionnaires, survey modules, coding schemes, measurement protocols, and methodological guides explicitly designed to assess social constructs (e.g., social support scales, social capital indices, social policy evaluation instruments) and analytic tools commonly used in social research. Exclude instruments whose use of 'social' is nominal or administrative only, and exclude technical tools unrelated to measuring social phenomena.
5132	sozial kompetenz	Measurement instruments and tools for assessing social competence: standardized questionnaires, observational coding manuals, teacher/parent rating scales, intervention manuals, and assessment batteries.	Include validated instruments (e.g., Social Skills Rating System, SSRS; Social Competence Inventory; SDQ subscales when used for social skills), coding protocols for social interactions, program manuals for social-skills training, and psychometric documentation. Include tools for scoring and interpreting social competence measures. Exclude generic personality inventories or competence instruments that do not assess interpersonal/social domains unless a specific subscale measures social competence.
1101	soziale ungleichheit	Measurement tools and methods for inequality research: survey modules, coding schemes for SES, wealth indexing methods, poverty measurement guidelines, decomposition techniques, and software packages for inequality analysis.	Include instruments such as standardized income/consumption questionnaires, occupational coding manuals (ISCO, EGP), wealth imputation protocols, poverty and deprivation indices, analytic guides on inequality measures and decomposition, and software tools (e.g., Stata/R packages) for computing inequality statistics. Exclude tools that do not pertain to social or economic distributional analysis.
1706	soziale schicht	Instruments and tools for measuring and analysing social class: occupational coding manuals, class schema conversion tools, social status scales, mobility tables, and methodology guides for class assignment.	Include coding manuals (ISCO, national occupational codes), conversion tables to class schemes (EGP, NS-SEC), guides for constructing class variables, status/prestige scales (e.g., SIOPS), and software or scripts for assigning class categories and analysing mobility. Exclude tools unrelated to social-stratification measurement.
2521	soziale netzwerke	Instruments, questionnaires, and software for measuring and analysing social networks: name-generator modules, roster-based network instruments, coding manuals, SNA software (e.g., UCINET, Gephi, igraph), and methodological guides for network data collection and analysis.	Include validated network survey instruments (name generators, interpreters), protocols for observational/social-sensing data collection, documentation for coding ties, tutorials and software packages for network analysis, and methodological literature on network inference and visualization. Exclude general survey instruments that do not include relational modules and tools focused solely on non-social network technologies.
2589	soziale kontakte	Validated instruments and tools for measuring social contacts and networks (e.g., contact diaries, name-generator/name-interpreter questionnaires, Lubben Social Network Scale, Berkman–Syme Social Network Index, network analysis software/tools).	Include paper/electronic contact-diary protocols, structured social network questionnaires (egocentric and sociometric), standardized scales addressing network size/support, and methodological guides for collecting/processing contact data. Include validation studies and translations. Exclude instruments unrelated to interpersonal contacts (e.g., general survey modules without contact measures).
3856	soziale interaktion	Tools and instruments for studying social interaction: observational coding schemes, conversation-analysis frameworks, behavioral coding manuals, sensor/toolkits (Bluetooth proximity, sociometric badges), video annotation software, and validated interaction scales.	Include standardized coding schemes and manuals, instruments for measuring nonverbal and verbal interaction (e.g., Roter Interaction Analysis System, conversation-analysis methods), software for annotation and sequence analysis (e.g., ELAN, NVivo, BORIS), and details about sensor devices and preprocessing pipelines. Exclude general survey instruments not designed to capture moment-to-moment interaction.
39837	soziale validität beruf	Instruments and tools for assessing social validity in vocational and workplace contexts: social validity scales, acceptability questionnaires, qualitative interview guides, stakeholder feedback protocols and program-fidelity checklists adapted for employment interventions.	Include validated social validity measures and structured interview guides used in vocational rehabilitation and workplace intervention research, instruments for measuring feasibility/acceptability, and templates for stakeholder evaluation. Include translations and context-specific adaptations. Exclude clinical psychometric instruments that do not assess social relevance/acceptability.
40249	soziale herkunft	Classification schemes and tools for measuring social origin: occupational classifications (ISCO, EGP), status indices (ISEI, SIOPS), education classification systems (ISCED, CASMIN), and survey modules for childhood background.	Include manuals and coding schemes for occupation-to-status conversion, education classification crosswalks, questionnaire modules for collecting parental background, and tools to construct composite social origin indices. Include guidance on harmonizing parental indicators across waves/countries. Exclude tools unrelated to measuring family background (e.g., adult job-satisfaction scales).
4034	soziale ungleichheit	Analytical tools and instruments for inequality research: measures and indices (Gini, Theil, Atkinson), decomposition methods, poverty measurement tools, inequality decomposition software, and survey modules commonly used to measure income/wealth/consumption.	Include methodological manuals and software implementations for inequality metrics, decomposition techniques (Oaxaca, Shapley), poverty measurement toolkits, and harmonization guides for cross-national comparison. Also include survey instruments for collecting income, consumption and wealth data. Exclude tools focused on unrelated statistical domains without application to distributional analysis.
40514	soziale kompetenz	Measurement instruments, scales and coding protocols used to assess social competence: standardized questionnaires (e.g., Social Skills Rating System, Social Skills Inventory, Interpersonal Competence Questionnaire, Strengths and Difficulties Questionnaire subscales where applicable), observational coding schemes (e.g., peer interaction coding), structured interviews, vignettes and intervention manuals designed to measure or train social competence.	Relevant: validated psychometric instruments, observational coding schemes, structured interview guides, training/intervention manuals and questionnaires that are intended to assess or change social competence. Include instrument documentation, scoring keys and reliability/validity information. Not relevant: generic personality inventories without clear social-competence subscales, instruments that assess organizational competencies, or tools that only measure unrelated constructs (e.g., academic skills) unless they include explicit social competence modules.
40674	soziale arbeit	Assessment tools, screening instruments, practice manuals and software used in social work: risk assessment tools, needs assessment instruments, standardized outcome measures (e.g., Outcome Rating Scale, HoNOS where used in social care), case management systems, intervention manuals, supervision tools and professional competency frameworks for social workers.	Relevant: validated screening/assessment instruments, intervention manuals, measurement scales and software platforms used specifically in social work settings or evaluated for social work practice. Include documentation, scoring guides and implementation protocols. Not relevant: general healthcare instruments unrelated to social care, or managerial software unrelated to client-facing social work activities.
41348	soziale medien nutzung	Measurement instruments and tools for assessing social media use: questionnaires and scales (e.g., Social Media Use Integration Scale, Bergen Social Media Addiction Scale variants, bespoke usage questionnaires), passive data collection tools (screen-time apps, browser/mobile logging scripts), API extraction tools, content-coding schemes and protocols for classifying user activities.	Relevant: validated scales, survey items and passive-tracking tools designed to measure social media usage and related behaviors, plus coding manuals for content and engagement classification and scripts for ethical API data collection. Not relevant: generic internet-use instruments without social media specificity, or developer-focused platform tools that do not collect user-behavior data.
41495	soziale medien	Tools and instruments for social media research: data collection tools (APIs, scraping frameworks), annotation platforms, coding schemes for content analysis, sentiment and topic modeling pipelines, network analysis software and ethical/consent protocols and guidelines for social media research.	Relevant: documented software, scripts, methodological protocols and coding manuals used to collect, preprocess, annotate and analyze social media data, including ethical guidelines. Not relevant: undocumented scraping code without reproducible methods, corporate proprietary analytic tools not intended for academic research, or instruments unrelated to social media content/interaction analysis.
41546	soziale netzwerke	SNA instruments and tools: survey name-generator and roster instruments for eliciting ties, observational protocols for recording interactions, software and libraries for network analysis and visualization (e.g., UCINET, Gephi, igraph, NetworkX), statistical packages for ERGM/SAOM/temporal models and guideline documents for network data collection and anonymization.	Relevant: validated network elicitation instruments (name-generator questionnaires), coding protocols for interaction observation, and documented software/tools/methods for network construction, analysis and visualization, including privacy/anonymization best practices. Not relevant: generic graph-theory tools intended for non-social networks (e.g., electrical or computer networks) without adaptation to social-science data collection or interpretation.
41646	soziale mobilität	Coding schemes and tools used to measure and analyse social mobility: occupational classification systems (ISCO, ISCO-08, ISEI, EGP), mobility matrices, statistical scripts/packages for mobility analysis, survey modules on social origin.	Include instruments that support consistent measurement of origin and destination (standard occupational classifications, socio‑economic index conversions, questionnaires capturing parental background), as well as analysis tools (R/SPSS/Stata routines for constructing mobility tables and mobility indices). Exclude measurement instruments unrelated to social/occupational status (e.g. physical mobility trackers).
5263	soziale herkunft	Survey modules, question items and coding schemes for measuring social origin (retrospective childhood modules, parental occupation/education items, SES composite indices) and conversion tools for standard class/SES measures.	Include validated questionnaire items and modules used to elicit parental education/occupation, household conditions in childhood, and cultural capital (e.g. number of books), as well as tools to map occupations to standard classifications (ISCO, ISEI, EGP) to derive SES measures. Exclude instruments that measure only adult SES without retrospective or parental information.
40086	sozio politische einstellungen	Standardized questionnaire modules, validated scales and coding schemes used to measure political attitudes and values (ESS political items, CSES modules, party identification questions, trust scales).	Include survey instruments and batteries commonly used in public opinion research (e.g. ESS questionnaire modules, CSES items, Likert scales for trust and policy positions), plus codebooks and harmonization tools for cross‑national comparison. Exclude instruments that do not capture political attitudes or that only measure unrelated social traits.
2741	sport	Measurement instruments and tools for sport and physical activity: standardized questionnaires (IPAQ, Global Physical Activity Questionnaire), sport participation modules, accelerometers and activity trackers, fitness tests and codebooks for sport survey modules.	Include validated self‑report instruments (IPAQ, GPAQ), device-based measurement protocols (accelerometer wear protocols), and survey modules used in major health and sport surveys. Also include coding manuals for classifying sport types and intensity. Exclude recreational activity measures that are not about sport or physical activity unless integrated into broader activity instruments.
37003	stress lehrer	Validated instruments and survey modules for assessing teacher stress and burnout: Maslach Burnout Inventory (MBI), Perceived Stress Scale (PSS), Teacher Stress Inventory (TSI), COPSOQ, TALIS teacher questionnaire items and related occupational health tools.	Include standardized scales and questionnaire modules commonly used to measure teacher stress and psychosocial working conditions, as well as protocols for occupational health assessments in schools. Also include intervention tools and evaluation instruments designed for teacher well‑being. Exclude general stress instruments without occupational adaptation unless applied specifically to teacher samples.
37018	stress pflege	Validated questionnaires and assessment tools commonly used to measure stress, burnout, workload and coping in nursing contexts, plus organizational assessment instruments and intervention materials targeting nurse stress.	Include: Perceived Stress Scale (PSS), Nursing Stress Scale (NSS), Maslach Burnout Inventory (MBI), Copenhagen Psychosocial Questionnaire (COPSOQ), effort‑reward imbalance (ERI) measures, Job Content Questionnaire (JCQ), sleep and fatigue scales, Brief COPE and other coping inventories used in nursing samples, observational checklists for workload/acuity, stress‑reduction program manuals (mindfulness, resilience training) evaluated in nursing. Exclude: instruments that are not validated for occupational or nursing contexts or instruments solely for clinical diagnosis not used to assess occupational stress.
37020	stress und arbeitnehmer	Standardized instruments for assessing job stressors and employee stress outcomes and organizational assessment tools used in occupational health and BGM contexts.	Include: Job Content Questionnaire (JCQ), Effort‑Reward Imbalance (ERI) questionnaire, Copenhagen Psychosocial Questionnaire (COPSOQ), Perceived Stress Scale (PSS), Maslach Burnout Inventory (MBI), HSE Management Standards Indicator Tool, instruments measuring absenteeism/presenteeism (e.g., WHO‑HPQ), and workplace survey toolkits used in occupational health research. Exclude: clinical instruments unrelated to occupational functioning or tools lacking validation for work settings.
37039	stress und coping	Validated coping inventories and stress appraisal tools commonly used to assess coping processes, plus intervention manuals for coping skills training and diaries/EMA tools.	Include: COPE Inventory and Brief COPE, Ways of Coping Questionnaire, Coping Orientation to Problems Experienced, Response to Stress Questionnaire (RSQ), Perceived Stress Scale (PSS) for appraisal, measures of emotion regulation (e.g., ERQ), standardized diary/EMA protocols for momentary coping assessment, and manuals for cognitive‑behavioral or mindfulness‑based coping interventions. Exclude: ad‑hoc single‑item measures or instruments not validated for assessing coping strategies.
37044	stress und burnout	Validated instruments to measure stress and burnout and intervention materials targeting stress reduction and burnout prevention/rehabilitation.	Include: Maslach Burnout Inventory (MBI), Copenhagen Burnout Inventory (CBI), Oldenburg Burnout Inventory (OLBI), Perceived Stress Scale (PSS), COPSOQ, job stress instruments (JCQ, ERI), measures of sleep/fatigue, and manuals for workplace interventions (CBT, resilience training, organizational interventions) aimed at reducing stress and burnout. Exclude: burnout measures not validated or studies using informal/unstandardized burnout proxies without psychometric support.
37048	stress und bgm	Assessment tools, survey instruments and program materials used in BGM to assess and intervene on stress and psychosocial working conditions.	Include: organizational assessment tools (COPSOQ for workplace psychosocial risks, HSE Management Standards Indicator Tool, ERI/JCQ adaptations for organizational surveys), screening tools for employee stress/burnout (PSS, MBI, CBI), program manuals and intervention toolkits for workplace stress management, process evaluation toolkits, and economic evaluation templates used in BGM. Exclude: clinical therapeutic tools not adapted for workplace program delivery or tools lacking relevance for organizational health management.
37090	stress arbeitsplatz	Validated questionnaires, scales, and assessment tools used to measure workplace stress and psychosocial work environment (e.g., COPSOQ, JCQ, ERI, MBI, PSS).	Include instruments and protocols for assessing job demands-control-support (Job Content Questionnaire, Karasek), Effort-Reward Imbalance questionnaire, Copenhagen Psychosocial Questionnaire (COPSOQ), Maslach Burnout Inventory (MBI), Perceived Stress Scale (PSS) when applied to work context, organizational climate surveys, work design checklists, interview guides, and workplace risk assessment tools. Also include translation/adaptation studies and technical documentation. Exclude instruments unrelated to psychosocial workplace measurement or those solely biomedical without workplace linkage.
37104	stress am arbeitsplatz	Tools for assessing workplace-specific stressors and outcomes, including workplace surveys, psychosocial risk assessment tools, and validated scales adapted for workplace phrasing.	Include instruments explicitly used to measure 'stress at the workplace' such as workplace versions/translations of COPSOQ, Job Content Questionnaire, Effort-Reward Imbalance, MBI for occupational burnout, the Work Ability Index, company psychosocial risk assessment protocols, and intervention toolkits. Include user manuals, validation studies, and translated/adapted versions for German workplaces. Exclude tools that measure stress only in non-work contexts.
4160	stress	Validated instruments for measuring stress and related constructs (PSS, life-events checklists, Trier Social Stress Test protocols, biomarker sampling protocols), along with coding schemes and manuals.	Include psychometric scales (Perceived Stress Scale, Holmes-Rahe Life Events Scale), structured interview guides, experimental stress induction protocols (e.g., Trier Social Stress Test), biomarker collection and assay protocols for cortisol and other stress hormones, and standardized coping/support measures. Include documentation, validation studies, and translations. Exclude instruments irrelevant to human stress measurement or focused on non-social science domains.
36787	sustainability	Surveys, scales, and measurement tools for sustainability-related constructs (NEP scale, environmental behavior inventories, corporate sustainability assessment tools, SDG indicator toolkits).	Include validated questionnaires for environmental attitudes (New Ecological Paradigm), behavioral inventories, household energy use survey modules, corporate sustainability reporting standards and assessment instruments, measurement protocols for sustainable consumption studies, and toolkits for operationalizing SDG indicators in social research. Also include manuals and validation studies. Exclude technical measurement tools unrelated to social-science assessment of sustainability.
729	trust	Survey questions, validated scales, and experimental protocols used to measure trust (e.g., standard WVS/ESS trust items, Rotter Interpersonal Trust Scale, trust game designs).	Include widely used survey items (WVS/ESS/ISSP trust questions), psychometric trust scales (Rotter, Yamagishi), instruments for measuring institutional trust, experimental trust-game protocols and coding schemes, and manuals documenting administration and validation. Also include translated/adapted versions and methodological studies on measurement equivalence. Exclude technical security/trust models without social-science measurement focus.
24652	umweltbewusstsein in deutschland	Validated survey instruments, question batteries, scales and measurement protocols used to assess environmental awareness, attitudes and behaviour in German contexts.	Include German versions and translations of established scales (e.g. New Ecological Paradigm (NEP) scale German adaptation), ISSP/Eurobarometer/ESS question modules on environment, environmental knowledge tests, survey question batteries, coding manuals for constructing composite indices of environmental awareness, and interviewer guidelines used in German surveys. Exclude technical environmental measurement tools (lab or sensor protocols) and instruments not intended to measure human attitudes or behaviour.
24946	umweltschutz	Evaluation frameworks, survey modules, indices and measurement tools used to assess environmental protection policies, programs and public support.	Include policy evaluation frameworks, environmental performance indices (EPI, national equivalents), survey question batteries on support for protection measures, instruments for measuring conservation behaviour, NGO monitoring tools, and manuals for counting/assessing protected areas. Exclude laboratory or field instruments used exclusively for ecological sampling or environmental chemistry that do not assess protection policy or social responses.
23986	ungleichheit	Methods, indices, survey modules and computational tools used to measure and analyze inequality and social stratification.	Include descriptions of equivalence scales (OECD), measurement and decomposition methods (Gini, Theil, Atkinson, quantile regression), survey question modules for income and wealth collection, coding schemes for occupation/class (ISCO, EGP), instruments for measuring social mobility, and software codebooks or scripts commonly used for inequality analysis. Exclude tools unrelated to distributional measurement (e.g. laboratory instruments).
23829	unkonventionelle politische partizipation	Question batteries, scales, coding manuals and event‑coding protocols used to measure or classify unconventional political participation.	Include survey question wordings for protest and petition items, validated scales for political activism, coding schemes for event data (protest event coding protocols), instrument guides for collecting online activism data, and interviewer instructions for sensitive political behaviour questions. Exclude instruments that only measure conventional political behaviour (voting intention modules) or technical tools unrelated to measuring political participation.
3311	verantwortung für umweltprobleme	Survey question batteries, vignette instruments, experimental protocols and coding schemes designed to measure attribution of responsibility and related normative attitudes about environmental problems.	Include validated question wordings and vignettes used to elicit responsibility attributions (e.g. forced‑choice responsibility items, Likert scales for perceived actor responsibility), experimental designs manipulating responsibility framing, coding manuals for classifying open‑ended responsibility attributions, and instruments that measure moral norms and willingness to act. Exclude ecological measurement tools and technical instruments unrelated to measuring social attributions of responsibility.
1719	vertrauen	Validated instruments and methods for measuring trust (vertrauen): questionnaires, psychometric scales, experimental paradigms and coding schemes used to assess trust.	Include established scales and instruments such as the General Social Survey/WVS single trust item, Rotter Interpersonal Trust Scale, Yamagishi General Trust Scale, institutional trust batteries used in ESS/WVS, and experimental tools such as the Trust Game (binary and continuous versions) and repeated‑trust paradigms. Also include validated multi‑item scales for dimensions of trust (competence/benevolence/integrity) and translation/adaptation documentation for German 'vertrauen' measures. Exclude ad hoc or single‑item measures with no documentation, instruments aimed at legal/financial trust instruments, and tools unrelated to measuring social or institutional trust.
25598	vertrauen in technologie	Instruments and experimental tools for measuring trust in technology: validated questionnaires, trust in automation scales and behavioral paradigms tailored to human–technology interaction.	Include established instruments such as Jian, Bisantz & Drury's Trust in Automation scale, the Human–Robot Interaction trust questionnaires, McKnight et al.'s online trust scales adapted for technology, trust calibration protocols, and behavioral paradigms (trust game variants adapted for automation, reliance/override tasks, simulated driving trust tasks). Also include usability testing protocols and measurement instruments capturing perceived competence, benevolence and integrity of technical systems. Exclude instruments that measure only technology acceptance (TAM) unless accompanied by validated trust subscales, and tools that do not produce trust‑related metrics.
25616	vertrauen in politik	Measurement instruments and tools for political trust: survey items, validated political trust scales, experimental vignettes and coding schemes used to assess trust in political actors and institutions.	Include standard survey items used in ESS/Eurobarometer/WVS for political trust, multi‑item trust batteries for institutions, validated questionnaires measuring trust and legitimacy, vignette experiments manipulating governmental performance, and coding manuals for qualitative assessment of trust in political texts. Also include psychometric evaluations and translations into German. Exclude instruments that only measure political knowledge or partisanship without trust constructs, and tools aimed solely at civic education rather than measurement.
185	work life balance	Instruments and tools for assessing work–life balance: validated questionnaires, time‑use diaries, survey modules and evaluation tools for workplace policies.	Include validated scales such as the Work–Family Conflict Scale (Netemeyer et al.), Work–Family Enrichment measures, time‑use diary protocols, standardized survey modules used in Eurofound or national labour surveys, and evaluation instruments for flexible working interventions. Also include software/code for analyzing time‑use data and protocols for qualitative interviews about work–life balance. Exclude informal single‑item measures without validation unless well documented, and HR administrative tools that do not measure employee perceptions or time allocation.
30368	work	Instruments and tools for measuring work and employment: survey modules, occupational classification systems, job quality indices, time‑use instruments and experimental/qualitative protocols.	Include standardized instruments like labour force survey questionnaires, ISCO occupation coding manuals, job content questionnaires (Karasek Job Content Questionnaire), OECD job quality indices, time‑use diary methodologies, employer survey instruments, and qualitative interview guides for workplaces. Also include tools for wage and occupational coding and software for analysing employment trajectories. Exclude instruments that measure unrelated constructs (e.g., purely technical productivity metrics without work context) or proprietary HR tools without methodological documentation.
